"x"
"ENSG00000000003.14"	8844245
"ENSG00000000938.12"	24733447
"ENSG00000000971.15"	56137142
"ENSG00000001036.13"	10977536
"ENSG00000001084.10"	12306496
"ENSG00000001167.14"	8534721
"ENSG00000001461.16"	13993135
"ENSG00000001497.16"	18053231
"ENSG00000001561.6"	9079565
"ENSG00000001617.11"	16556347
"ENSG00000001626.14"	3709490
"ENSG00000001629.9"	14908247
"ENSG00000001630.15"	15456698
"ENSG00000002549.12"	21096801
"ENSG00000002586.18"	66917699
"ENSG00000002587.9"	2598280
"ENSG00000002726.20"	2764395
"ENSG00000002834.17"	49263674
"ENSG00000002933.7"	13145929
"ENSG00000003056.7"	27638505
"ENSG00000003137.8"	8437640
"ENSG00000003147.17"	7092169
"ENSG00000003249.13"	5642819
"ENSG00000003393.14"	13590856
"ENSG00000003402.19"	89547741
"ENSG00000003436.14"	18038118
"ENSG00000003756.16"	71701012
"ENSG00000003989.16"	29582661
"ENSG00000004059.10"	32016331
"ENSG00000004139.13"	13712040
"ENSG00000004142.11"	28746155
"ENSG00000004399.12"	40011041
"ENSG00000004455.16"	25290115
"ENSG00000004468.12"	3653089
"ENSG00000004478.7"	36001928
"ENSG00000004487.15"	23018119
"ENSG00000004534.14"	64194013
"ENSG00000004660.14"	11081065
"ENSG00000004700.15"	12670930
"ENSG00000004776.11"	102998075
"ENSG00000004777.18"	14104094
"ENSG00000004779.9"	14371930
"ENSG00000004799.7"	168424416
"ENSG00000004838.13"	3916040
"ENSG00000004848.7"	1298290
"ENSG00000004897.11"	16446160
"ENSG00000004939.13"	4329271
"ENSG00000004975.11"	13328064
"ENSG00000005001.9"	3489175
"ENSG00000005007.12"	38743941
"ENSG00000005020.12"	10997761
"ENSG00000005022.5"	52989991
"ENSG00000005073.5"	1882618
"ENSG00000005102.12"	2960659
"ENSG00000005156.11"	13771201
"ENSG00000005187.11"	6858753
"ENSG00000005189.19"	4868796
"ENSG00000005194.14"	10229769
"ENSG00000005206.16"	29554583
"ENSG00000005238.19"	11708795
"ENSG00000005249.12"	16409650
"ENSG00000005302.17"	13756207
"ENSG00000005339.14"	37418257
"ENSG00000005379.15"	21701976
"ENSG00000005381.7"	2822268
"ENSG00000005421.8"	1173865
"ENSG00000005471.15"	1364789
"ENSG00000005483.20"	32383161
"ENSG00000005486.16"	28419563
"ENSG00000005513.9"	7174811
"ENSG00000005700.14"	16198566
"ENSG00000005810.17"	37977724
"ENSG00000005812.10"	23748721
"ENSG00000005844.17"	10323282
"ENSG00000005882.11"	23586514
"ENSG00000005884.17"	34229634
"ENSG00000005893.15"	38517426
"ENSG00000005961.17"	2757697
"ENSG00000005981.12"	1210539
"ENSG00000006007.11"	20621389
"ENSG00000006016.10"	13016207
"ENSG00000006025.11"	9017899
"ENSG00000006042.11"	12710364
"ENSG00000006047.12"	8552155
"ENSG00000006059.3"	687203
"ENSG00000006062.13"	11037050
"ENSG00000006071.12"	6444696
"ENSG00000006116.3"	1988262
"ENSG00000006118.14"	11129733
"ENSG00000006125.16"	60623604
"ENSG00000006128.11"	3308399
"ENSG00000006210.6"	22571721
"ENSG00000006282.20"	25736549
"ENSG00000006283.17"	2596602
"ENSG00000006327.13"	8793501
"ENSG00000006432.15"	6513912
"ENSG00000006451.7"	12474613
"ENSG00000006453.13"	8095416
"ENSG00000006459.10"	15144942
"ENSG00000006468.13"	9411564
"ENSG00000006534.15"	8087092
"ENSG00000006555.10"	5818074
"ENSG00000006576.16"	9008662
"ENSG00000006607.13"	13506889
"ENSG00000006611.15"	1980035
"ENSG00000006625.17"	8027662
"ENSG00000006634.7"	2785211
"ENSG00000006652.13"	21855895
"ENSG00000006704.10"	10117450
"ENSG00000006712.14"	18679057
"ENSG00000006715.15"	16085686
"ENSG00000006740.16"	7429957
"ENSG00000006744.18"	20852110
"ENSG00000006747.14"	3221430
"ENSG00000006756.15"	9538445
"ENSG00000006831.9"	31785064
"ENSG00000007038.10"	1032872
"ENSG00000007047.14"	14841387
