"SRR1071717"	"SRR1099957"	"SRR1093930"	"SRR1084917"	"SRR1081765"	"SRR1079830"	"SRR1086236"	"SRR1097296"	"SRR1120296"	"SRR1092208"	"SRR1085402"
"ENSG00000176239.7"	0	0	0	0	0	0	0	1	1	0	0
"ENSG00000176243.9"	0	0	0	0	0	0	0	0	1	1	0
"ENSG00000176244.6"	0	16	11	3	3	2	1	2	7	0	5
"ENSG00000176246.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000176248.8"	1750	2697	2629	1850	1716	1691	1699	1586	1970	1645	1676
"ENSG00000176253.2"	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000176256.10"	4	4	3	4	4	5	11	1	3	0	2
"ENSG00000176261.15"	461	586	531	376	502	611	481	428	365	626	384
"ENSG00000176268.5"	5	11	14	7	5	5	5	8	9	5	12
"ENSG00000176269.3"	0	0	3	0	1	0	0	1	2	1	0
"ENSG00000176273.14"	91	163	144	167	126	183	95	113	113	113	151
"ENSG00000176281.4"	0	0	3	0	0	0	0	2	1	0	0
"ENSG00000176289.4"	51	121	103	76	70	71	50	53	64	66	86
"ENSG00000176290.7"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000176293.19"	2286	1906	2042	1198	2093	2630	2070	2058	1837	2298	1468
"ENSG00000176294.4"	0	0	0	0	0	0	0	2	1	0	0
"ENSG00000176299.4"	0	0	0	0	1	0	0	1	0	0	0
"ENSG00000176302.12"	0	1	2	0	1	1	0	2	0	0	0
"ENSG00000176312.4"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000176318.8"	0	1	0	0	0	1	0	2	0	1	0
"ENSG00000176320.2"	0	2	6	6	4	1	1	0	1	0	1
"ENSG00000176340.3"	2454	2599	2330	1700	2020	2594	1841	2247	1777	3241	2070
"ENSG00000176343.5"	2	1	3	2	2	3	2	2	3	4	1
"ENSG00000176349.11"	1	6	3	1	0	1	4	0	1	0	2
"ENSG00000176358.15"	4	10	6	3	12	3	5	4	4	4	6
"ENSG00000176371.13"	315	382	349	252	274	330	247	242	255	340	249
"ENSG00000176378.8"	0	2	0	3	2	1	1	0	2	1	0
"ENSG00000176381.5"	0	0	0	0	2	4	1	0	1	11	1
"ENSG00000176383.8"	483	657	540	444	446	537	457	520	466	608	553
"ENSG00000176386.8"	156	221	194	180	182	273	185	197	161	284	146
"ENSG00000176387.6"	26	555	513	1822	243	32	22	5	230	42	127
"ENSG00000176390.11"	279	454	459	378	337	414	306	325	410	312	319
"ENSG00000176393.10"	1013	2287	2512	1922	1896	2029	1412	1022	2032	1544	1962
"ENSG00000176396.10"	301	323	241	203	230	346	358	308	157	387	232
"ENSG00000176399.3"	19	103	86	85	69	73	31	12	82	32	51
"ENSG00000176401.5"	132	111	92	52	158	181	180	119	96	187	57
"ENSG00000176402.5"	8	9	20	18	14	6	12	19	9	8	12
"ENSG00000176406.21"	194	441	539	57	214	78	66	211	379	27	562
"ENSG00000176407.17"	1841	1920	1169	1109	1443	2521	2324	1663	900	2376	923
"ENSG00000176410.7"	395	388	408	271	398	426	398	345	351	477	401
"ENSG00000176422.13"	360	987	1094	759	746	719	569	617	826	715	786
"ENSG00000176428.5"	93	60	64	55	62	179	104	51	48	90	70
"ENSG00000176435.6"	937	866	1054	477	791	628	660	977	543	391	1192
"ENSG00000176438.12"	1021	935	942	553	1006	769	769	876	516	569	398
"ENSG00000176444.18"	1620	2668	3082	2316	1807	1839	1695	1784	2260	1475	2250
"ENSG00000176454.13"	1006	4820	3741	3388	1543	1335	1505	689	3786	1039	3602
"ENSG00000176463.13"	263	1053	1097	590	617	765	446	571	819	562	711
"ENSG00000176472.10"	217	191	216	214	182	250	176	167	183	211	209
"ENSG00000176473.13"	276	284	279	233	285	394	261	342	234	331	150
"ENSG00000176476.8"	958	991	860	465	548	812	956	687	603	1022	414
"ENSG00000176485.10"	1381	460	311	460	1764	1674	1075	1439	435	1946	421
"ENSG00000176490.4"	436	223	151	69	279	406	412	164	118	1482	87
"ENSG00000176495.2"	0	0	0	0	2	0	1	0	0	0	0
"ENSG00000176510.4"	0	0	3	1	0	1	1	0	0	1	0
"ENSG00000176515.1"	2	8	16	6	7	3	1	0	20	1	15
"ENSG00000176531.10"	247	802	881	705	470	409	311	239	667	229	569
"ENSG00000176532.3"	29	877	610	667	220	125	38	29	652	15	697
"ENSG00000176533.12"	1417	692	599	452	575	1186	1051	509	679	1953	382
"ENSG00000176540.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000176542.9"	867	1221	976	794	682	1143	955	577	726	907	607
"ENSG00000176547.8"	0	0	0	0	0	0	0	2	0	0	0
"ENSG00000176555.1"	0	1	0	0	0	0	0	1	0	0	0
"ENSG00000176563.9"	778	903	787	650	873	1146	912	791	586	1182	612
"ENSG00000176566.4"	0	0	1	2	1	0	1	3	0	0	1
"ENSG00000176567.1"	0	2	0	0	0	0	0	1	0	0	0
"ENSG00000176571.11"	0	0	2	1	0	0	0	0	0	0	0
"ENSG00000176584.16"	1	0	2	0	0	0	0	0	0	0	0
"ENSG00000176593.7"	219	635	474	423	359	350	364	312	412	339	429
"ENSG00000176595.3"	141	810	652	484	253	192	154	179	658	141	383
"ENSG00000176597.11"	85	1284	847	494	235	166	114	164	378	67	542
"ENSG00000176601.12"	2	4	4	4	2	1	4	2	3	3	2
"ENSG00000176605.7"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000176619.11"	805	1180	770	725	703	917	627	1048	759	1025	731
"ENSG00000176623.11"	1232	1499	1442	921	1123	1589	1350	967	956	1544	967
"ENSG00000176624.10"	827	1156	800	740	643	828	798	707	703	649	687
"ENSG00000176635.17"	1	0	1	1	1	1	1	0	1	0	1
"ENSG00000176641.10"	379	1835	1357	1226	727	500	364	400	782	145	753
"ENSG00000176654.12"	0	0	1	0	0	0	0	1	0	0	0
"ENSG00000176658.16"	1175	4222	4922	2665	3027	2264	3169	2553	2579	1177	3333
"ENSG00000176659.7"	7	13	21	17	9	4	2	4	7	6	16
"ENSG00000176678.5"	24	461	577	430	218	33	27	42	472	25	274
"ENSG00000176679.8"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000176681.14"	379	275	335	244	455	459	591	212	687	181	553
"ENSG00000176692.5"	48	18	23	17	21	39	42	60	6	9	15
"ENSG00000176695.6"	1	2	4	0	2	1	0	4	1	0	0
"ENSG00000176697.18"	106	187	127	96	89	228	78	35	122	132	180
"ENSG00000176700.19"	1342	1815	1900	1613	1728	2015	1364	1509	1766	1480	1729
"ENSG00000176714.9"	132	93	114	88	126	164	129	114	117	206	82
"ENSG00000176715.15"	827	1613	1523	1183	1012	1015	860	870	1446	899	1068
"ENSG00000176716.4"	3	11	11	3	3	2	6	6	5	1	7
"ENSG00000176720.4"	3943	2519	1271	914	2248	5073	2982	2175	1223	7666	910
"ENSG00000176723.9"	21	29	38	24	38	37	40	32	32	46	31
"ENSG00000176728.7"	143	134	1	138	121	201	0	0	1	0	171
"ENSG00000176731.11"	903	927	901	686	732	971	756	757	753	794	713
"ENSG00000176732.6"	11	20	22	13	14	13	17	7	17	5	18
"ENSG00000176742.1"	1	0	0	0	0	0	0	2	0	0	0
"ENSG00000176746.6"	0	0	0	0	1	0	0	0	0	0	0
"ENSG00000176748.5"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000176749.8"	38	86	40	36	36	43	32	42	41	36	29
"ENSG00000176752.6"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000176753.5"	2	27	14	12	12	3	0	2	19	3	19
"ENSG00000176754.12"	1	0	0	1	1	0	0	2	0	0	0
"ENSG00000176761.7"	6	9	7	5	4	9	6	3	4	6	1
"ENSG00000176769.9"	0	16	5	14	4	1	5	2	6	1	8
"ENSG00000176771.15"	22	39	63	24	51	33	16	28	61	10	45
"ENSG00000176774.5"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000176782.2"	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000176783.14"	1796	1655	1719	1369	1723	2612	2293	1701	1389	2757	1284
"ENSG00000176787.2"	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000176788.8"	331	1692	1868	948	1301	3480	1501	1631	1328	1702	1546
"ENSG00000176797.3"	0	0	0	0	1	0	0	0	0	0	0
"ENSG00000176798.1"	0	1	1	0	1	0	0	0	0	0	0
"ENSG00000176809.10"	290	273	382	283	290	305	352	168	449	221	385
"ENSG00000176812.7"	2	5	6	1	4	2	2	7	4	4	3
"ENSG00000176826.15"	211	253	309	161	178	332	263	114	192	337	236
"ENSG00000176834.13"	567	1699	1260	1083	1029	1137	673	466	1035	567	1182
"ENSG00000176840.11"	4	0	1	6	0	3	2	1	2	1	2
"ENSG00000176842.14"	10	14	13	84	5	5	6	7	20	2	8
"ENSG00000176845.12"	677	990	1096	747	1071	806	780	1004	793	818	856
"ENSG00000176853.15"	828	1627	1460	1355	1161	1047	976	988	1041	843	1100
"ENSG00000176855.11"	5	59	65	32	18	16	5	2	42	6	43
"ENSG00000176857.5"	7	32	14	18	16	13	6	5	19	4	19
"ENSG00000176868.2"	3168	4447	3184	2503	2729	3212	3196	3725	2563	3017	1567
"ENSG00000176871.8"	1235	2199	1065	1337	1278	1553	1386	1289	1073	1715	1312
"ENSG00000176882.5"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000176884.14"	3	9	7	11	7	1	1	3	6	0	5
"ENSG00000176887.6"	1	2	0	0	0	1	1	1	1	2	5
"ENSG00000176890.15"	264	302	403	283	201	391	296	181	278	222	556
"ENSG00000176893.4"	0	1	0	0	0	0	0	0	0	0	0
"ENSG00000176894.9"	364	402	372	269	329	305	300	310	245	426	244
"ENSG00000176895.8"	0	1	1	0	0	0	0	0	0	0	0
"ENSG00000176896.8"	120	91	93	83	68	108	83	92	94	124	70
"ENSG00000176900.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000176903.4"	3678	1658	881	472	2020	4150	3777	2206	836	5509	782
"ENSG00000176904.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000176907.4"	669	1082	635	2301	1574	2056	576	1977	1373	1071	1390
"ENSG00000176909.11"	98	46	49	38	68	85	99	49	75	141	74
"ENSG00000176912.3"	4	7	8	26	5	22	16	12	15	16	33
"ENSG00000176915.14"	1928	3255	2637	2049	1891	2303	2130	1939	1972	1556	2115
"ENSG00000176919.11"	11	6	14	13	8	10	6	3	11	3	16
"ENSG00000176920.11"	39	167	227	273	81	87	29	22	267	53	242
"ENSG00000176922.3"	1	0	1	0	0	0	0	1	0	0	0
"ENSG00000176923.4"	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000176925.6"	0	0	1	0	1	0	0	2	0	0	0
"ENSG00000176927.14"	8	27	22	22	17	15	18	6	16	13	20
"ENSG00000176928.5"	236	766	914	576	516	385	234	217	878	303	1221
"ENSG00000176933.5"	8	5	7	2	12	13	10	8	8	7	2
"ENSG00000176945.16"	522	2317	2325	2788	586	664	659	394	3134	525	2954
"ENSG00000176946.11"	1406	1778	1503	1097	1181	1880	1915	1270	1204	2259	1060
"ENSG00000176951.6"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000176953.11"	2191	3451	2761	2397	2214	2750	1979	2111	2241	2154	2595
"ENSG00000176956.12"	13	7	0	9	13	4	7	31	2	12	5
"ENSG00000176970.8"	0	1	1	0	0	1	1	2	1	1	0
"ENSG00000176971.3"	758	746	990	88	536	779	1277	802	206	414	90
"ENSG00000176973.7"	1746	1220	1008	731	939	1996	1352	1240	920	2172	913
"ENSG00000176974.18"	753	879	990	709	1132	891	1031	681	662	522	841
"ENSG00000176978.13"	2990	3987	3860	2391	3296	4147	3139	2733	3582	3930	2637
"ENSG00000176979.12"	0	0	2	0	1	0	0	1	0	0	0
"ENSG00000176984.6"	0	1	3	0	0	0	1	2	3	0	1
"ENSG00000176986.15"	3552	4786	3771	3088	3583	4738	3953	4129	3495	4826	2956
"ENSG00000176988.8"	0	1	3	0	1	0	1	1	1	0	0
"ENSG00000176994.10"	980	1864	984	1093	1190	1375	1287	1245	939	1326	592
"ENSG00000176998.4"	28	28	52	59	8	42	5	18	108	9	53
"ENSG00000177000.10"	1447	1784	1344	877	1847	1741	1245	2344	987	1409	809
"ENSG00000177023.2"	0	1	0	0	0	0	0	0	0	0	0
"ENSG00000177025.3"	75	41	34	20	39	43	52	34	25	98	39
"ENSG00000177030.16"	630	1117	985	734	481	881	793	696	701	970	674
"ENSG00000177034.14"	970	1156	1141	778	852	1211	899	850	883	1167	723
"ENSG00000177042.14"	849	1291	1353	828	992	1506	1283	819	1019	909	869
"ENSG00000177045.7"	2166	1490	1607	839	1641	2353	2188	1829	1366	2449	723
"ENSG00000177047.6"	1	0	1	0	4	0	0	1	0	1	0
"ENSG00000177051.5"	620	640	651	607	590	709	601	633	791	515	599
"ENSG00000177054.13"	224	1923	1503	1905	965	509	239	285	1256	149	1282
"ENSG00000177058.11"	192	344	330	285	250	276	187	255	281	185	327
"ENSG00000177076.5"	119	3214	2683	2032	1451	568	286	103	2252	141	4804
"ENSG00000177082.12"	1329	1898	1953	1683	1653	1991	1360	1499	1777	1440	1796
"ENSG00000177084.16"	2125	2566	1845	1165	1314	1747	1848	1418	1045	1967	941
"ENSG00000177096.8"	430	512	501	270	437	666	479	399	271	675	378
"ENSG00000177098.8"	109	335	198	108	137	161	121	92	248	128	427
"ENSG00000177103.13"	387	105	42	29	118	250	498	139	48	437	31
"ENSG00000177105.9"	1003	1186	1065	750	1025	1250	1224	1202	877	1473	897
"ENSG00000177106.14"	477	4858	4743	4706	1568	1469	772	426	3792	851	4619
"ENSG00000177108.5"	2	2	2	0	1	1	0	0	1	1	0
"ENSG00000177112.7"	29	47	40	22	55	92	55	37	44	91	41
"ENSG00000177119.15"	5743	7174	4421	3436	4935	6214	7399	4027	3393	6770	2949
"ENSG00000177125.5"	445	605	465	374	415	519	404	431	454	444	365
"ENSG00000177133.10"	100	62	116	63	71	69	83	98	87	53	97
"ENSG00000177138.15"	5	1	0	2	5	1	1	2	1	1	0
"ENSG00000177143.4"	1	1	1	1	1	4	4	0	1	0	0
"ENSG00000177144.6"	98	271	270	328	143	140	157	152	244	84	228
"ENSG00000177150.12"	310	386	291	255	336	461	345	413	347	451	313
"ENSG00000177151.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000177156.10"	4357	4818	3948	2684	6148	8464	7973	6188	2314	11453	2709
"ENSG00000177169.9"	3803	4553	4277	2816	3618	4440	4393	3510	2640	3480	2406
"ENSG00000177173.5"	9	31	27	8	10	9	5	8	22	5	11
"ENSG00000177174.1"	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000177181.14"	26	93	70	66	119	66	73	18	78	244	10
"ENSG00000177182.10"	371	517	534	447	488	569	646	321	346	498	521
"ENSG00000177186.3"	1	2	0	0	1	0	0	0	0	0	0
"ENSG00000177189.12"	1528	2859	2111	1942	2046	2264	1966	1575	1686	2104	1799
"ENSG00000177191.2"	89	185	152	170	124	156	145	78	165	68	147
"ENSG00000177192.13"	357	641	558	378	366	478	319	824	468	438	318
"ENSG00000177197.7"	51	92	56	45	54	70	67	49	42	54	38
"ENSG00000177200.15"	2066	3376	2834	2527	2310	2044	2146	1341	2248	1655	1851
"ENSG00000177201.1"	0	0	1	0	1	0	0	0	0	0	0
"ENSG00000177202.2"	2	4	3	25	4	2	3	1	3	0	4
"ENSG00000177212.3"	1	2	2	1	1	0	0	2	1	0	1
"ENSG00000177225.16"	1652	2178	1975	1480	1538	2056	1508	1836	1590	1972	1608
"ENSG00000177233.2"	2	0	2	0	3	0	0	2	0	0	0
"ENSG00000177234.7"	1	3	0	1	2	1	1	0	0	1	0
"ENSG00000177238.13"	1	1	8	1	4	2	6	6	3	4	2
"ENSG00000177239.14"	1889	3227	3236	2312	1922	2671	1838	1697	2736	2266	2494
"ENSG00000177243.3"	0	0	0	0	1	0	0	0	0	0	0
"ENSG00000177257.2"	1	0	0	1	0	0	0	0	0	0	0
"ENSG00000177261.8"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000177272.8"	0	38	17	33	22	1	1	5	57	0	7
"ENSG00000177275.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000177283.6"	129	162	123	56	112	127	122	190	70	83	56
"ENSG00000177291.3"	0	0	4	2	3	2	1	0	1	0	0
"ENSG00000177294.6"	4	7	5	10	5	7	7	6	7	2	5
"ENSG00000177300.6"	27	48	62	32	40	42	26	59	30	44	30
"ENSG00000177301.13"	72	34	22	53	91	117	22	27	32	156	45
"ENSG00000177302.14"	554	757	624	498	654	703	559	839	511	525	458
"ENSG00000177303.9"	2222	1729	1497	979	1637	2122	2278	2116	1179	2294	882
"ENSG00000177306.4"	17	10	16	1	4	16	8	8	11	8	7
"ENSG00000177311.11"	2878	3434	2543	2337	3300	4957	4836	3031	2302	3865	1767
"ENSG00000177324.13"	0	0	1	0	0	0	2	4	0	0	0
"ENSG00000177335.10"	17	109	157	39	41	26	21	28	75	26	107
"ENSG00000177337.7"	82	177	291	216	178	203	109	230	285	97	235
"ENSG00000177338.13"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000177340.5"	4	5	9	7	5	1	6	3	3	2	7
"ENSG00000177350.6"	12	16	12	10	12	13	16	7	11	11	7
"ENSG00000177352.9"	438	856	755	492	567	509	458	428	559	474	495
"ENSG00000177354.11"	2	4	2	0	2	0	0	1	2	0	1
"ENSG00000177359.17"	11	257	232	45	111	12	13	25	504	8	392
"ENSG00000177363.4"	400	389	474	161	571	602	558	503	475	230	274
"ENSG00000177369.8"	2	0	2	4	0	2	0	1	0	0	1
"ENSG00000177370.4"	575	558	576	405	444	719	550	559	426	826	398
"ENSG00000177374.12"	1864	2018	2683	1174	1952	1819	2068	2569	2079	1607	2109
"ENSG00000177380.13"	69	252	220	250	121	79	54	65	218	125	169
"ENSG00000177383.4"	981	1079	963	912	1052	1511	1007	714	811	1450	886
"ENSG00000177398.18"	4	2	6	3	3	0	2	3	0	0	1
"ENSG00000177400.6"	0	0	0	1	1	0	0	0	0	0	3
"ENSG00000177406.4"	402	327	485	300	410	485	333	172	357	338	262
"ENSG00000177409.11"	230	672	1101	839	510	327	280	324	1556	177	1059
"ENSG00000177410.12"	1011	2475	1787	1599	1209	1108	728	1064	1320	1076	1429
"ENSG00000177414.13"	2	2	0	1	0	0	1	1	0	0	0
"ENSG00000177418.2"	0	2	3	2	3	2	4	1	0	0	2
"ENSG00000177425.10"	2511	2624	1912	1458	2498	4247	4230	2237	1163	4000	1179
"ENSG00000177426.20"	689	2398	2057	2338	1157	865	907	1680	1573	614	1750
"ENSG00000177427.12"	316	477	494	335	321	412	379	220	377	406	369
"ENSG00000177432.6"	305	138	114	143	185	235	202	196	98	237	142
"ENSG00000177447.6"	0	1	0	1	2	1	1	0	0	1	0
"ENSG00000177452.7"	0	2	2	1	2	3	3	3	2	3	1
"ENSG00000177453.7"	20	30	19	43	59	30	23	12	22	31	29
"ENSG00000177455.12"	29	23	6	134	11	8	17	4	72	29	6
"ENSG00000177459.10"	6	248	223	150	86	38	10	2	247	3	159
"ENSG00000177462.6"	2	0	1	0	1	0	2	2	0	0	0
"ENSG00000177463.15"	3550	4356	3278	2484	2560	3680	3135	2617	2645	2746	2183
"ENSG00000177464.4"	137	149	182	117	278	139	238	464	187	92	265
"ENSG00000177465.4"	25	46	53	33	52	36	29	30	61	43	41
"ENSG00000177468.6"	0	0	0	0	1	0	0	2	0	0	0
"ENSG00000177469.12"	27463	13293	12259	3590	13066	26455	27211	13272	7513	42866	6634
"ENSG00000177476.3"	1	1	0	0	2	0	0	1	0	0	0
"ENSG00000177479.19"	2972	3616	2495	2080	2553	3455	3569	2895	1933	4195	1732
"ENSG00000177483.11"	42	151	120	42	69	56	83	27	43	45	33
"ENSG00000177485.6"	251	700	535	567	443	339	288	305	511	324	498
"ENSG00000177489.1"	0	0	2	0	0	0	0	2	0	0	0
"ENSG00000177494.5"	1	14	11	14	9	1	2	0	8	2	6
"ENSG00000177504.10"	1	2	0	1	0	1	0	0	2	0	0
"ENSG00000177508.11"	51	46	35	454	66	37	34	86	109	25	54
"ENSG00000177511.5"	2	1	7	1	4	1	0	4	0	0	0
"ENSG00000177519.3"	163	70	70	110	172	27	69	72	79	116	87
"ENSG00000177535.7"	0	0	2	0	3	0	0	0	0	0	1
"ENSG00000177542.10"	305	677	573	532	452	403	242	533	643	449	497
"ENSG00000177548.12"	864	1085	1059	990	593	827	614	541	1014	806	955
"ENSG00000177551.5"	0	0	4	18	0	0	0	0	0	0	6
"ENSG00000177553.6"	1	0	1	0	3	0	1	0	0	0	1
"ENSG00000177556.11"	467	632	614	401	544	757	501	584	446	853	598
"ENSG00000177558.3"	1	2	3	3	4	1	3	1	1	1	1
"ENSG00000177565.16"	2052	3723	3721	3235	2686	2969	2614	1828	2988	2100	2451
"ENSG00000177570.13"	188	942	861	861	572	400	159	56	741	126	707
"ENSG00000177575.12"	3692	6304	3980	3337	12748	5997	2475	8869	1870	5010	1272
"ENSG00000177576.11"	1127	1400	1173	806	829	1243	957	927	869	1198	911
"ENSG00000177586.6"	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000177590.7"	2	3	3	2	1	1	2	1	3	0	1
"ENSG00000177595.17"	1010	1530	1858	1273	1173	1146	1091	807	1337	1337	1370
"ENSG00000177596.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000177599.12"	76	55	66	39	69	136	92	69	40	76	32
"ENSG00000177600.8"	13496	20413	16551	11567	14065	13109	13761	14452	12167	14783	10011
"ENSG00000177602.5"	2	69	43	38	32	4	8	5	56	3	9
"ENSG00000177606.6"	14623	34587	15403	6971	9217	3382	16081	12722	13110	6025	9991
"ENSG00000177613.8"	803	1017	811	615	1014	1171	962	1921	742	1231	520
"ENSG00000177614.10"	26	84	68	47	51	46	25	38	67	28	78
"ENSG00000177627.9"	7	35	21	18	23	46	8	11	24	12	19
"ENSG00000177628.15"	490	1275	1517	932	1042	1369	719	765	1135	705	1355
"ENSG00000177640.15"	72	77	74	43	85	160	92	94	50	62	77
"ENSG00000177646.18"	955	1321	1404	807	1167	1327	1096	1073	1288	1094	1022
"ENSG00000177663.13"	339	1599	1436	907	880	530	503	667	1040	294	1074
"ENSG00000177666.16"	5461	8931	9097	6967	10210	7309	5388	8803	6471	4313	5655
"ENSG00000177669.3"	3	11	10	4	3	5	3	1	5	2	8
"ENSG00000177673.3"	2	4	2	5	2	2	4	1	0	1	1
"ENSG00000177674.15"	398	775	1110	668	979	907	528	1253	701	387	677
"ENSG00000177675.8"	104	183	186	112	260	176	107	196	275	160	67
"ENSG00000177679.15"	61	239	257	209	84	66	96	100	157	149	177
"ENSG00000177683.13"	482	574	500	398	465	575	474	513	335	552	315
"ENSG00000177684.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000177685.16"	218	3544	2792	6435	981	590	269	184	2173	188	1907
"ENSG00000177688.6"	3	9	10	6	3	9	7	6	10	4	8
"ENSG00000177689.10"	1	3	3	2	1	0	0	2	1	0	1
"ENSG00000177692.11"	27	36	32	48	25	36	27	16	34	32	45
"ENSG00000177693.3"	1	2	3	0	3	1	0	4	0	1	0
"ENSG00000177694.15"	135	700	798	523	312	176	156	86	705	93	749
"ENSG00000177697.17"	5555	8465	5466	4531	6253	8291	8489	4517	4604	10257	5424
"ENSG00000177699.4"	1	4	4	1	0	2	2	0	3	2	2
"ENSG00000177700.5"	1607	2061	1824	1451	1898	2384	1663	1950	1492	2702	1741
"ENSG00000177706.8"	1440	1642	1604	661	3846	3950	1128	5012	1137	2083	891
"ENSG00000177707.10"	353	365	220	142	247	405	367	285	195	429	164
"ENSG00000177710.5"	4	7	2	6	5	6	0	4	8	3	3
"ENSG00000177721.4"	40	100	114	75	92	54	62	74	127	42	82
"ENSG00000177725.5"	0	1	0	0	0	1	0	0	2	0	1
"ENSG00000177728.15"	2367	4546	3179	3135	2394	3041	2392	2225	2735	2614	2661
"ENSG00000177731.15"	6701	8814	6619	4634	7431	11087	10152	6215	5154	13528	4690
"ENSG00000177732.8"	970	677	684	497	590	1413	1091	464	538	1530	568
"ENSG00000177733.6"	4236	6134	4583	3485	3599	3950	4757	3630	3420	3523	3248
"ENSG00000177736.4"	0	0	1	0	0	0	1	2	0	0	1
"ENSG00000177738.3"	57	100	127	114	83	72	67	76	112	54	95
"ENSG00000177752.14"	6	10	10	8	14	11	5	13	10	4	7
"ENSG00000177757.2"	11	24	31	25	44	22	26	30	46	12	30
"ENSG00000177770.11"	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000177776.8"	1	1	0	1	2	1	1	1	0	2	2
"ENSG00000177788.5"	6	9	13	18	10	7	8	4	12	8	7
"ENSG00000177791.11"	16	17	48	12	10	11	10	32	11	4	29
"ENSG00000177800.2"	0	0	0	0	0	0	0	1	1	0	0
"ENSG00000177803.7"	32	27	20	17	25	39	31	23	23	33	25
"ENSG00000177807.7"	2	12	19	9	10	7	13	12	7	5	8
"ENSG00000177822.7"	3	6	11	8	15	5	7	31	11	5	11
"ENSG00000177830.17"	869	1401	1521	1006	1181	1073	818	945	1254	882	1115
"ENSG00000177839.6"	72	73	54	18	78	71	38	126	54	50	38
"ENSG00000177842.11"	62	137	127	85	106	74	49	46	92	80	99
"ENSG00000177853.14"	1028	1547	1842	1250	867	1059	815	1030	1254	813	1196
"ENSG00000177854.7"	225	301	292	181	143	282	223	174	205	287	230
"ENSG00000177855.8"	261	300	207	143	165	356	355	265	187	447	148
"ENSG00000177868.11"	367	342	321	209	257	337	323	234	233	438	283
"ENSG00000177873.12"	104	195	187	154	166	181	106	174	163	164	153
"ENSG00000177875.4"	18	137	123	61	75	79	19	80	130	77	82
"ENSG00000177879.14"	1437	1552	1153	934	1105	1875	1465	1033	914	2056	977
"ENSG00000177885.13"	3762	3695	2923	2507	3333	4264	3485	3127	2474	4597	2149
"ENSG00000177888.7"	500	769	741	499	553	653	519	412	538	468	542
"ENSG00000177889.9"	1492	1891	1660	1389	1261	1773	1318	1670	1278	1410	1291
"ENSG00000177910.7"	0	3	2	0	6	0	0	5	2	0	1
"ENSG00000177917.10"	268	728	681	701	341	302	318	222	539	210	603
"ENSG00000177932.6"	676	658	476	359	618	769	687	528	364	806	313
"ENSG00000177938.4"	0	1	2	1	1	3	3	1	3	0	2
"ENSG00000177943.13"	424	549	643	522	382	494	262	668	570	351	515
"ENSG00000177946.5"	212	254	216	226	238	357	263	248	224	376	189
"ENSG00000177947.13"	4	4	1	1	1	3	2	6	0	1	1
"ENSG00000177951.17"	2000	2871	2357	1646	2081	2461	2267	2355	2079	2326	1381
"ENSG00000177954.11"	1004	1370	1326	860	960	1073	1214	759	884	1352	600
"ENSG00000177963.13"	2683	3013	2663	1863	2536	3485	2831	2396	2165	3937	1967
"ENSG00000177971.8"	785	1349	1257	893	946	1078	862	826	1191	1152	925
"ENSG00000177981.10"	983	1143	846	698	863	1471	1282	986	633	1379	641
"ENSG00000177984.6"	0	5	2	2	2	0	4	0	4	0	3
"ENSG00000177989.13"	174	320	517	377	486	177	115	360	751	232	247
"ENSG00000177990.11"	974	745	547	221	668	1138	743	521	381	628	399
"ENSG00000177992.9"	1	8	3	0	3	5	2	3	2	3	1
"ENSG00000177993.3"	3	0	1	0	1	3	2	0	1	0	0
"ENSG00000177994.15"	1	6	6	4	1	7	2	3	3	1	9
"ENSG00000178015.4"	9	50	40	12	23	9	13	11	20	5	13
"ENSG00000178021.10"	0	2	6	0	3	4	1	1	2	0	3
"ENSG00000178026.12"	1021	481	512	313	429	771	945	479	390	854	396
"ENSG00000178028.13"	1394	2064	2380	1556	1435	1711	1541	1275	1906	1474	1704
"ENSG00000178031.16"	186	103	338	148	188	222	175	157	201	130	172
