"SRR1071717"	"SRR1099957"	"SRR1093930"	"SRR1084917"	"SRR1081765"	"SRR1079830"	"SRR1086236"	"SRR1097296"	"SRR1120296"	"SRR1092208"	"SRR1085402"
"ENSG00000259161.2"	1	0	0	0	1	1	0	0	0	0	2
"ENSG00000259162.1"	2	0	3	0	1	1	1	1	1	1	0
"ENSG00000259163.1"	9	20	27	6	14	14	13	12	8	19	11
"ENSG00000259164.1"	68	59	36	30	46	83	78	44	38	102	42
"ENSG00000259165.1"	4	9	13	5	5	12	7	3	14	4	8
"ENSG00000259166.1"	0	1	0	0	0	0	0	0	0	0	0
"ENSG00000259167.2"	1	0	0	0	0	0	1	0	0	0	0
"ENSG00000259168.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259169.1"	61	77	58	51	56	61	38	52	42	55	41
"ENSG00000259170.1"	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000259171.1"	2950	3710	3366	2227	3299	4033	3731	2787	2052	2243	1338
"ENSG00000259172.1"	79	133	120	79	48	87	53	88	138	62	127
"ENSG00000259173.2"	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000259175.1"	11	2	1	2	5	10	8	7	2	12	0
"ENSG00000259177.1"	0	1	0	1	0	0	1	0	0	0	0
"ENSG00000259178.1"	0	1	2	1	0	0	1	0	3	0	0
"ENSG00000259179.1"	0	0	1	0	0	0	1	0	0	0	0
"ENSG00000259180.1"	0	1	3	1	0	0	0	0	1	1	0
"ENSG00000259181.1"	0	0	3	0	0	0	1	2	0	0	0
"ENSG00000259182.5"	1	1	2	3	3	0	2	3	5	1	2
"ENSG00000259183.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259185.1"	58	123	122	107	106	88	73	61	118	43	141
"ENSG00000259186.1"	0	1	0	0	0	1	2	0	0	0	1
"ENSG00000259187.1"	11	68	72	63	49	35	12	24	70	23	52
"ENSG00000259188.5"	1	1	2	2	11	3	0	3	1	2	1
"ENSG00000259191.2"	0	1	0	0	0	1	0	0	1	0	1
"ENSG00000259192.1"	3	2	2	0	4	4	4	1	6	2	1
"ENSG00000259194.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259195.1"	0	0	0	1	1	0	0	0	2	0	2
"ENSG00000259196.1"	0	1	0	0	0	0	0	0	0	0	0
"ENSG00000259198.1"	11	13	12	9	12	13	12	8	14	11	8
"ENSG00000259199.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259200.1"	1	1	1	0	0	0	1	1	1	1	1
"ENSG00000259201.1"	16	44	44	35	33	21	17	15	30	8	45
"ENSG00000259202.1"	0	0	1	1	0	0	0	1	1	0	0
"ENSG00000259203.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259204.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259205.2"	37	22	62	22	15	10	36	54	10	27	33
"ENSG00000259207.7"	661	422	281	73	498	818	950	1094	148	1133	175
"ENSG00000259208.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259209.3"	9	5	11	2	6	8	8	7	3	2	2
"ENSG00000259211.1"	90	220	178	103	119	144	141	128	146	168	110
"ENSG00000259212.1"	5	6	6	4	6	1	4	2	3	4	2
"ENSG00000259213.1"	0	0	1	0	0	0	0	0	1	0	0
"ENSG00000259214.1"	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000259215.1"	1	2	3	2	2	2	2	2	3	2	1
"ENSG00000259216.2"	2	7	3	4	6	5	8	1	4	4	3
"ENSG00000259217.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259218.5"	0	1	4	1	3	1	3	2	1	5	0
"ENSG00000259219.1"	7	9	3	4	4	5	4	21	8	5	4
"ENSG00000259221.5"	0	0	0	0	1	0	0	0	0	0	0
"ENSG00000259222.2"	0	2	0	1	0	0	1	0	0	1	1
"ENSG00000259223.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259224.2"	4	2	2	2	4	2	2	5	1	1	1
"ENSG00000259225.6"	0	1	3	2	0	3	0	0	2	0	11
"ENSG00000259227.2"	0	2	0	1	0	0	0	0	1	0	1
"ENSG00000259228.1"	1	3	2	1	1	0	0	0	1	1	2
"ENSG00000259229.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259230.1"	0	2	8	7	12	1	0	1	12	0	9
"ENSG00000259231.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259232.2"	1	1	1	1	2	0	3	1	3	1	2
"ENSG00000259234.5"	0	0	1	1	1	0	1	0	1	1	0
"ENSG00000259235.1"	1	0	0	0	1	1	0	3	0	0	0
"ENSG00000259236.1"	17	19	20	11	7	12	29	20	14	11	19
"ENSG00000259237.1"	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000259238.1"	35	78	57	44	48	48	33	43	45	28	49
"ENSG00000259239.1"	0	0	0	0	0	0	0	0	1	1	1
"ENSG00000259240.1"	0	16	8	8	4	1	1	1	10	1	12
"ENSG00000259241.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259242.2"	0	1	1	0	3	2	0	0	1	0	1
"ENSG00000259244.1"	64	124	57	105	64	129	130	40	77	35	118
"ENSG00000259245.1"	1	0	0	1	0	0	0	0	0	0	0
"ENSG00000259246.4"	0	0	0	0	0	0	0	1	1	0	0
"ENSG00000259247.1"	0	0	0	4	0	0	0	0	0	0	0
"ENSG00000259248.5"	818	686	542	414	438	882	629	405	477	977	452
"ENSG00000259250.1"	22	63	46	42	24	23	18	12	32	11	32
"ENSG00000259251.2"	0	2	4	5	1	0	3	0	2	3	2
"ENSG00000259252.1"	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000259254.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259255.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259256.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259257.1"	1	1	0	0	0	1	1	0	0	2	1
"ENSG00000259258.1"	1	2	1	1	1	1	2	1	1	1	0
"ENSG00000259259.1"	1	1	1	1	0	0	0	0	0	0	0
"ENSG00000259261.2"	0	0	17	7	0	0	0	0	21	0	0
"ENSG00000259262.1"	3	0	1	1	0	1	1	1	1	0	1
"ENSG00000259265.1"	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000259266.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259267.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259268.1"	0	1	0	0	0	0	0	0	0	0	0
"ENSG00000259269.1"	0	1	0	0	3	0	0	3	1	0	1
"ENSG00000259270.1"	1	0	0	0	1	2	2	0	0	0	0
"ENSG00000259271.1"	0	3	1	0	4	0	0	1	0	0	1
"ENSG00000259273.1"	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000259274.1"	0	2	1	1	0	2	0	2	4	0	0
"ENSG00000259275.2"	59	150	278	87	114	45	68	40	93	25	92
"ENSG00000259276.1"	0	0	2	0	0	2	1	2	0	0	1
"ENSG00000259277.1"	0	1	0	0	0	0	0	0	0	0	0
"ENSG00000259278.1"	0	0	0	0	0	1	0	0	1	0	0
"ENSG00000259279.1"	210	331	188	172	911	593	256	1420	150	135	577
"ENSG00000259280.1"	4	0	1	1	6	1	4	3	0	3	0
"ENSG00000259281.1"	0	0	0	0	0	0	1	0	0	0	1
"ENSG00000259282.5"	1	0	0	0	0	1	0	0	0	0	1
"ENSG00000259283.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259284.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259285.1"	12	7	5	11	16	0	1	38	13	0	8
"ENSG00000259286.3"	2	1	4	6	1	1	2	1	3	1	3
"ENSG00000259287.2"	10	28	15	10	22	17	20	17	12	22	6
"ENSG00000259288.6"	8	535	505	567	191	41	25	11	481	16	360
"ENSG00000259289.2"	0	0	1	1	0	0	0	1	0	0	1
"ENSG00000259290.1"	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000259291.2"	1652	624	348	331	484	910	742	364	365	1321	288
"ENSG00000259293.1"	0	0	3	0	0	3	2	0	0	2	0
"ENSG00000259294.1"	1	1	1	0	1	0	2	0	1	0	1
"ENSG00000259295.6"	338	712	750	350	617	769	552	409	503	489	629
"ENSG00000259296.1"	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000259298.1"	88	140	150	131	89	108	115	98	88	83	108
"ENSG00000259299.1"	7	5	6	6	8	11	3	4	6	9	3
"ENSG00000259300.2"	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000259301.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259302.1"	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000259303.5"	0	0	1	1	0	0	0	0	1	0	0
"ENSG00000259304.1"	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000259305.6"	197	411	365	365	259	288	256	248	275	262	360
"ENSG00000259306.2"	2	11	9	18	0	1	2	1	16	0	24
"ENSG00000259307.1"	0	5	9	10	2	3	1	2	12	2	5
"ENSG00000259308.3"	4	7	7	3	4	4	3	4	6	1	2
"ENSG00000259309.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259312.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259314.1"	45	39	24	17	40	58	59	43	20	43	15
"ENSG00000259315.1"	18	27	48	19	21	15	7	25	38	13	25
"ENSG00000259316.9"	58	117	95	96	69	99	70	75	113	71	136
"ENSG00000259317.1"	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000259318.1"	10	14	8	13	14	7	7	5	7	5	16
"ENSG00000259319.1"	55	28	16	18	36	80	35	14	14	88	23
"ENSG00000259320.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259321.1"	69	73	64	51	53	70	49	47	71	63	48
"ENSG00000259322.1"	30	51	60	41	55	43	35	37	39	30	38
"ENSG00000259324.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259326.1"	3	14	6	11	9	7	4	3	9	2	5
"ENSG00000259327.1"	251	160	188	137	213	288	248	168	141	235	128
"ENSG00000259330.1"	364	258	199	136	347	282	337	352	125	283	136
"ENSG00000259331.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259332.3"	300	319	211	272	286	207	279	279	208	312	194
"ENSG00000259333.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259334.1"	0	0	0	0	0	1	1	0	0	0	0
"ENSG00000259335.1"	2	1	2	1	1	2	1	0	2	1	1
"ENSG00000259336.1"	3	4	2	3	3	3	8	8	5	0	2
"ENSG00000259337.4"	0	2	7	23	0	0	0	0	37	1	0
"ENSG00000259338.1"	0	0	0	2	0	1	1	1	0	0	1
"ENSG00000259339.2"	0	0	0	1	0	0	0	1	0	1	1
"ENSG00000259340.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259341.1"	0	0	0	0	1	0	0	0	1	0	1
"ENSG00000259342.1"	1	6	17	12	7	6	2	3	18	1	10
"ENSG00000259343.5"	3	9	22	14	6	9	4	1	22	5	13
"ENSG00000259345.5"	9	77	78	24	26	11	5	5	70	0	35
"ENSG00000259346.2"	3	3	1	3	4	3	3	4	4	3	2
"ENSG00000259347.6"	2	4	7	3	6	3	6	5	6	4	4
"ENSG00000259348.1"	0	0	2	0	1	0	0	0	1	0	0
"ENSG00000259349.1"	2	3	7	5	4	1	1	3	6	2	5
"ENSG00000259350.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259351.1"	2	21	25	13	7	3	2	1	18	1	8
"ENSG00000259352.1"	30	165	188	146	98	93	38	46	168	46	101
"ENSG00000259353.1"	14	24	18	20	14	11	11	15	21	8	20
"ENSG00000259354.5"	2	2	5	6	2	3	1	0	3	1	4
"ENSG00000259356.1"	0	1	3	0	0	1	2	0	0	0	0
"ENSG00000259357.2"	1216	1686	1561	1076	1305	1870	1455	1280	1038	1378	931
"ENSG00000259358.1"	0	0	0	0	1	0	0	2	1	1	2
"ENSG00000259359.1"	1	7	5	1	0	1	3	2	3	0	3
"ENSG00000259360.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259361.5"	0	0	1	0	0	0	0	1	0	0	0
"ENSG00000259362.2"	1	1	2	3	3	0	1	1	7	0	0
"ENSG00000259363.5"	69	68	38	17	65	71	73	55	43	73	42
"ENSG00000259364.1"	0	2	2	1	0	0	0	0	0	0	2
"ENSG00000259365.1"	0	0	0	0	1	0	0	0	2	0	1
"ENSG00000259366.1"	37	68	57	59	56	39	52	49	40	44	36
"ENSG00000259367.1"	13	25	29	13	33	18	26	39	8	7	3
"ENSG00000259368.1"	2	16	3	3	3	1	2	1	10	0	7
"ENSG00000259369.1"	1	0	0	0	0	0	1	1	0	0	0
"ENSG00000259370.2"	2076	387	202	61	215	786	1347	203	106	1634	111
"ENSG00000259371.2"	230	311	290	219	193	275	228	242	244	214	208
"ENSG00000259372.2"	2	3	8	2	1	2	1	0	12	1	0
"ENSG00000259374.2"	1	4	4	0	2	0	0	0	4	2	3
"ENSG00000259375.1"	154	129	43	46	110	98	156	121	44	100	24
"ENSG00000259376.1"	2	10	7	3	3	1	2	2	4	5	4
"ENSG00000259377.1"	0	0	0	0	0	0	0	1	0	1	0
"ENSG00000259378.1"	0	10	9	3	2	2	4	1	5	1	5
"ENSG00000259379.1"	0	3	4	0	0	1	0	1	7	0	0
"ENSG00000259380.5"	0	1	0	1	1	1	0	0	0	0	0
"ENSG00000259381.2"	7	6	11	9	13	25	9	5	15	7	5
"ENSG00000259383.1"	57	0	0	0	0	0	0	0	0	0	0
"ENSG00000259384.6"	37	1	5	179	2	62	38	5	64	1	117
"ENSG00000259385.1"	0	1	0	2	2	0	0	1	0	0	0
"ENSG00000259388.1"	6	9	5	8	7	9	7	9	4	4	6
"ENSG00000259389.2"	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000259390.2"	0	1	0	0	0	0	0	0	0	0	0
"ENSG00000259392.2"	0	0	1	1	2	4	1	1	0	0	2
"ENSG00000259393.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259394.2"	5	5	3	3	6	7	3	5	3	7	1
"ENSG00000259395.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259396.1"	1	0	0	0	1	0	0	0	0	1	0
"ENSG00000259397.3"	235	248	208	117	163	228	256	259	167	272	157
"ENSG00000259398.1"	0	1	0	0	1	0	0	0	0	0	0
"ENSG00000259399.1"	657	1042	913	831	775	871	651	892	713	1034	775
"ENSG00000259402.1"	0	3	2	2	3	0	2	2	3	0	2
"ENSG00000259403.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259404.5"	8	14	9	8	8	19	14	13	8	13	7
"ENSG00000259405.1"	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000259407.1"	550	490	454	262	479	481	570	606	276	429	164
"ENSG00000259408.2"	58	67	51	29	36	55	49	51	28	49	19
"ENSG00000259409.1"	31	95	105	86	64	40	33	34	64	18	79
"ENSG00000259410.5"	3	2	3	1	4	3	5	1	2	3	2
"ENSG00000259411.1"	3	12	11	3	6	6	7	11	8	2	6
"ENSG00000259413.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259414.1"	9	23	27	22	10	12	19	14	19	18	9
"ENSG00000259415.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259416.2"	3	8	9	5	13	5	2	17	2	6	9
"ENSG00000259417.2"	74	182	63	42	62	30	47	15	88	59	259
"ENSG00000259418.1"	0	0	0	0	1	1	0	0	1	0	0
"ENSG00000259419.2"	1	2	3	2	3	2	2	3	3	3	1
"ENSG00000259420.5"	1	1	1	3	1	3	1	1	4	0	2
"ENSG00000259421.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259422.1"	2	9	1	1	2	1	1	1	4	1	0
"ENSG00000259423.2"	0	2	1	0	1	0	0	1	1	0	1
"ENSG00000259424.1"	1	2	4	6	1	3	1	1	2	5	3
"ENSG00000259425.5"	14	26	16	35	26	25	12	10	8	22	16
"ENSG00000259426.5"	23	11	21	15	11	41	25	13	23	8	16
"ENSG00000259427.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259428.1"	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000259429.5"	51	238	252	198	118	163	93	73	185	85	169
"ENSG00000259430.1"	24	22	15	9	34	5	17	6	4	3	6
"ENSG00000259431.5"	543	1599	1783	1487	1041	816	706	683	1467	832	1280
"ENSG00000259432.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259433.2"	3	6	5	1	5	2	4	1	1	6	2
"ENSG00000259434.1"	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000259435.2"	0	0	0	0	1	0	0	1	0	0	0
"ENSG00000259436.1"	0	4	8	11	2	0	4	0	5	1	0
"ENSG00000259437.1"	1	1	1	1	0	0	1	0	1	1	0
"ENSG00000259438.1"	0	4	0	0	1	1	3	1	1	1	2
"ENSG00000259439.2"	0	0	9	0	0	4	4	0	0	0	1
"ENSG00000259440.2"	0	0	1	0	0	0	0	0	1	0	1
"ENSG00000259441.2"	0	0	0	0	0	0	0	3	1	0	0
"ENSG00000259442.1"	6	20	15	7	5	5	0	8	17	1	7
"ENSG00000259443.1"	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000259444.1"	0	4	3	1	0	1	3	1	6	0	1
"ENSG00000259445.1"	1	5	6	0	0	0	0	0	7	2	2
"ENSG00000259446.5"	16	5	3	2	1	2	7	0	1	4	10
"ENSG00000259447.1"	0	1	0	0	1	1	0	0	1	0	1
"ENSG00000259448.2"	25	39	52	23	49	56	39	31	33	54	22
"ENSG00000259449.1"	0	1	1	0	2	0	0	0	0	1	0
"ENSG00000259450.1"	1	15	9	7	5	0	0	1	6	0	6
"ENSG00000259452.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259453.1"	1	1	0	0	1	2	1	3	1	1	3
"ENSG00000259454.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259456.3"	29	81	91	63	34	35	33	40	67	26	34
"ENSG00000259457.1"	0	0	1	1	0	1	0	0	1	0	0
"ENSG00000259458.1"	1	0	0	1	0	0	0	1	0	0	0
"ENSG00000259459.5"	2	26	60	59	18	4	2	4	46	7	25
"ENSG00000259460.1"	93	68	55	32	75	108	123	62	29	158	34
"ENSG00000259461.1"	1	0	2	1	0	0	0	0	0	0	1
"ENSG00000259462.2"	5	23	27	8	35	47	35	19	29	50	18
"ENSG00000259463.1"	0	1	1	1	1	0	0	0	0	0	0
"ENSG00000259464.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259465.2"	0	1	1	0	0	1	0	0	0	2	0
"ENSG00000259466.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259467.1"	0	1	2	0	1	0	0	1	0	0	0
"ENSG00000259468.1"	6	27	22	18	18	11	10	9	24	8	18
"ENSG00000259469.1"	2	0	0	0	0	1	1	1	0	0	0
"ENSG00000259470.2"	4	20	10	7	9	1	3	0	1	1	7
"ENSG00000259471.1"	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000259473.1"	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000259474.1"	0	1	2	1	1	0	2	1	2	0	1
"ENSG00000259475.1"	528	79	20	11	140	355	304	135	18	236	13
"ENSG00000259476.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259477.1"	0	1	1	0	0	0	0	0	0	0	0
"ENSG00000259478.2"	11	2	0	0	0	7	8	2	1	7	0
"ENSG00000259479.6"	50	327	332	307	177	191	60	81	342	95	225
"ENSG00000259481.1"	0	0	0	1	1	0	0	0	0	0	1
"ENSG00000259482.1"	0	0	0	0	0	0	1	0	1	0	1
"ENSG00000259483.1"	2	2	3	1	8	3	4	4	3	4	1
"ENSG00000259485.1"	0	0	4	0	0	0	0	1	0	0	28
"ENSG00000259488.2"	437	253	354	157	456	471	299	386	433	202	264
"ENSG00000259489.2"	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000259490.2"	0	0	2	23	0	0	0	0	13	0	0
"ENSG00000259493.2"	0	0	0	0	0	0	1	0	0	0	1
"ENSG00000259494.1"	396	644	554	537	526	584	434	456	597	617	454
"ENSG00000259495.2"	144	26	28	8	52	123	80	43	36	149	10
"ENSG00000259496.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259498.1"	1075	304	234	131	548	624	991	441	298	576	227
"ENSG00000259499.1"	1	0	2	0	0	1	0	0	3	1	1
"ENSG00000259500.1"	0	1	1	1	2	2	0	1	0	0	1
"ENSG00000259502.1"	3	3	4	2	4	3	0	0	5	2	2
"ENSG00000259503.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259504.2"	0	1	2	1	1	0	0	0	0	2	0
"ENSG00000259505.1"	0	1	1	0	0	0	0	0	0	0	2
"ENSG00000259507.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259508.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259509.2"	0	1	0	0	0	0	0	0	0	0	0
"ENSG00000259511.2"	21	17	21	10	21	32	41	34	14	19	13
"ENSG00000259512.3"	1	5	0	0	2	0	0	0	1	0	1
"ENSG00000259513.1"	0	0	0	0	0	0	0	0	2	0	0
"ENSG00000259514.1"	2	2	6	5	2	1	0	0	3	0	0
"ENSG00000259515.1"	418	516	372	328	369	523	444	388	349	634	261
"ENSG00000259516.2"	55	92	93	83	76	72	53	55	70	81	92
"ENSG00000259517.2"	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000259518.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259519.1"	6	3	1	1	2	5	5	4	5	6	3
"ENSG00000259520.5"	34	32	16	9	4	8	5	2	4	8	16
"ENSG00000259521.1"	24	34	26	23	29	32	38	33	23	35	15
"ENSG00000259522.2"	1188	1588	1272	1001	1224	1744	1128	2015	973	1529	885
"ENSG00000259523.1"	13	8	10	3	22	28	12	24	8	8	13
"ENSG00000259525.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259527.2"	0	0	0	0	1	0	0	0	0	0	0
"ENSG00000259528.1"	1	0	1	0	0	0	1	0	1	0	0
"ENSG00000259529.1"	2051	2434	2619	1930	2202	2812	1730	2795	3501	1821	2053
"ENSG00000259530.1"	0	4	8	5	2	2	2	0	0	0	0
"ENSG00000259531.2"	13	31	27	20	23	33	19	22	20	21	22
"ENSG00000259532.1"	0	0	1	0	0	0	1	1	0	0	1
"ENSG00000259533.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259534.1"	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000259535.1"	0	1	0	0	0	1	0	0	0	1	0
"ENSG00000259536.5"	161	340	245	180	188	229	276	356	195	191	161
"ENSG00000259538.1"	5	4	9	1	6	1	6	0	2	2	2
"ENSG00000259539.1"	23	99	91	82	53	32	36	19	105	22	79
"ENSG00000259540.1"	4	2	9	3	2	5	3	6	3	6	3
"ENSG00000259541.5"	0	1	1	0	1	0	0	0	0	0	1
"ENSG00000259542.5"	3	7	23	7	4	2	2	1	6	0	6
"ENSG00000259543.1"	0	0	1	0	0	0	0	0	1	0	0
"ENSG00000259544.1"	141	142	111	91	149	145	203	189	70	97	51
"ENSG00000259545.2"	1	1	2	3	1	2	1	1	0	1	1
"ENSG00000259546.1"	12	15	25	14	14	13	11	17	22	12	12
"ENSG00000259547.1"	0	1	0	0	0	0	0	0	0	0	0
"ENSG00000259548.1"	1	3	2	3	3	13	1	4	1	1	1
"ENSG00000259550.2"	0	1	1	0	0	0	0	0	0	0	0
"ENSG00000259551.1"	3	5	7	1	10	5	2	2	2	4	5
"ENSG00000259553.4"	0	3	2	3	4	3	0	0	1	1	2
"ENSG00000259554.1"	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000259555.1"	0	0	0	0	0	0	0	0	3	0	0
"ENSG00000259556.2"	3	18	11	7	3	7	8	3	5	2	7
"ENSG00000259557.2"	1	0	0	0	1	0	1	0	0	0	0
"ENSG00000259558.1"	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000259560.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259561.1"	0	0	1	0	1	0	0	0	0	0	0
"ENSG00000259562.2"	29	58	33	36	29	38	33	43	49	14	35
"ENSG00000259563.1"	1	5	3	2	3	1	3	2	5	1	3
"ENSG00000259564.1"	0	2	0	0	0	0	0	0	1	0	0
"ENSG00000259565.2"	0	1	0	1	0	0	0	0	2	0	1
"ENSG00000259569.2"	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000259570.1"	26	41	44	15	21	53	75	28	22	29	19
"ENSG00000259571.1"	1	1	0	1	1	1	1	1	0	0	1
"ENSG00000259572.5"	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000259573.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259575.1"	0	0	1	0	0	3	1	0	0	0	0
"ENSG00000259577.1"	41	113	152	133	63	63	54	35	83	41	71
"ENSG00000259579.1"	0	0	0	0	1	0	0	0	1	0	0
"ENSG00000259580.1"	5	9	15	8	6	6	9	11	7	6	10
"ENSG00000259581.3"	3	5	3	1	3	1	2	2	1	2	5
"ENSG00000259582.3"	2	1	7	1	0	0	1	3	1	1	1
"ENSG00000259583.2"	128	1061	1276	785	583	307	269	752	718	195	979
"ENSG00000259584.1"	1	2	3	4	0	0	3	1	0	1	3
"ENSG00000259585.2"	1	3	1	1	1	1	2	0	3	2	2
"ENSG00000259586.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259587.2"	3	0	0	0	1	0	0	1	0	1	0
"ENSG00000259588.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259589.2"	37	63	26	25	46	38	56	28	23	43	27
"ENSG00000259590.1"	2	3	2	1	2	1	1	1	0	2	0
"ENSG00000259591.1"	2	3	1	0	0	1	1	0	0	0	0
"ENSG00000259592.1"	9	10	7	3	2	6	5	4	3	2	5
"ENSG00000259593.1"	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000259594.5"	1	0	6	0	2	0	1	0	2	0	3
"ENSG00000259595.1"	183	347	249	202	195	223	210	147	200	176	186
"ENSG00000259598.1"	0	1	0	0	1	0	0	0	0	0	0
"ENSG00000259600.2"	0	1	0	1	1	0	0	0	1	1	0
"ENSG00000259601.2"	0	1	0	0	0	1	0	0	1	1	0
"ENSG00000259602.1"	0	0	0	0	1	0	0	0	0	0	0
"ENSG00000259603.1"	0	0	0	0	2	0	1	5	1	1	0
"ENSG00000259604.5"	3	4	11	7	1	4	4	3	5	4	6
"ENSG00000259605.3"	1469	954	1197	616	1031	1440	1321	1070	1036	1792	545
"ENSG00000259607.1"	209	446	311	252	189	237	221	164	252	196	168
"ENSG00000259608.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259609.1"	3	0	0	0	0	0	1	2	0	1	0
"ENSG00000259610.1"	1	1	7	0	0	0	0	1	0	1	3
"ENSG00000259611.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259612.1"	41	61	33	31	39	50	58	37	33	38	20
"ENSG00000259614.2"	5	7	15	5	11	4	4	2	6	2	3
"ENSG00000259615.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259616.2"	2	8	10	9	4	0	6	0	1	3	1
"ENSG00000259617.1"	1	1	2	2	2	2	3	0	2	1	1
"ENSG00000259618.1"	23	57	47	32	27	34	41	28	33	22	35
"ENSG00000259619.2"	0	0	1	1	0	0	0	0	0	0	0
"ENSG00000259620.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259621.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000259622.1"	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000259623.1"	303	370	277	201	227	279	202	228	188	291	144
"ENSG00000259624.1"	0	0	0	0	0	0	0	0	0	0	0
