"SRR1071359"	"SRR1083776"	"SRR811938"	"SRR1082520"	"SRR1074140"	"SRR1076584"	"SRR1101693"
"ENSG00000259558.1"	0	0	0	0	0	0	0
"ENSG00000259560.1"	0	0	0	0	0	0	0
"ENSG00000259561.1"	28	1	0	0	1	13	1
"ENSG00000259562.2"	54	49	33	57	45	44	18
"ENSG00000259563.1"	6	2	0	2	1	4	0
"ENSG00000259564.1"	0	0	0	0	0	0	0
"ENSG00000259565.2"	1	1	1	2	0	2	0
"ENSG00000259569.2"	1	0	0	0	0	0	0
"ENSG00000259570.1"	32	16	18	22	38	25	13
"ENSG00000259571.1"	2	2	0	0	0	1	1
"ENSG00000259572.5"	0	0	0	0	0	0	0
"ENSG00000259573.1"	0	0	0	1	0	0	0
"ENSG00000259575.1"	3	0	2	0	0	0	0
"ENSG00000259577.1"	277	61	166	83	66	119	37
"ENSG00000259579.1"	0	2	0	0	1	0	0
"ENSG00000259580.1"	14	15	27	9	17	12	19
"ENSG00000259581.3"	3	5	11	4	3	1	9
"ENSG00000259582.3"	1	4	0	3	6	2	1
"ENSG00000259583.2"	226	661	1167	500	1732	549	6685
"ENSG00000259584.1"	9	7	3	1	4	4	5
"ENSG00000259585.2"	1	0	3	1	3	3	1
"ENSG00000259586.1"	0	0	0	0	0	0	0
"ENSG00000259587.2"	0	0	3	0	1	0	1
"ENSG00000259588.1"	0	0	0	0	0	0	0
"ENSG00000259589.2"	27	26	50	22	37	18	21
"ENSG00000259590.1"	1	1	2	1	5	0	1
"ENSG00000259591.1"	0	2	1	2	0	3	0
"ENSG00000259592.1"	8	6	3	7	4	6	2
"ENSG00000259593.1"	1	1	1	0	0	0	0
"ENSG00000259594.5"	19	3	0	5	1	1	1
"ENSG00000259595.1"	217	221	344	256	206	180	182
"ENSG00000259598.1"	0	0	0	0	0	1	0
"ENSG00000259600.2"	1	0	4	1	0	0	0
"ENSG00000259601.2"	0	0	1	0	0	0	0
"ENSG00000259602.1"	0	0	0	0	1	0	0
"ENSG00000259603.1"	0	1	0	3	1	1	2
"ENSG00000259604.5"	12	6	35	30	25	22	5
"ENSG00000259605.3"	4473	1691	2722	1394	1867	2370	762
"ENSG00000259607.1"	267	94	275	184	171	148	101
"ENSG00000259608.1"	0	0	0	0	0	0	0
"ENSG00000259609.1"	14	1	0	1	0	3	0
"ENSG00000259610.1"	2	1	0	0	2	1	2
"ENSG00000259611.1"	0	0	0	0	0	0	0
"ENSG00000259612.1"	27	22	113	32	38	24	31
"ENSG00000259614.2"	9	15	6	8	14	11	5
"ENSG00000259615.1"	1	0	0	0	0	0	0
"ENSG00000259616.2"	0	0	6	7	0	0	3
"ENSG00000259617.1"	2	0	0	0	2	5	1
"ENSG00000259618.1"	47	32	38	41	27	27	32
"ENSG00000259619.2"	0	0	0	0	0	0	0
"ENSG00000259620.1"	0	0	0	0	0	0	0
"ENSG00000259621.1"	1	0	1	0	0	1	0
"ENSG00000259622.1"	0	0	0	1	0	0	0
"ENSG00000259623.1"	415	429	909	349	470	364	222
"ENSG00000259624.1"	0	0	0	0	0	0	0
"ENSG00000259626.2"	0	0	0	0	0	0	0
"ENSG00000259627.1"	1232	8392	13577	2778	7587	2362	4019
"ENSG00000259628.1"	128	20	16	16	27	44	12
"ENSG00000259630.2"	6	9	11	6	2	9	1
"ENSG00000259631.1"	0	0	0	0	0	0	0
"ENSG00000259632.2"	0	2	1	2	1	0	0
"ENSG00000259633.1"	0	0	0	0	0	0	0
"ENSG00000259635.1"	15	16	13	17	16	6	3
"ENSG00000259636.1"	0	0	0	0	0	0	0
"ENSG00000259637.1"	0	0	0	0	0	1	0
"ENSG00000259639.5"	1	0	0	0	0	0	1
"ENSG00000259641.5"	18	1	1	1	2	12	0
"ENSG00000259642.2"	145	146	204	161	158	152	109
"ENSG00000259644.1"	13	6	3	9	15	6	3
"ENSG00000259645.1"	0	7	14	2	24	0	1
"ENSG00000259646.1"	0	0	0	0	0	0	0
"ENSG00000259647.1"	1	0	0	0	0	1	0
"ENSG00000259648.1"	11	5	10	12	1	2	1
"ENSG00000259649.4"	15	31	24	13	17	15	10
"ENSG00000259650.1"	0	0	0	0	0	0	0
"ENSG00000259651.2"	0	0	2	0	0	0	0
"ENSG00000259652.1"	13	13	12	7	7	16	12
"ENSG00000259654.1"	0	2	1	1	3	1	0
"ENSG00000259655.1"	5	7	12	14	14	14	3
"ENSG00000259656.1"	4	4	4	4	2	5	1
"ENSG00000259657.1"	23	18	16	28	21	16	15
"ENSG00000259658.4"	33	82	129	107	109	63	39
"ENSG00000259659.1"	14	5	2	9	8	10	4
"ENSG00000259660.2"	79	126	350	179	208	155	80
"ENSG00000259661.1"	581	421	830	702	730	499	454
"ENSG00000259663.2"	0	0	1	2	3	1	10
"ENSG00000259664.2"	1	0	1	0	2	0	1
"ENSG00000259665.1"	4	4	6	5	2	5	2
"ENSG00000259666.2"	5	4	2	0	3	0	0
"ENSG00000259668.5"	169	80	94	81	78	112	106
"ENSG00000259669.5"	0	0	0	0	0	0	0
"ENSG00000259670.1"	3	2	4	4	3	6	2
"ENSG00000259671.1"	3	0	1	3	1	0	1
"ENSG00000259672.1"	1	0	0	1	2	0	0
"ENSG00000259673.5"	378	205	388	269	261	278	200
"ENSG00000259674.1"	8	3	2	1	3	2	2
"ENSG00000259675.1"	0	0	13	3	0	0	3
"ENSG00000259676.1"	0	0	2	0	0	0	0
"ENSG00000259677.1"	7	2	0	3	5	4	2
"ENSG00000259678.1"	145	90	105	76	62	107	113
"ENSG00000259680.5"	0	4	7	0	0	2	0
"ENSG00000259681.1"	0	0	0	0	0	0	0
"ENSG00000259682.1"	0	0	0	0	0	0	0
"ENSG00000259683.1"	33	80	129	108	166	92	48
"ENSG00000259684.1"	59	69	99	64	79	66	47
"ENSG00000259685.2"	0	1	0	0	0	0	1
"ENSG00000259686.1"	0	0	0	0	0	0	0
"ENSG00000259687.1"	5	2	6	19	4	6	8
"ENSG00000259688.1"	1	0	1	0	0	0	1
"ENSG00000259690.1"	2	0	0	1	0	5	1
"ENSG00000259691.2"	0	0	0	0	0	0	0
"ENSG00000259692.5"	2	0	1	0	0	1	2
"ENSG00000259694.1"	0	2	4	4	4	2	3
"ENSG00000259695.2"	0	0	1	0	0	0	0
"ENSG00000259696.2"	0	1	0	0	0	1	0
"ENSG00000259697.1"	1	1	0	0	0	2	0
"ENSG00000259698.1"	0	0	0	0	0	0	0
"ENSG00000259699.2"	8	12	17	13	11	9	10
"ENSG00000259700.3"	2	1	3	1	0	3	1
"ENSG00000259701.1"	0	0	0	0	0	0	0
"ENSG00000259702.1"	0	0	0	2	0	0	0
"ENSG00000259703.5"	3	0	0	5	1	1	0
"ENSG00000259704.1"	41	9	1	1	2	16	6
"ENSG00000259705.1"	3	15	9	18	6	9	10
"ENSG00000259706.1"	217	345	473	203	211	405	415
"ENSG00000259707.1"	2	2	7	1	2	2	0
"ENSG00000259708.1"	0	0	0	0	0	0	0
"ENSG00000259709.1"	69	46	76	64	53	50	25
"ENSG00000259710.1"	2	2	0	2	1	5	0
"ENSG00000259711.1"	0	0	0	1	1	0	0
"ENSG00000259712.1"	13	1	9	8	11	4	2
"ENSG00000259713.1"	0	1	0	0	0	0	0
"ENSG00000259715.1"	149	19	27	29	88	36	14
"ENSG00000259717.1"	5	0	1	1	1	2	0
"ENSG00000259719.5"	2	1	8	1	2	2	2
"ENSG00000259720.1"	0	0	0	0	0	0	0
"ENSG00000259721.1"	5	1	7	0	3	32	1
"ENSG00000259722.2"	0	0	0	1	0	0	0
"ENSG00000259723.1"	0	0	0	0	1	0	0
"ENSG00000259724.1"	3	1	2	0	13	1	1
"ENSG00000259725.1"	0	0	0	0	0	0	0
"ENSG00000259726.1"	130	112	106	77	167	115	76
"ENSG00000259727.1"	1	4	0	1	0	0	1
"ENSG00000259728.5"	27	24	151	65	76	37	33
"ENSG00000259730.1"	0	0	0	0	0	0	0
"ENSG00000259731.2"	0	0	0	0	0	0	0
"ENSG00000259732.1"	14	8	34	14	8	3	9
"ENSG00000259734.1"	0	0	0	0	0	0	0
"ENSG00000259735.1"	3	2	0	1	3	1	1
"ENSG00000259736.1"	33	50	94	58	69	31	29
"ENSG00000259737.6"	3	0	4	1	0	0	0
"ENSG00000259738.1"	28	8	11	2	5	17	3
"ENSG00000259740.1"	0	0	0	0	0	0	0
"ENSG00000259742.1"	0	0	0	0	0	3	0
"ENSG00000259743.2"	0	0	0	0	0	0	0
"ENSG00000259744.1"	1	34	48	103	36	5	27
"ENSG00000259746.1"	66	128	97	65	55	113	110
"ENSG00000259747.1"	0	2	0	0	0	0	0
"ENSG00000259749.1"	1	0	0	1	0	1	0
"ENSG00000259750.1"	1	2	5	1	2	1	1
"ENSG00000259751.1"	3	10	8	12	7	4	6
"ENSG00000259752.2"	5	2	6	4	5	2	3
"ENSG00000259753.1"	206	629	500	345	798	299	428
"ENSG00000259754.1"	0	0	0	0	0	0	0
"ENSG00000259755.1"	69	53	91	47	50	67	63
"ENSG00000259756.1"	0	0	7	0	0	0	0
"ENSG00000259757.1"	0	0	0	0	0	0	0
"ENSG00000259759.1"	0	0	0	0	0	0	0
"ENSG00000259760.1"	0	1	1	1	2	0	0
"ENSG00000259761.1"	0	0	0	0	0	0	0
"ENSG00000259762.1"	11	7	6	2	7	19	4
"ENSG00000259763.1"	1	3	12	3	3	3	4
"ENSG00000259764.1"	0	0	0	0	0	0	0
"ENSG00000259767.1"	11	9	6	3	11	12	2
"ENSG00000259768.5"	443	152	359	144	112	311	131
"ENSG00000259769.1"	0	0	0	0	0	0	0
"ENSG00000259770.2"	0	0	0	0	0	0	1
"ENSG00000259771.1"	0	1	0	1	0	1	1
"ENSG00000259772.6"	14	21	34	16	9	32	7
"ENSG00000259773.1"	20	22	30	24	25	23	32
"ENSG00000259774.1"	8	5	9	5	9	11	2
"ENSG00000259775.1"	34	20	40	14	13	19	7
"ENSG00000259776.1"	1	0	1	1	0	0	0
"ENSG00000259779.1"	0	0	0	0	0	0	0
"ENSG00000259780.3"	88	18	18	20	23	52	15
"ENSG00000259781.1"	1266	2110	2777	1778	1755	1489	1391
"ENSG00000259782.2"	2	3	5	1	5	10	3
"ENSG00000259783.5"	2	3	1	1	1	2	0
"ENSG00000259784.1"	764	567	776	627	559	503	573
"ENSG00000259786.6"	0	1	0	0	1	0	0
"ENSG00000259788.1"	0	0	1	1	0	0	0
"ENSG00000259789.1"	0	0	0	0	0	0	0
"ENSG00000259790.1"	64	128	290	181	150	94	102
"ENSG00000259791.1"	0	0	0	0	0	0	0
"ENSG00000259792.1"	181	165	539	235	306	242	139
"ENSG00000259793.1"	3	0	0	3	0	1	1
"ENSG00000259797.1"	8	3	3	1	3	7	0
"ENSG00000259798.1"	5	0	0	0	0	1	0
"ENSG00000259799.1"	33	20	37	32	152	11	13
"ENSG00000259800.1"	0	0	0	0	0	0	0
"ENSG00000259802.1"	39	22	18	6	7	14	9
"ENSG00000259803.6"	3	45	65	86	137	50	61
"ENSG00000259804.1"	6	7	6	1	16	9	3
"ENSG00000259805.1"	0	1	1	0	1	1	0
"ENSG00000259807.1"	11	90	14	18	22	33	25
"ENSG00000259810.2"	8	4	3	1	2	9	2
"ENSG00000259813.1"	62	55	93	78	73	67	74
"ENSG00000259814.1"	3	0	0	1	0	1	1
"ENSG00000259815.1"	0	0	0	0	0	0	0
"ENSG00000259817.2"	0	0	1	0	0	0	0
"ENSG00000259818.1"	4	1	3	1	4	1	1
"ENSG00000259819.1"	0	0	0	0	0	0	0
"ENSG00000259820.1"	698	567	389	715	668	643	226
"ENSG00000259821.1"	1	0	0	0	0	0	0
"ENSG00000259822.2"	0	0	0	0	0	0	0
"ENSG00000259823.5"	3	2	0	1	1	34	2
"ENSG00000259826.1"	79	44	77	65	39	56	20
"ENSG00000259827.1"	55	2187	2169	3282	947	1208	3922
"ENSG00000259828.1"	0	0	3	1	1	1	4
"ENSG00000259831.1"	0	0	0	1	1	0	1
"ENSG00000259832.1"	0	0	0	0	0	0	0
"ENSG00000259833.5"	1	1	1	0	0	1	0
"ENSG00000259834.1"	47	68	34	73	46	36	23
"ENSG00000259836.1"	0	0	0	0	0	0	0
"ENSG00000259837.1"	0	0	0	0	0	0	0
"ENSG00000259838.1"	48	93	114	35	27	21	34
"ENSG00000259839.1"	0	0	0	0	0	0	0
"ENSG00000259840.1"	58	10	3	5	3	12	1
"ENSG00000259841.6"	0	0	0	0	0	0	0
"ENSG00000259842.2"	0	0	0	2	0	0	0
"ENSG00000259843.2"	15	11	5	6	12	8	13
"ENSG00000259844.2"	0	0	0	0	0	0	0
"ENSG00000259845.1"	42	46	74	43	70	26	32
"ENSG00000259846.1"	0	0	0	0	0	0	0
"ENSG00000259847.1"	0	1	0	11	0	0	0
"ENSG00000259848.8"	764	45	5	15	23	502	17
"ENSG00000259849.1"	0	0	0	0	0	0	0
"ENSG00000259852.2"	0	2	1	0	0	0	0
"ENSG00000259854.1"	0	0	0	0	0	1	0
"ENSG00000259855.1"	3	0	0	0	0	1	0
"ENSG00000259856.1"	84	120	190	131	134	106	118
"ENSG00000259859.1"	0	0	0	0	0	0	0
"ENSG00000259861.1"	0	0	0	0	0	0	0
"ENSG00000259862.1"	3	1	0	3	1	9	1
"ENSG00000259863.1"	6	38	73	27	15	19	31
"ENSG00000259864.1"	0	0	0	0	0	0	0
"ENSG00000259865.1"	295	219	377	315	219	310	224
"ENSG00000259866.1"	0	2	1	1	0	1	0
"ENSG00000259867.5"	9	1	2	0	1	1	0
"ENSG00000259868.2"	3	2	4	1	4	1	1
"ENSG00000259869.1"	23	3	22	14	11	10	9
"ENSG00000259870.1"	0	0	0	0	0	0	0
"ENSG00000259871.1"	74	4	0	0	2	46	0
"ENSG00000259873.1"	0	0	2	0	0	0	1
"ENSG00000259874.1"	0	0	0	0	0	0	0
"ENSG00000259876.1"	3	1	2	0	1	0	0
"ENSG00000259877.2"	493	209	365	156	203	254	62
"ENSG00000259878.1"	0	0	0	0	0	0	0
"ENSG00000259881.1"	26	49	47	67	53	30	31
"ENSG00000259882.2"	2	0	0	0	0	1	0
"ENSG00000259883.1"	3	3	0	4	1	2	5
"ENSG00000259884.1"	246	4762	18291	42371	18480	482	15732
"ENSG00000259887.1"	4	3	8	5	3	3	0
"ENSG00000259889.1"	0	0	0	0	0	0	0
"ENSG00000259890.1"	8	2	9	5	3	3	0
"ENSG00000259891.1"	254	272	278	206	279	320	105
"ENSG00000259892.1"	0	0	0	1	1	0	0
"ENSG00000259895.1"	1	3	1	1	3	8	4
"ENSG00000259897.2"	0	0	0	1	0	0	0
"ENSG00000259898.1"	214	47	3	13	19	125	19
"ENSG00000259899.1"	3	0	0	1	0	2	3
"ENSG00000259900.5"	595	73	107	80	60	91	65
"ENSG00000259904.1"	45	6	24	3	4	18	9
"ENSG00000259905.5"	482	16	0	15	8	56	11
"ENSG00000259906.1"	1	0	0	0	0	0	0
"ENSG00000259907.1"	1	0	0	0	0	2	0
"ENSG00000259909.1"	1	0	1	1	1	1	0
"ENSG00000259910.1"	35	7	10	4	7	13	2
"ENSG00000259912.1"	0	0	0	0	0	0	0
"ENSG00000259914.1"	0	0	0	0	0	0	0
"ENSG00000259915.2"	31	8	5	13	2	11	2
"ENSG00000259916.1"	4	1	2	13	3	4	2
"ENSG00000259917.1"	649	708	1293	593	630	635	591
"ENSG00000259918.1"	43	62	83	46	32	35	37
"ENSG00000259920.1"	5	6	7	11	1	5	4
"ENSG00000259921.1"	17	21	26	27	23	26	9
"ENSG00000259922.1"	0	0	1	4	0	0	1
"ENSG00000259923.1"	0	5	4	13	7	1	9
"ENSG00000259924.1"	16	18	27	24	14	16	16
"ENSG00000259925.1"	118	12	0	2	6	259	2
"ENSG00000259926.1"	0	1	1	0	1	3	1
"ENSG00000259928.1"	8	1	5	2	0	5	0
"ENSG00000259929.5"	0	1	2	3	0	0	0
"ENSG00000259931.2"	0	2	0	0	1	1	1
"ENSG00000259932.1"	4	7	12	4	6	11	4
"ENSG00000259933.6"	287	308	361	227	359	315	136
"ENSG00000259934.1"	0	0	0	0	0	0	0
"ENSG00000259935.1"	4	6	16	7	9	13	4
"ENSG00000259937.2"	16	1	1	0	0	8	1
"ENSG00000259939.1"	359	186	503	338	262	216	137
"ENSG00000259940.2"	43	24	40	31	33	44	15
"ENSG00000259941.1"	233	25	11	20	15	112	13
"ENSG00000259943.1"	472	337	478	183	173	235	100
"ENSG00000259944.1"	0	0	0	0	0	0	0
"ENSG00000259945.1"	186	342	559	358	405	186	349
"ENSG00000259946.1"	0	0	1	1	0	0	0
"ENSG00000259947.1"	0	0	0	0	0	0	0
"ENSG00000259948.2"	685	1090	1866	798	895	569	591
"ENSG00000259950.1"	0	0	1	1	1	0	0
"ENSG00000259952.1"	616	620	679	395	617	572	358
"ENSG00000259953.1"	55	91	166	79	78	110	70
"ENSG00000259954.1"	31	19	25	13	33	25	12
"ENSG00000259955.1"	8	23	31	27	20	21	12
"ENSG00000259956.1"	1517	2942	4164	2031	2383	1593	1752
"ENSG00000259957.2"	0	1	1	1	0	0	1
"ENSG00000259959.1"	293	179	371	148	216	236	125
"ENSG00000259961.1"	0	0	0	3	2	0	0
"ENSG00000259962.1"	0	0	0	0	0	0	0
"ENSG00000259963.1"	0	0	0	0	0	0	0
"ENSG00000259964.6"	2	4	2	0	1	1	1
"ENSG00000259966.5"	0	0	0	0	0	0	0
"ENSG00000259967.1"	0	0	0	0	0	4	1
"ENSG00000259968.3"	0	0	0	0	0	0	0
"ENSG00000259969.1"	174	74	189	101	77	87	33
"ENSG00000259970.1"	277	47	43	49	48	146	122
"ENSG00000259971.1"	0	0	0	0	0	0	0
"ENSG00000259972.2"	1428	1484	2099	998	1261	1372	1035
"ENSG00000259974.2"	58	14	2	5	1	6	1
"ENSG00000259976.2"	2521	2518	5695	3404	2521	2332	1533
"ENSG00000259977.1"	0	1	0	0	0	0	0
"ENSG00000259978.1"	0	0	0	0	0	0	1
"ENSG00000259979.1"	0	0	0	0	0	0	0
"ENSG00000259981.1"	0	0	0	0	0	0	0
"ENSG00000259982.1"	13	4	5	1	2	8	2
"ENSG00000259983.1"	0	0	0	0	0	0	0
"ENSG00000259984.1"	69	15	76	46	64	71	13
"ENSG00000259985.1"	9	11	11	4	5	7	8
"ENSG00000259986.1"	0	0	1	0	1	2	0
"ENSG00000259987.1"	0	0	0	0	0	0	0
"ENSG00000259989.1"	0	0	0	0	0	1	0
"ENSG00000259990.2"	0	1	0	0	0	0	0
"ENSG00000259992.1"	1027	115	165	82	80	460	72
"ENSG00000259993.1"	0	0	1	1	0	1	0
"ENSG00000259994.1"	103	84	97	59	110	142	49
"ENSG00000259995.1"	0	0	1	0	0	0	0
"ENSG00000259996.1"	0	1	0	0	0	0	0
"ENSG00000259997.2"	0	1	0	2	0	0	0
"ENSG00000259998.1"	0	0	0	0	0	0	0
"ENSG00000259999.1"	0	0	0	0	1	0	0
"ENSG00000260000.2"	67	33	44	30	17	42	8
"ENSG00000260001.6"	156	56	30	27	56	155	14
"ENSG00000260003.1"	0	0	0	0	0	0	0
"ENSG00000260004.1"	0	0	0	0	0	0	0
"ENSG00000260005.6"	842	663	1197	683	895	895	547
"ENSG00000260007.2"	1590	1036	1750	1193	1047	1291	648
"ENSG00000260008.1"	30	4	3	4	10	31	3
"ENSG00000260009.1"	1	0	0	0	0	0	0
"ENSG00000260010.1"	0	0	0	0	1	1	1
"ENSG00000260011.2"	50	16	19	7	16	41	9
"ENSG00000260012.1"	12	1	6	5	4	3	1
"ENSG00000260014.1"	2	0	0	0	0	0	0
"ENSG00000260015.1"	13	3	0	1	0	4	3
"ENSG00000260017.1"	102	64	111	54	58	78	49
"ENSG00000260018.1"	35	23	17	16	8	23	10
"ENSG00000260019.1"	0	0	0	0	0	0	0
"ENSG00000260021.1"	0	0	0	0	0	1	0
"ENSG00000260022.1"	8	9	13	6	4	15	8
"ENSG00000260024.1"	0	0	0	0	0	0	0
"ENSG00000260025.1"	14	19	79	18	25	22	18
"ENSG00000260026.1"	1	0	0	0	0	0	0
"ENSG00000260027.4"	246	221	309	196	136	169	167
"ENSG00000260029.2"	0	1	3	0	2	0	0
"ENSG00000260030.1"	1	0	0	0	0	1	0
"ENSG00000260031.1"	1	1	5	3	0	0	1
"ENSG00000260032.1"	7308	9109	16592	9986	9286	7251	6670
"ENSG00000260033.1"	0	0	0	0	0	0	0
"ENSG00000260034.1"	13	18	8	14	8	9	4
"ENSG00000260035.1"	0	4	2	1	1	1	0
"ENSG00000260036.1"	5	13	12	7	9	8	9
"ENSG00000260037.5"	135	185	312	183	178	128	122
"ENSG00000260038.1"	18	7	6	3	5	16	3
"ENSG00000260041.5"	5	0	0	0	0	0	0
"ENSG00000260042.1"	0	0	0	0	0	0	0
"ENSG00000260046.1"	0	0	1	0	1	0	0
"ENSG00000260047.2"	1	4	4	2	2	1	3
"ENSG00000260048.2"	0	4	2	10	0	0	0
"ENSG00000260051.1"	114	52	87	29	86	97	58
"ENSG00000260052.1"	0	0	0	0	1	2	0
"ENSG00000260053.2"	2	1	9	0	4	4	2
"ENSG00000260057.5"	165	4	0	0	1	66	1
"ENSG00000260058.1"	0	0	0	0	0	0	0
"ENSG00000260059.1"	2	2	6	14	2	0	3
"ENSG00000260060.1"	19	19	30	30	19	12	12
"ENSG00000260062.3"	1	0	0	0	0	0	0
"ENSG00000260063.1"	55	63	31	18	8	24	27
"ENSG00000260064.1"	0	1	1	1	0	0	0
"ENSG00000260066.1"	2	0	0	0	0	2	0
"ENSG00000260067.1"	0	0	0	0	0	0	0
"ENSG00000260068.1"	0	0	0	0	0	0	0
"ENSG00000260070.1"	1	1	4	3	2	1	2
"ENSG00000260071.1"	1	0	0	0	0	2	0
"ENSG00000260072.1"	0	0	0	1	1	0	0
"ENSG00000260073.2"	0	0	0	0	0	0	0
"ENSG00000260075.1"	55	77	148	84	50	95	115
"ENSG00000260077.1"	513	410	340	407	476	265	140
"ENSG00000260078.3"	0	1	5	20	1	1	15
"ENSG00000260081.1"	31	44	44	19	30	9	11
"ENSG00000260082.1"	34	10	26	24	26	15	2
"ENSG00000260083.1"	200	264	352	209	201	170	130
"ENSG00000260084.1"	6	0	1	0	1	1	0
"ENSG00000260086.2"	7	0	8	2	0	3	4
"ENSG00000260087.1"	1	2	0	1	1	1	0
"ENSG00000260088.1"	41	2	26	21	3	18	2
"ENSG00000260089.2"	0	2	0	0	0	1	0
"ENSG00000260090.1"	0	0	0	0	0	0	0
"ENSG00000260091.1"	263	66	84	79	76	133	39
"ENSG00000260092.1"	780	76	68	55	58	395	33
"ENSG00000260093.1"	26	6	0	1	2	11	0
"ENSG00000260094.1"	0	0	0	0	0	0	0
"ENSG00000260095.1"	75	9	8	13	7	20	0
"ENSG00000260096.1"	0	1	6	1	3	1	0
"ENSG00000260097.2"	63	34	74	48	28	38	54
"ENSG00000260100.1"	3	0	7	2	0	4	0
"ENSG00000260101.1"	1	5	7	5	2	2	10
"ENSG00000260102.1"	0	0	0	0	0	0	0
"ENSG00000260103.2"	41	19	57	27	23	44	15
"ENSG00000260104.1"	2	3	6	0	2	1	1
"ENSG00000260105.6"	84	392	743	219	180	121	243
"ENSG00000260107.1"	211	376	460	275	332	314	313
"ENSG00000260108.1"	187	178	230	194	156	175	115
"ENSG00000260109.1"	1	0	3	0	1	0	1
"ENSG00000260111.1"	60	112	132	96	65	62	87
"ENSG00000260112.1"	3	10	29	9	4	4	12
"ENSG00000260113.3"	0	0	1	0	0	0	1
"ENSG00000260114.2"	207	84	54	65	103	200	50
"ENSG00000260115.1"	0	0	0	0	0	0	0
"ENSG00000260118.1"	14	29	60	36	22	6	22
"ENSG00000260120.1"	4	0	2	1	2	4	0
"ENSG00000260121.1"	479	1364	1555	817	1179	766	903
"ENSG00000260122.1"	12	5	10	9	1	4	7
"ENSG00000260123.1"	2	17	18	8	8	8	44
"ENSG00000260125.1"	0	0	0	0	0	0	0
"ENSG00000260126.1"	0	0	0	0	0	0	0
"ENSG00000260128.6"	30	12	25	23	17	20	11
"ENSG00000260131.1"	0	0	0	0	0	0	0
"ENSG00000260132.1"	0	0	0	2	1	0	0
"ENSG00000260133.1"	0	0	0	1	0	0	0
"ENSG00000260134.1"	0	0	0	0	0	0	0
"ENSG00000260135.6"	5	12	7	3	0	1	9
"ENSG00000260136.5"	196	70	93	50	52	94	72
"ENSG00000260137.1"	1	0	0	0	0	2	0
"ENSG00000260139.6"	16	67	142	51	100	49	69
"ENSG00000260141.1"	0	2	1	1	1	1	0
"ENSG00000260142.1"	0	0	0	0	0	0	0
"ENSG00000260144.1"	5	9	5	1	5	4	1
"ENSG00000260145.1"	0	0	1	0	1	2	4
"ENSG00000260146.1"	0	1	0	0	0	0	0
"ENSG00000260147.1"	0	0	0	0	0	0	0
"ENSG00000260148.1"	2	1	0	0	0	0	0
"ENSG00000260151.1"	0	0	1	3	0	1	0
"ENSG00000260152.2"	1	0	0	0	0	0	1
"ENSG00000260153.1"	0	0	0	0	0	0	0
"ENSG00000260156.1"	38	2	0	1	0	61	0
"ENSG00000260157.3"	0	0	0	0	0	0	0
"ENSG00000260158.1"	0	1	0	0	0	1	1
"ENSG00000260159.1"	1	1	1	0	0	0	1
"ENSG00000260160.1"	54	28	45	27	22	47	23
"ENSG00000260161.1"	0	0	4	1	2	0	1
"ENSG00000260162.2"	0	1	2	0	0	0	2
"ENSG00000260163.1"	4	20	17	3	2	11	4
"ENSG00000260165.1"	1	1	0	0	1	0	0
"ENSG00000260166.1"	0	0	0	1	0	0	3
"ENSG00000260167.1"	1	3	2	1	2	3	1
"ENSG00000260170.1"	469	381	906	542	378	400	538
"ENSG00000260171.1"	1	0	2	2	0	3	0
"ENSG00000260172.1"	3	0	0	0	0	0	0
"ENSG00000260173.1"	7	1	5	5	2	4	2
"ENSG00000260174.1"	4	1	4	3	2	3	2
"ENSG00000260176.1"	66	34	72	31	39	49	27
"ENSG00000260177.1"	1	0	0	0	0	1	0
"ENSG00000260179.1"	20	11	21	23	30	10	10
"ENSG00000260182.1"	4	19	109	9	16	3	2
"ENSG00000260183.1"	241	4	2	2	6	57	3
"ENSG00000260184.1"	0	0	0	2	0	0	0
"ENSG00000260185.1"	11	9	14	10	16	10	5
"ENSG00000260186.5"	41	2	1	1	2	1	2
"ENSG00000260187.1"	0	1	0	1	0	0	0
"ENSG00000260188.1"	0	0	1	3	0	0	3
"ENSG00000260190.1"	2	6	8	3	4	1	5
"ENSG00000260192.1"	0	0	0	0	0	0	0
"ENSG00000260193.1"	81	46	15	18	17	40	19
"ENSG00000260194.1"	0	0	0	0	1	6	0
"ENSG00000260196.1"	511	81	99	88	75	145	215
"ENSG00000260197.1"	1	0	1	0	0	0	0
"ENSG00000260198.1"	0	2	1	0	0	2	0
"ENSG00000260201.2"	0	1	3	0	1	0	0
"ENSG00000260202.2"	0	0	0	0	0	0	0
"ENSG00000260205.1"	0	0	0	2	0	0	0
"ENSG00000260206.1"	118	99	216	94	78	106	80
"ENSG00000260207.1"	0	0	0	0	0	0	0
"ENSG00000260209.1"	9	1	7	4	2	4	2
"ENSG00000260211.2"	0	0	0	2	0	3	1
"ENSG00000260212.1"	0	0	0	0	1	0	0
"ENSG00000260213.5"	8	3	4	6	2	7	10
"ENSG00000260217.1"	0	0	0	0	0	0	0
"ENSG00000260218.1"	0	0	0	0	0	0	0
"ENSG00000260219.2"	108	46	42	24	16	45	19
"ENSG00000260220.5"	3963	152	0	54	148	1014	73
"ENSG00000260223.1"	0	0	0	0	0	0	0
"ENSG00000260224.1"	0	0	0	0	0	0	0
"ENSG00000260228.5"	7	1	5	3	5	20	5
"ENSG00000260229.1"	1	2	2	3	1	4	1
"ENSG00000260230.2"	107	203	214	662	482	276	45
