"SRR1088832"	"SRR1096057"	"SRR1075223"	"SRR1077239"	"SRR1097035"	"SRR1097574"	"SRR1343393"	"SRR1089562"	"SRR1096876"	"SRR1089833"	"SRR1098612"
"ENSG00000014138.8"	613	530	292	598	883	532	526	485	516	721	647
"ENSG00000014164.6"	1154	908	666	1017	852	836	836	892	987	863	722
"ENSG00000014216.15"	5950	4436	9128	7501	4557	13445	4429	5469	4423	4350	6893
"ENSG00000014257.15"	15	7	1066	99	9	977	30	20	7	13	48
"ENSG00000014641.17"	2525	2544	1715	1987	1968	2044	2409	2525	2471	1673	1764
"ENSG00000014824.13"	2220	1821	1172	1248	1599	1386	1680	1776	1556	1572	1571
"ENSG00000014914.19"	2352	1594	524	1899	2836	827	1755	1741	1368	2523	1717
"ENSG00000014919.12"	1091	1147	628	866	1366	1102	925	1040	993	1139	951
"ENSG00000015133.18"	473	326	1497	1083	237	1613	386	452	368	180	1491
"ENSG00000015153.14"	1092	1067	464	514	817	297	972	658	1173	883	547
"ENSG00000015171.18"	5778	4936	1745	3229	3934	1299	3537	4459	3614	4049	3120
"ENSG00000015285.10"	181	191	111	298	85	64	206	105	146	58	125
"ENSG00000015413.9"	64	13	95	79	11	26	27	109	15	10	1681
"ENSG00000015475.18"	342	463	271	345	276	262	297	315	449	249	262
"ENSG00000015479.17"	11044	10982	4317	7514	9099	5451	8689	9354	9566	8933	6760
"ENSG00000015520.14"	91	39	13	49	89	4	27	54	56	70	47
"ENSG00000015532.9"	1260	1288	807	1109	1143	955	1386	1351	1332	1072	1156
"ENSG00000015568.12"	1064	1229	493	1306	1715	353	686	834	1039	1783	1358
"ENSG00000015592.16"	33	17	1	8	15	1	8	18	7	22	17
"ENSG00000015676.17"	3986	3715	2051	2644	3382	2043	2981	3194	3505	2925	2602
"ENSG00000016082.14"	663	212	496	31	231	203	31	494	519	555	7
"ENSG00000016391.10"	679	375	229	1830	482	110	825	602	314	433	1255
"ENSG00000016402.13"	172	166	1169	2360	396	506	129	186	114	342	853
"ENSG00000016490.15"	8	4	3	1	13	13	9	2	3	7	6
"ENSG00000016602.9"	34	18	5209	18	21	17627	18	20	23	33	97
"ENSG00000016864.17"	1852	1674	829	1683	1773	756	1892	1513	1477	1673	1597
"ENSG00000017260.19"	2729	2822	1680	2255	1938	1691	2181	2538	2472	1973	1897
"ENSG00000017427.15"	1795	3436	1256	824	2769	210	9187	1337	3324	2906	767
"ENSG00000017483.14"	101	320	204	516	90	833	239	191	426	48	196
"ENSG00000017797.11"	2741	2512	2477	1712	2047	3593	1734	2162	1827	2072	1656
"ENSG00000018189.12"	2875	2373	1410	2378	3963	1678	2500	3470	2092	4014	1964
"ENSG00000018236.14"	2005	341	289	376	1086	184	580	1738	516	1404	426
"ENSG00000018280.16"	435	420	254	2254	645	92	225	455	368	382	464
"ENSG00000018408.14"	6460	5272	1745	3836	3819	2925	4007	5602	3987	3646	3389
"ENSG00000018510.13"	1613	1522	529	720	449	836	1351	1356	1187	407	796
"ENSG00000018607.6"	0	2	0	1	0	0	0	0	0	2	0
"ENSG00000018610.13"	700	545	366	439	543	331	546	667	456	411	485
"ENSG00000018625.14"	3174	1328	225	1021	1349	54	1869	1671	302	640	927
"ENSG00000018699.11"	745	667	408	403	530	354	549	593	742	562	385
"ENSG00000018869.16"	161	153	55	119	105	41	130	139	125	145	137
"ENSG00000019102.11"	92	85	92	608	87	52	65	86	84	81	593
"ENSG00000019144.17"	20181	11216	3277	9595	12059	1559	15718	13206	11855	13765	9151
"ENSG00000019169.10"	4	108	3	6	2	56	26	7	83	9	3
"ENSG00000019186.9"	10	4	59	228	11	177	49	802	3	13	784
"ENSG00000019485.12"	2187	1482	575	1026	1357	453	994	1246	1252	1122	871
"ENSG00000019505.7"	2	1	0	0	1	1	1	2	0	2	3
"ENSG00000019549.8"	5089	2435	1803	1094	747	657	1449	1872	2863	1353	2493
"ENSG00000019582.14"	11766	28753	5679	35393	6098	6771	26099	29406	30968	5085	31606
"ENSG00000019991.15"	334	981	209	282	291	69	669	358	895	317	132
"ENSG00000019995.6"	3782	2462	1902	2520	3715	2823	2313	3284	1920	3796	2221
"ENSG00000020129.15"	1711	1684	809	1665	1690	973	2510	1876	2132	1392	2089
"ENSG00000020181.17"	11231	6881	3680	9417	7348	1077	12910	9714	6378	6952	6941
"ENSG00000020219.9"	3	4	1	2	1	0	3	2	3	1	5
"ENSG00000020256.19"	550	471	343	477	267	324	519	473	409	234	362
"ENSG00000020426.10"	366	483	179	311	382	242	306	308	377	386	323
"ENSG00000020577.13"	3605	1702	686	1971	2991	148	1125	1568	1173	3438	1534
"ENSG00000020633.18"	228	186	131	1071	104	81	62	66	142	37	1282
"ENSG00000020922.12"	1547	1433	651	894	1036	683	1112	1033	1230	1025	1274
"ENSG00000021300.13"	246	78	33	395	157	30	275	230	58	100	576
"ENSG00000021355.12"	1071	1242	5777	1655	631	17000	734	714	897	575	1784
"ENSG00000021461.16"	6	2	1	2	2	2	3	4	3	1	3
"ENSG00000021488.12"	43	24	13	74	43	10	24	21	31	60	44
"ENSG00000021574.11"	854	698	370	499	379	581	574	770	607	430	527
"ENSG00000021645.18"	528	264	48	321	170	16	1053	232	229	121	147
"ENSG00000021762.19"	5420	3666	1954	5478	4030	987	3830	5033	3723	4394	4764
"ENSG00000021776.10"	2018	1884	1238	1151	1152	2342	1421	1795	1850	1039	1346
"ENSG00000021826.14"	148	280	21	53	90	79	102	112	184	73	55
"ENSG00000021852.12"	5	9	1	4	0	1	0	2	4	2	7
"ENSG00000022267.16"	48614	17436	3237	6320	31811	905	16946	31946	10184	22758	5785
"ENSG00000022277.12"	3685	3185	1736	1965	2795	1691	2789	3009	2824	2542	1998
"ENSG00000022355.16"	1	0	0	0	1	0	0	1	1	1	1
"ENSG00000022556.15"	8	18	680	821	9	6	6	15	20	12	425
"ENSG00000022567.9"	702	966	138	948	525	172	483	633	550	442	970
"ENSG00000022840.15"	5899	5956	3531	4011	5736	5655	5638	5293	5081	5423	3411
"ENSG00000022976.15"	720	553	499	591	455	384	573	639	522	498	666
"ENSG00000023041.11"	1305	1143	802	1277	1362	929	981	1098	1069	1325	1258
"ENSG00000023171.15"	69	66	25	87	43	29	102	43	27	44	97
"ENSG00000023191.16"	7963	8109	7218	5149	7095	8212	7368	7886	8574	6359	4763
"ENSG00000023228.13"	2837	2576	1750	1502	1565	2420	2086	2357	2257	1513	1679
"ENSG00000023287.12"	2397	2087	1182	1656	1487	1623	1572	2135	1323	1547	1683
"ENSG00000023318.7"	1861	2264	1237	1476	1476	1777	2021	1640	2179	1503	1219
"ENSG00000023330.14"	845	1138	741	706	623	1631	754	801	1057	655	727
"ENSG00000023445.13"	426	681	304	451	318	201	391	329	415	253	307
"ENSG00000023516.8"	3592	3074	1068	2497	1746	1379	2798	2817	2446	1916	2880
"ENSG00000023572.8"	114	200	85	100	188	131	90	118	166	170	64
"ENSG00000023608.4"	294	408	203	335	163	306	317	243	412	177	372
"ENSG00000023697.12"	710	590	692	489	529	679	438	718	505	648	500
"ENSG00000023734.10"	3170	3769	1694	1631	1998	1867	2889	2491	3304	1995	1557
"ENSG00000023839.10"	98	100	36	73	80	14	43	64	97	58	56
"ENSG00000023892.10"	149	225	1093	552	99	1054	207	139	216	101	340
"ENSG00000023902.13"	3075	2618	507	1368	2835	215	1761	3425	2344	1786	1014
"ENSG00000023909.9"	316	399	189	320	125	365	211	281	287	136	375
"ENSG00000024048.10"	2748	2303	1394	1738	1937	1638	1978	2063	1812	1877	1789
"ENSG00000024422.11"	18120	11762	4522	8095	8946	4005	14188	13075	10621	8510	5961
"ENSG00000024526.16"	4	5	53	2	3	278	4	5	6	4	3
"ENSG00000024862.17"	467	307	338	653	682	269	457	391	211	497	591
"ENSG00000025039.14"	266	183	814	652	745	1311	123	639	165	724	814
"ENSG00000025156.12"	911	749	343	524	953	350	672	860	665	1080	491
"ENSG00000025293.16"	2332	2362	898	1156	1568	873	1374	1656	1668	1525	1221
"ENSG00000025423.11"	1649	1799	43	639	855	47	1141	1577	1735	562	391
"ENSG00000025434.18"	1319	963	411	1666	1536	353	808	1027	1026	1363	1380
"ENSG00000025708.13"	468	1815	2057	1616	241	9416	1657	555	1305	150	1667
"ENSG00000025770.18"	1770	1653	866	1160	1967	1136	1226	1525	1607	1632	1173
"ENSG00000025772.7"	646	925	270	672	856	515	586	986	860	848	577
"ENSG00000025796.13"	4609	4461	1825	2918	3991	1670	3841	3398	4158	4107	2947
"ENSG00000025800.13"	3735	3539	1879	2202	2878	2685	2565	2751	3053	2556	2189
"ENSG00000026025.14"	109257	78756	28068	76934	110205	11783	82889	87644	56445	114540	68618
"ENSG00000026036.21"	3077	2499	1280	2774	3379	1247	2624	3323	2973	2830	2170
"ENSG00000026103.20"	872	626	777	1169	2000	521	985	1124	542	1617	969
"ENSG00000026297.15"	1118	714	898	3570	1843	998	1400	1212	947	1833	2983
"ENSG00000026508.16"	10060	5046	15511	7167	6037	15145	6654	5154	4825	6575	8597
"ENSG00000026559.13"	519	971	129	328	48	209	634	215	628	22	506
"ENSG00000026652.13"	1140	1016	212	899	917	287	1311	1907	1219	1123	751
"ENSG00000026751.16"	142	40	125	26	19	195	169	40	47	10	123
"ENSG00000026950.16"	2153	1601	651	1467	1898	755	2190	1416	1715	1559	1584
"ENSG00000027001.9"	366	403	386	492	356	567	283	345	426	311	407
"ENSG00000027075.13"	1449	1231	1274	1240	673	2453	992	1466	1095	541	1182
"ENSG00000027644.4"	73	170	4	67	148	2	434	21	257	99	41
"ENSG00000027697.13"	2351	2568	2640	3277	2166	2091	1671	1853	1899	2076	2164
"ENSG00000027847.13"	879	969	582	745	836	518	1063	946	1144	732	672
"ENSG00000027869.11"	50	279	41	75	39	51	87	35	236	19	44
"ENSG00000028116.16"	697	723	559	668	775	732	767	679	680	769	482
"ENSG00000028137.17"	2233	1908	525	2201	1331	301	2848	1689	1793	1417	1268
"ENSG00000028203.17"	1461	1408	1250	1250	1793	1916	1582	1574	1046	1608	1068
"ENSG00000028277.21"	140	113	40	149	116	67	131	116	76	81	120
"ENSG00000028310.17"	1984	1581	1305	1483	1857	875	1516	1735	1657	1681	1351
"ENSG00000028528.14"	7921	7317	3630	4457	5726	4447	5889	6909	7174	5261	4067
"ENSG00000028839.9"	612	620	271	483	545	300	1060	537	457	491	381
"ENSG00000029153.14"	60	90	1264	68	22	2205	85	18	83	19	78
"ENSG00000029363.15"	6624	5669	3025	4347	5215	2768	4447	5062	4726	5353	4448
"ENSG00000029364.11"	2040	1777	1194	1249	1136	1505	1951	1666	1652	1108	1443
"ENSG00000029534.19"	43	22	17	20	13	31	49	34	24	11	26
"ENSG00000029559.6"	2	0	0	24	0	1	0	0	0	0	2
"ENSG00000029639.10"	188	202	254	219	271	343	157	183	156	234	183
"ENSG00000029725.16"	3172	2621	995	1820	1977	1072	2207	2412	2210	2078	1890
"ENSG00000029993.14"	143	129	264	748	33	488	137	268	98	33	326
"ENSG00000030066.13"	2552	2219	944	1510	1898	1210	1663	1746	2061	1821	1525
"ENSG00000030110.12"	309	542	323	283	207	1140	353	319	421	141	284
"ENSG00000030304.13"	18	9	5	15	16	2	9	9	7	16	11
"ENSG00000030419.16"	238	223	1194	503	406	2236	101	191	119	409	538
"ENSG00000030582.16"	4122	4047	9042	5658	3810	18441	5625	7424	3616	3442	4062
"ENSG00000031003.10"	2301	1644	768	1344	1477	680	1913	1754	1110	1602	1447
"ENSG00000031081.10"	1804	1940	432	1061	794	392	1280	1679	1467	785	649
"ENSG00000031691.6"	93	173	77	108	71	141	94	161	116	103	96
"ENSG00000031698.12"	5068	4512	2706	3484	5641	3331	3854	4076	4264	4639	2862
"ENSG00000031823.14"	3185	2582	1289	1924	2070	1331	2259	2844	2515	1928	1910
"ENSG00000032219.18"	1712	1041	839	1150	1011	1020	886	1174	767	1059	1004
"ENSG00000032389.12"	384	492	463	272	251	468	433	409	573	256	313
"ENSG00000032444.15"	2513	2557	1035	2347	2365	1183	1749	2180	2484	2032	1837
"ENSG00000032742.17"	835	676	230	573	564	163	686	589	638	510	713
"ENSG00000033011.11"	826	779	438	599	396	365	817	821	874	350	678
"ENSG00000033030.13"	1344	1222	747	1129	1433	740	985	1044	1101	1426	1006
"ENSG00000033050.7"	1540	2539	1054	879	1337	1007	1116	1210	2580	1141	765
"ENSG00000033100.15"	1690	1482	860	1231	896	948	1810	1470	1730	809	1192
"ENSG00000033122.18"	55	68	21	21	97	14	33	56	52	58	27
"ENSG00000033170.16"	668	598	294	406	432	215	728	662	506	438	271
"ENSG00000033178.12"	1814	1572	1467	1275	1811	5960	1310	1791	1421	1760	1163
"ENSG00000033327.12"	2474	2867	722	1648	2782	652	2164	3103	1959	2793	1223
"ENSG00000033627.15"	3203	2717	1665	1983	3958	2337	2583	2980	2195	2930	1947
"ENSG00000033800.13"	3660	2963	1288	2289	1877	1515	1835	3047	2111	1860	2188
"ENSG00000033867.16"	2624	1371	1100	1991	2193	479	1186	1886	1207	2284	1524
"ENSG00000034053.14"	330	172	118	350	47	32	157	118	224	54	490
"ENSG00000034152.18"	988	1197	1275	925	796	2908	1004	805	970	605	917
"ENSG00000034239.10"	258	288	69	536	369	54	253	174	220	272	833
"ENSG00000034510.5"	8421	9902	6509	10310	6266	8325	9344	13241	9117	5926	5070
"ENSG00000034533.11"	385	359	218	318	247	104	431	350	252	222	355
"ENSG00000034677.12"	4297	2636	2115	3971	3231	2139	4421	3897	2236	3622	4262
"ENSG00000034693.14"	549	420	684	351	352	419	422	437	421	363	345
"ENSG00000034713.7"	2532	2525	1490	2084	2449	2741	2288	2056	2120	2368	1762
"ENSG00000034971.15"	165	75	2	64	212	3	65	151	45	125	88
"ENSG00000035115.21"	838	842	943	1414	782	1483	796	819	836	702	1338
"ENSG00000035141.7"	734	592	606	885	415	831	591	558	510	404	879
"ENSG00000035403.16"	21483	16141	5290	7040	11533	5396	13085	16100	13582	9865	6787
"ENSG00000035499.12"	17	8	38	5	5	148	6	10	9	6	9
"ENSG00000035664.11"	969	254	1105	411	785	502	754	844	341	888	483
"ENSG00000035681.7"	1707	1444	1148	1262	1689	982	1367	1479	1249	1798	954
"ENSG00000035687.9"	1488	1396	1251	1249	1031	1287	961	1338	1310	1111	1343
"ENSG00000035720.7"	36	2	2	3	16	2	15	7	3	3	14
"ENSG00000035862.12"	77057	31669	15020	37095	59230	9090	80339	76866	29547	60118	34469
"ENSG00000035928.14"	2426	1698	1030	1460	1508	1322	1805	1953	1465	1353	1468
"ENSG00000036054.12"	1152	1081	724	785	1126	1033	907	957	853	1070	697
"ENSG00000036257.12"	2912	2495	2106	1606	1757	2995	1963	2256	2092	1909	1741
"ENSG00000036448.9"	76	72	18	71	27	15	85	74	36	20	65
"ENSG00000036473.6"	3	51	4	12	12	3	28	31	25	1	2
"ENSG00000036530.8"	149	205	49	80	253	11	238	188	256	225	99
"ENSG00000036549.12"	1557	1455	880	1070	1311	739	1225	1331	1228	1250	1151
"ENSG00000036565.14"	1	1	2	1	1	0	1	1	0	1	1
"ENSG00000036672.15"	1224	830	188	187	594	620	177	297	400	388	353
"ENSG00000036828.14"	3	0	2	0	1	5	0	1	0	0	2
"ENSG00000037042.8"	2219	1034	994	1719	3339	1470	1371	1742	948	3113	1258
"ENSG00000037241.7"	215	343	172	188	210	198	216	259	329	169	155
"ENSG00000037280.15"	1824	2454	644	937	954	269	1331	2382	2795	988	935
"ENSG00000037474.14"	2101	2507	1860	1226	1790	1721	1772	1813	2450	1731	1373
"ENSG00000037637.10"	1982	1442	895	1058	1813	1454	1296	1223	1294	1762	1070
"ENSG00000037749.11"	328	534	223	319	137	407	348	372	373	108	325
"ENSG00000037757.13"	2037	1530	1428	3033	2204	1241	1511	1245	1403	1889	2071
"ENSG00000037897.16"	249	631	272	218	215	204	431	282	732	202	190
"ENSG00000037965.5"	20	20	2	17	17	2	31	15	7	10	4
"ENSG00000038002.8"	328	382	381	338	203	405	280	458	323	180	237
"ENSG00000038210.12"	493	476	626	443	400	900	314	322	355	406	459
"ENSG00000038219.12"	3038	2669	1190	1863	1807	1433	2092	2699	2343	1973	1877
"ENSG00000038274.16"	2108	1721	1215	2074	1596	1517	1478	1760	1253	1539	1775
"ENSG00000038295.7"	540	548	152	205	150	68	308	770	492	151	119
"ENSG00000038358.14"	3053	2881	1637	2692	3657	1620	2390	2718	2804	2769	2413
"ENSG00000038382.17"	4809	2789	1209	3023	2630	1057	2236	5868	2497	2514	2662
"ENSG00000038427.15"	1021	3752	761	3809	427	510	7237	2890	4650	339	1587
"ENSG00000038532.14"	1314	1149	819	1063	1640	1212	943	1210	1200	1463	963
"ENSG00000038945.14"	194	316	46	481	140	39	196	106	211	101	202
"ENSG00000039068.18"	27	52	7011	1144	19	13081	38	62	49	37	1929
"ENSG00000039123.15"	3948	3940	1770	2349	3059	1653	3493	3102	3336	2920	2226
"ENSG00000039139.9"	12	21	2	210	1	1	2	6	16	3	407
"ENSG00000039319.16"	3177	2559	865	2240	2444	763	3020	2799	2246	2632	2265
"ENSG00000039523.18"	6301	5610	1650	4195	5246	1664	5615	6198	5091	4564	3109
"ENSG00000039537.13"	36	35	1	154	20	4	29	29	28	7	322
"ENSG00000039560.13"	4390	3140	869	2172	3435	446	4276	3832	3185	3877	2719
"ENSG00000039600.10"	17	8	8	6	5	10	2	10	7	2	11
"ENSG00000039650.10"	2874	2454	1243	2926	2642	1397	2199	3125	2825	2423	2465
"ENSG00000039987.6"	3	3	53	1	1	1	3	5	2	2	0
"ENSG00000040199.18"	910	882	140	532	836	218	597	714	641	843	486
"ENSG00000040275.16"	200	289	176	182	113	353	143	286	257	131	143
"ENSG00000040341.17"	752	852	527	647	604	1260	666	773	679	654	625
"ENSG00000040487.12"	538	433	297	485	583	289	595	611	397	612	451
"ENSG00000040531.14"	1041	696	504	1580	1139	514	790	1036	807	1061	1308
"ENSG00000040608.13"	51	131	66	136	78	202	168	173	66	38	115
"ENSG00000040633.12"	906	1254	565	779	798	1203	925	833	1044	825	627
"ENSG00000040731.10"	5	22	0	1	4	0	29	18	4	5	4
"ENSG00000040933.15"	1632	1186	459	1116	1177	387	1130	1496	1072	1227	966
"ENSG00000041353.9"	89	20	1061	55	9	2340	49	29	23	10	111
"ENSG00000041357.15"	2438	2836	1395	1746	1801	1797	2007	2423	2526	1697	1364
"ENSG00000041515.15"	33	21	38	18	20	13	28	37	45	32	20
"ENSG00000041802.10"	1606	1637	1032	806	928	800	1227	1094	1621	917	901
"ENSG00000041880.14"	679	680	510	738	528	592	591	601	662	541	551
"ENSG00000041982.15"	8622	18876	1891	3067	1470	4306	16840	3681	6325	663	2735
"ENSG00000041988.15"	1578	1479	849	1432	1769	822	1251	1354	1465	1538	1104
"ENSG00000042062.11"	6449	3995	823	2392	7774	251	8766	5442	4595	7424	2528
"ENSG00000042088.13"	293	281	225	340	243	368	264	278	268	227	341
"ENSG00000042286.14"	502	573	224	602	697	248	482	383	440	650	498
"ENSG00000042304.10"	0	1	0	1	0	0	1	1	0	0	0
"ENSG00000042317.16"	339	351	128	499	526	144	342	429	315	494	371
"ENSG00000042429.10"	1379	1408	626	1031	905	578	1152	1143	1200	866	1057
"ENSG00000042445.13"	1356	1380	2327	1217	1148	2468	1035	1188	1017	1060	944
"ENSG00000042493.15"	1705	1134	2871	1615	1839	5462	1747	2017	887	2162	1200
"ENSG00000042753.11"	1080	1522	1393	854	1080	2835	1248	1138	1483	869	670
"ENSG00000042781.12"	27	26	16	18	5	3	10	49	33	8	27
"ENSG00000042813.7"	4	1	0	2	2	1	1	1	2	0	1
"ENSG00000042832.11"	17	21	93	112	19	12	82	12	11	14	24
"ENSG00000042980.12"	125	65	106	1615	59	30	174	70	31	64	1897
"ENSG00000043039.6"	4	3	2404	21	7	4445	3	5	4	7	114
"ENSG00000043093.13"	1135	958	611	649	504	1080	721	921	788	479	633
"ENSG00000043143.20"	3557	2577	734	2434	1850	710	1815	1953	2040	1773	2201
"ENSG00000043355.11"	1	1	2	1	0	0	1	0	1	3	1
"ENSG00000043462.11"	655	585	207	477	598	201	423	564	441	481	462
"ENSG00000043514.15"	795	617	846	534	773	794	629	725	632	787	627
"ENSG00000043591.5"	4	1	7	0	4	6	3	2	4	4	7
"ENSG00000044012.3"	1	0	0	0	1	1	1	1	0	0	0
"ENSG00000044090.8"	2791	1663	903	2847	2832	950	2885	2843	1963	2515	2379
"ENSG00000044115.20"	14315	11373	8342	8972	10576	16390	10760	11960	9822	9935	8341
"ENSG00000044446.11"	1608	1520	1150	1947	3046	891	1501	1747	1591	2670	1535
"ENSG00000044459.14"	939	749	203	513	792	157	685	898	640	816	498
"ENSG00000044524.10"	1222	872	303	364	440	165	498	657	533	532	518
"ENSG00000044574.7"	10193	19049	5899	6705	9571	6318	15947	13370	22506	9266	6634
"ENSG00000046604.12"	26	55	540	438	44	1760	16	30	25	47	631
"ENSG00000046647.13"	689	584	309	654	820	309	549	552	541	560	531
"ENSG00000046651.14"	1821	1119	1209	2014	3333	1014	1211	1823	1056	3289	1430
"ENSG00000046653.14"	2549	1867	456	2453	1679	272	2438	1923	1085	2132	1944
"ENSG00000046774.9"	1	2	0	1	2	0	0	1	0	0	1
"ENSG00000046889.18"	1242	773	184	866	533	193	461	1090	711	622	1133
"ENSG00000047056.14"	1025	764	729	1029	923	670	769	793	679	779	795
"ENSG00000047188.15"	2695	1672	1412	1756	1775	1306	1608	1921	1639	1835	1640
"ENSG00000047230.14"	1060	820	412	897	947	428	767	1074	733	1003	1037
"ENSG00000047249.16"	1459	1354	893	887	951	1408	1085	1252	1106	809	1000
"ENSG00000047315.14"	4664	4416	2152	3203	2376	2264	3605	3403	3846	2273	2771
"ENSG00000047346.12"	1993	1039	1305	2051	1687	1518	1197	1404	624	1746	1710
"ENSG00000047365.11"	300	377	1200	456	235	1621	228	398	265	236	389
"ENSG00000047410.13"	5264	4375	2605	3494	2927	2811	3346	4511	3612	2928	3320
"ENSG00000047457.13"	331	322	99	6652	319	89	208	332	455	285	1475
"ENSG00000047578.12"	1042	868	599	1344	697	1014	918	1021	867	683	1293
"ENSG00000047579.19"	508	430	302	469	767	238	360	573	320	735	330
"ENSG00000047597.5"	85	116	103	54	41	153	34	79	52	19	83
"ENSG00000047617.14"	164	271	74	249	290	151	165	186	230	215	142
"ENSG00000047621.11"	488	699	378	289	314	272	585	422	544	253	298
"ENSG00000047634.14"	1689	1266	701	1570	1775	560	838	1109	1276	1723	1679
"ENSG00000047644.18"	2675	2403	1500	1637	1656	1723	1838	2679	1558	1533	1654
"ENSG00000047648.21"	2605	1372	294	748	1698	218	1075	1678	1114	1345	663
"ENSG00000047662.4"	1263	914	454	1147	1234	320	742	971	844	1183	992
"ENSG00000047849.21"	17435	15774	8082	8331	13869	10168	15616	15145	13476	14659	6553
"ENSG00000047932.13"	2621	2244	1051	1809	1980	795	2515	1908	2011	1997	1869
"ENSG00000047936.10"	3	4	1	4	1	1	0	2	2	2	3
"ENSG00000048028.11"	1105	811	531	1589	899	567	764	1012	693	986	1212
"ENSG00000048052.21"	1072	487	157	350	462	88	467	961	404	475	343
"ENSG00000048140.17"	837	1219	640	906	839	769	901	843	1199	723	709
"ENSG00000048162.20"	807	1235	830	675	722	819	682	800	1290	616	594
"ENSG00000048342.15"	1566	959	257	792	555	243	1198	1163	896	654	1056
"ENSG00000048392.11"	944	863	428	759	746	547	556	834	639	695	984
"ENSG00000048405.9"	867	751	524	619	468	417	530	715	658	484	563
"ENSG00000048462.10"	43	2	9	5	5	0	10	7	6	2	35
"ENSG00000048471.13"	2035	1206	687	958	1102	737	1081	1617	924	1217	1072
"ENSG00000048540.14"	6552	2490	102	980	4067	28	3265	5507	2658	3163	1244
"ENSG00000048544.5"	899	906	742	609	742	1334	820	818	787	709	545
"ENSG00000048545.13"	4	6	1	2	1	6	0	3	0	6	0
"ENSG00000048649.13"	2528	1959	956	1565	1646	1072	1579	2054	1424	1896	1464
"ENSG00000048707.13"	4948	4421	2907	6060	3767	3999	3198	2948	3072	3905	2497
"ENSG00000048740.18"	3474	1658	573	1789	1526	314	1316	2647	982	1186	1506
"ENSG00000048828.16"	4866	6780	2696	3846	2809	3307	4408	3891	5763	2734	3630
"ENSG00000048991.16"	988	983	485	589	630	714	844	841	925	532	694
"ENSG00000049089.13"	103	84	82	896	108	53	77	144	53	73	2063
"ENSG00000049130.13"	1487	467	431	591	493	589	820	449	342	736	678
"ENSG00000049167.13"	244	251	159	138	145	142	193	216	185	150	167
"ENSG00000049192.14"	121	75	23	76	54	28	164	188	103	49	63
"ENSG00000049239.12"	9173	7652	2347	5409	4779	1696	5839	4579	7061	4514	4522
"ENSG00000049245.12"	4326	4084	2108	2578	3195	2446	2938	3287	3175	3032	2469
"ENSG00000049246.14"	1827	1081	437	1223	3298	1422	1998	2736	1145	2865	1565
"ENSG00000049247.13"	310	172	72	190	445	234	326	472	200	415	247
"ENSG00000049249.8"	2	4	3	9	1	3	2	2	8	0	1
"ENSG00000049283.17"	30	11	992	225	108	2650	36	53	12	123	279
"ENSG00000049323.15"	15405	7405	2808	4283	6261	786	9679	7692	5774	4723	4631
"ENSG00000049449.8"	3374	4839	1162	2552	3553	773	3677	3936	5775	3655	1909
"ENSG00000049540.16"	12410	5753	3077	5884	14901	757	6591	10744	2985	16060	3229
"ENSG00000049541.10"	534	644	330	342	468	762	375	448	574	402	364
"ENSG00000049618.22"	4596	3229	2194	3145	4433	2435	3075	4030	2990	4358	3148
"ENSG00000049656.13"	2530	2863	1375	1826	1742	1230	2268	2037	2851	1360	1794
"ENSG00000049759.17"	540	338	720	927	359	611	299	570	272	383	722
"ENSG00000049768.14"	21	25	31	15	19	29	26	17	17	9	17
"ENSG00000049769.12"	498	375	166	300	405	175	381	361	393	360	304
"ENSG00000049860.13"	3627	2872	1709	4119	3918	1278	3896	4636	2608	3894	3122
"ENSG00000049883.14"	430	429	359	356	238	386	436	353	429	178	367
"ENSG00000050030.13"	226	151	27	84	106	42	115	106	98	138	95
