	T1	T2	smtsd	lib_size
SRR660498	32.55449	-53.98905	Brain - Cerebellar Hemisphere	159936.68094560722
SRR1317323	35.04543	-58.700764	Brain - Cerebellar Hemisphere	167093.99438048495
SRR1429307	39.727444	-65.87985	Brain - Cerebellar Hemisphere	179745.6892845507
SRR1376270	42.3071	-66.90826	Brain - Cerebellar Hemisphere	187660.24620908717
SRR662570	43.28967	-69.16385	Brain - Cerebellar Hemisphere	196600.77996809394
SRR1457418	34.78947	-59.992043	Brain - Cerebellar Hemisphere	169357.38194733055
SRR1476632	33.54562	-56.005356	Brain - Cerebellar Hemisphere	161435.23813183946
SRR615766	32.28595	-53.72539	Brain - Cerebellar Hemisphere	155683.43356079498
SRR1488751	40.79434	-66.26621	Brain - Cerebellar Hemisphere	180511.6856561473
SRR600754	-57.679565	-42.278423	Brain - Cerebellar Hemisphere	174519.35960773923
SRR1366057	36.879368	-63.80901	Brain - Cerebellar Hemisphere	176511.9116952098
SRR1388323	33.846554	-60.20193	Brain - Cerebellar Hemisphere	169663.8051633092
SRR1435884	38.161922	-57.994053	Brain - Cerebellar Hemisphere	178135.35700065532
SRR1421140	37.391964	-64.23774	Brain - Cerebellar Hemisphere	174808.83201949863
SRR1460170	40.860775	-65.75533	Brain - Cerebellar Hemisphere	180704.10289853922
SRR1098519	38.786194	-55.694584	Brain - Cerebellar Hemisphere	175713.9299761617
SRR1335029	34.56504	-60.077076	Brain - Cerebellar Hemisphere	170376.55968103308
SRR1362060	34.641163	-60.678486	Brain - Cerebellar Hemisphere	172758.8243177124
SRR598533	44.29545	-62.973293	Brain - Cerebellar Hemisphere	182159.2886200389
SRR1337119	32.927666	-57.757526	Brain - Cerebellum	165743.3337860651
SRR1466833	43.231285	-61.18523	Brain - Cerebellum	183360.05438675208
SRR1341605	40.45989	-61.757336	Brain - Cerebellum	179071.91445878608
SRR607967	33.053585	-55.210983	Brain - Cerebellum	163672.81774885673
SRR1471417	38.779366	-59.964256	Brain - Cerebellum	175631.08890480635
SRR627299	31.79994	-53.45583	Brain - Cerebellum	150910.17803089705
SRR1352129	36.855045	-56.560135	Brain - Cerebellum	174107.70976077975
SRR1433644	40.31713	-61.187904	Brain - Cerebellum	178233.904288073
SRR817190	37.2907	-60.36458	Brain - Cerebellum	173110.31901379974
SRR1434803	36.631943	-59.617107	Brain - Cerebellum	169781.1938012198
SRR1384234	40.352753	-62.880096	Brain - Cerebellum	179264.02180115035
SRR1393068	38.31799	-62.31866	Brain - Cerebellum	173087.70200152253
SRR1311771	38.10299	-55.96662	Brain - Cerebellum	173884.39281209043
SRR1398839	34.27582	-55.903637	Brain - Cerebellum	164673.72768687468
SRR1360038	36.646626	-59.3822	Brain - Cerebellum	170206.93809919717
SRR1394936	38.8009	-59.814453	Brain - Cerebellum	173868.2509923147
SRR1399904	38.156845	-60.275272	Brain - Cerebellum	175277.88421094787
SRR1485290	37.74277	-56.074055	Brain - Cerebellum	173811.87243058343
SRR1436444	37.601948	-57.784336	Brain - Cerebellum	173603.78857720632
SRR1394450	40.25864	-63.23977	Brain - Cerebellum	180230.11091164002
SRR1385036	43.21257	-66.35556	Brain - Cerebellum	186795.08456748107
SRR817258	43.47527	-65.80237	Brain - Cerebellum	189410.91707101287
SRR1377984	34.052208	-55.526047	Brain - Cerebellum	162305.9044492948
SRR1404168	39.03877	-58.52169	Brain - Cerebellum	176801.62995627086
SRR659412	41.44251	-62.797634	Brain - Cerebellum	181470.6734070786
SRR1320093	-62.765434	-41.688408	Brain - Cerebellum	167779.14982678834
SRR1327811	41.33975	-61.329636	Brain - Cerebellum	180348.9769975887
SRR1401062	39.5951	-60.528454	Brain - Cerebellum	177591.69566284865
SRR663681	41.631283	-62.306076	Brain - Cerebellum	180912.013651318
SRR1464305	39.62908	-61.23514	Brain - Cerebellum	177370.21009751657
SRR1453214	40.95855	-60.33654	Brain - Cerebellum	180025.86037316656
SRR1338669	40.32406	-61.56602	Brain - Cerebellum	179006.2052157607
SRR1479239	41.31537	-62.58785	Brain - Cerebellum	181904.14561221594
SRR1481462	38.083603	-57.73171	Brain - Cerebellum	176667.87018910644
SRR1403875	40.25943	-58.718464	Brain - Cerebellum	177502.72997270146
SRR1472193	41.134724	-58.45178	Brain - Cerebellum	179397.60632349504
SRR1419675	41.025677	-62.28509	Brain - Cerebellum	180422.00921306718
SRR657915	36.118412	-65.785904	Brain - Cerebellum	176303.8032731203
SRR607311	33.056023	-55.15682	Brain - Cerebellum	161176.70551474683
SRR1400375	36.492355	-58.448483	Brain - Cerebellum	170670.46575027745
SRR1093527	42.70564	-61.269814	Brain - Cerebellum	182075.21125203837
SRR657997	34.554806	-62.73479	Brain - Cerebellum	171525.31817830357
SRR1335856	31.686478	-57.919952	Brain - Cerebellum	161263.83989831104
SRR1479510	35.26801	-57.124203	Brain - Cerebellum	169030.83982050145
SRR1322291	40.65827	-60.85969	Brain - Cerebellum	179294.07099635398
SRR627462	-49.53228	-12.02707	Brain - Cerebellum	131119.78057153462
SRR810957	41.271397	-58.285492	Brain - Cerebellum	181721.41448111623
SRR602753	44.304543	-63.069805	Brain - Cerebellum	189479.71958386665
SRR1350107	35.092545	-55.817654	Brain - Cerebellum	169126.58541002256
SRR1318407	36.354477	-57.16949	Brain - Cerebellum	170546.26161015715
SRR1394799	37.41153	-61.446575	Brain - Cerebellum	174350.9018873045
SRR655864	42.482964	-69.347946	Brain - Cerebellum	185797.66077400977
SRR1474754	34.68464	-56.061966	Brain - Cerebellum	167459.734446567
SRR663453	39.701298	-64.32494	Brain - Cerebellum	182912.82175289572
SRR1322163	40.00654	-63.50042	Brain - Cerebellum	180599.15566723407
SRR1359367	35.61146	-57.39069	Brain - Cerebellum	169529.14815152035
SRR1314187	35.87883	-56.970875	Brain - Cerebellum	171936.19272512384
SRR1472621	33.787186	-56.108894	Brain - Cerebellum	162332.28739062868
SRR1364800	40.550438	-60.524597	Brain - Cerebellum	178522.32230668314
SRR1357413	38.566166	-59.993256	Brain - Cerebellum	173840.57583951356
SRR1375271	34.388016	-54.706543	Brain - Cerebellum	165855.0855684725
SRR1446071	34.095776	-54.285164	Brain - Cerebellum	165572.20138055962
SRR1499982	41.627552	-63.00837	Brain - Cerebellum	180700.47547938995
SRR613366	35.72365	-56.201466	Brain - Cerebellum	168349.606988179
SRR807657	42.99814	-65.48399	Brain - Cerebellum	187587.5817073452
SRR1379562	36.43883	-57.598293	Brain - Cerebellum	172347.16961562244
SRR1456514	41.146545	-62.238758	Brain - Cerebellum	181480.94261228116
SRR1434271	34.562157	-55.846783	Brain - Cerebellum	166306.70428133523
SRR659331	41.940353	-69.733665	Brain - Cerebellum	181206.44915579775
SRR1388504	36.733177	-57.601223	Brain - Cerebellum	172436.73977245574
SRR1459033	36.417274	-57.904922	Brain - Cerebellum	171603.93159316824
SRR598396	35.81565	-56.371693	Brain - Cerebellum	171237.11498303647
SRR1479802	37.731247	-58.85391	Brain - Cerebellum	174653.07622426987
SRR1441224	42.92744	-65.82952	Brain - Cerebellum	187448.03176876588
SRR1348770	42.09425	-63.994385	Brain - Cerebellum	185153.69298106176
SRR1477971	37.634224	-55.041386	Brain - Cerebellum	170567.45122627146
SRR1440013	35.882046	-53.36225	Brain - Cerebellum	168851.4908553359
SRR613270	33.230682	-55.984097	Brain - Cerebellum	162864.23500837426
SRR1352415	39.61876	-62.237297	Brain - Cerebellum	178603.50537835114
SRR1467255	39.77498	-60.99881	Brain - Cerebellum	177924.03522029726
SRR613747	41.531418	-59.569954	Brain - Cerebellum	178020.15804880665
SRR1477104	36.24871	-55.330296	Brain - Cerebellum	167024.5818967805
SRR1331841	34.71782	-56.643948	Brain - Cerebellum	167642.29759177682
SRR1490568	39.94176	-60.39413	Brain - Cerebellum	177645.3923888677
SRR1456531	40.964745	-61.98102	Brain - Cerebellum	180121.06229134978
SRR612419	41.535206	-60.1773	Brain - Cerebellum	178760.27626993827
SRR1307770	39.30065	-59.087017	Brain - Cerebellum	175415.4544508006
SRR1319672	37.14172	-59.955566	Brain - Cerebellum	172999.7931337836
SRR1499785	31.724579	-57.94546	Brain - Cerebellum	165862.41966127258
SRR614383	41.945362	-61.043087	Brain - Cerebellum	182912.54149443854
SRR1382708	38.38004	-56.418297	Brain - Cerebellum	176186.39566603804
SRR1409899	36.49493	-56.321056	Brain - Cerebellum	171927.66847085094
SRR1324452	38.897884	-60.239384	Brain - Cerebellum	174846.45439777593
SRR1348021	35.887238	-58.886333	Brain - Cerebellum	174829.04532685486
SRR601098	41.941307	-59.980812	Brain - Cerebellum	179697.6051023339
SRR1402239	34.712013	-54.253147	Brain - Cerebellum	169563.7309564979
SRR1477385	33.968758	-55.564445	Brain - Cerebellum	163532.54222527402
SRR1362183	43.891277	-61.04316	Brain - Cerebellum	183870.9674701334
SRR820468	43.0557	-65.657684	Brain - Cerebellum	187774.86516182983
SRR600876	37.723537	-59.42041	Brain - Cerebellum	174019.80403534754
SRR1368178	37.09947	-56.284264	Brain - Cerebellum	174234.9191711963
SRR1478096	42.687843	-63.852642	Brain - Cerebellum	185474.3896862527
SRR815232	44.23863	-66.28089	Brain - Cerebellum	192545.84016473137
SRR615249	35.90249	-56.196136	Brain - Cerebellum	171020.90487949617
SRR1361714	39.136242	-63.593063	Brain - Cerebellum	178081.562912883
SRR1417981	39.73482	-58.89877	Brain - Cerebellum	175930.09190294243
SRR1489054	40.725014	-60.25492	Brain - Cerebellum	177378.35614618874
SRR598009	42.989967	-63.474487	Brain - Cerebellum	185520.93885859652
SRR1434250	42.88623	-63.986874	Brain - Cerebellum	185399.03988679394
SRR814563	44.19823	-65.00566	Brain - Cerebellum	188510.6622974167
SRR1413414	39.821743	-60.043587	Brain - Cerebellum	177132.6489010553
SRR1398992	41.178955	-61.84048	Brain - Cerebellum	182235.763057462
SRR1335377	42.26209	-60.833645	Brain - Cerebellum	178327.58252445323
SRR1401552	37.570812	-60.19346	Brain - Cerebellum	173864.29926851077
SRR1086680	37.16885	-54.750114	Brain - Cerebellum	167979.40144006885
SRR627453	31.56396	-53.31563	Brain - Cerebellum	142166.87959893618
SRR1441200	36.388653	-58.629818	Brain - Cerebellum	170685.7547401993
SRR1415215	41.01537	-61.597958	Brain - Cerebellum	180055.41800599743
SRR657325	43.076496	-69.23513	Brain - Cerebellum	193064.45125891268
SRR1404969	39.212666	-60.347107	Brain - Cerebellum	177102.59606523436
SRR662871	42.699345	-68.902664	Brain - Cerebellum	190018.97908003634
SRR658813	43.864326	-68.42222	Brain - Cerebellum	195101.59706169032
SRR1356204	42.075825	-65.974945	Brain - Cerebellum	184041.06546545806
SRR627429	-49.52776	-12.038194	Brain - Cerebellum	139987.14961325712
SRR1361736	35.611004	-57.195633	Brain - Cerebellum	170588.06920772046
SRR1465132	35.80185	-59.078598	Brain - Cerebellum	172256.9268209565
SRR627433	31.862005	-53.52046	Brain - Cerebellum	150987.6238164432
SRR1330041	36.088818	-54.640106	Brain - Cerebellum	168433.21259054932
SRR1434867	39.86183	-59.815342	Brain - Cerebellum	177633.21212708738
SRR1440119	38.771996	-60.53002	Brain - Cerebellum	175789.32607209787
SRR1069188	34.59384	-55.810448	Brain - Cerebellum	165698.38402141765
SRR1340095	37.575867	-60.35875	Brain - Cerebellum	173735.08732856996
SRR627451	-49.53374	-12.038144	Brain - Cerebellum	134761.93901288783
SRR1322010	41.13628	-61.281815	Brain - Cerebellum	180336.00956607057
SRR1466357	34.04274	-54.459324	Brain - Cerebellum	162297.74865633174
SRR1485954	39.86748	-57.37379	Brain - Cerebellum	175631.93433065945
SRR1467813	41.712055	-61.721626	Brain - Cerebellum	182366.16982099722
SRR1442356	33.869232	-55.637714	Brain - Cerebellum	163877.85830309647
SRR1420891	37.7745	-55.599262	Brain - Cerebellum	176285.20300797487
SRR1331944	41.189556	-61.05714	Brain - Cerebellum	180185.77493592465
SRR1374246	39.586178	-64.113716	Brain - Cerebellum	179112.16517466155
SRR604146	32.942673	-55.17692	Brain - Cerebellum	161676.12574317234
SRR1480875	40.076317	-56.63013	Brain - Cerebellum	179623.1844006748
SRR1375907	36.39513	-60.338463	Brain - Cerebellum	169117.5405271724
SRR816292	43.183857	-66.01054	Brain - Cerebellum	190297.9437473248
SRR1341277	-59.73633	-42.11968	Brain - Cortex	175030.996302063
SRR601006	-56.564915	-40.119083	Brain - Cortex	176791.7742456877
SRR1085975	-51.512726	-34.354977	Brain - Cortex	173130.7980746899
SRR810319	-53.413345	-53.813416	Brain - Cortex	191199.6119353652
SRR1445149	-58.31661	-48.847107	Brain - Cortex	184501.57888741064
SRR1353176	-62.550407	-43.517395	Brain - Cortex	174500.3939451005
SRR1373858	-62.25192	-43.814022	Brain - Cortex	176483.5733451949
SRR1435484	-61.113815	-37.965385	Brain - Cortex	169632.23993730964
SRR1323043	-59.513515	-47.12222	Brain - Cortex	180517.9715131064
SRR1331335	-59.415833	-41.949707	Brain - Cortex	174342.41031530112
SRR1433088	-56.976067	-23.234161	Brain - Cortex	158500.37622091523
SRR1311794	-60.51596	-44.621212	Brain - Cortex	172305.00888972345
SRR608662	-46.54246	-47.4384	Brain - Cortex	192370.13147780602
SRR1333930	-60.55531	-45.284737	Brain - Cortex	176626.01026916478
SRR1337564	-60.52961	-46.238583	Brain - Cortex	179547.91963022808
SRR1441546	-60.19166	-35.48997	Brain - Cortex	167532.90897496996
SRR1081741	-61.830894	-48.749184	Brain - Cortex	180728.89254360864
SRR1352954	-56.33579	-39.84365	Brain - Cortex	174630.5182453061
SRR1455369	-51.470905	-24.176735	Brain - Cortex	162200.1670942464
SRR1414595	-60.26718	-49.116417	Brain - Cortex	185811.66705584468
SRR1499193	-59.44619	-38.372852	Brain - Cortex	171277.8154501902
SRR1314958	-59.62469	-39.27949	Brain - Cortex	170962.74006506059
SRR1433971	-61.75036	-43.316242	Brain - Cortex	171394.7724750745
SRR1362532	-59.04397	-49.900482	Brain - Cortex	182877.50248063225
SRR1331751	-59.793976	-38.845295	Brain - Cortex	171294.871391704
SRR1418992	-59.249718	-50.361305	Brain - Cortex	183560.53435650008
SRR1399201	-42.958305	-32.99425	Brain - Cortex	175337.25240990042
SRR660933	-58.883327	-50.89092	Brain - Cortex	183234.2149446645
SRR1413522	-61.977997	-34.140034	Brain - Cortex	166044.7608482276
SRR1452292	-61.648476	-43.060978	Brain - Cortex	171126.44536250067
SRR1382732	-53.11559	-33.92549	Brain - Cortex	170559.73437830643
SRR1341702	-57.075974	-38.22247	Brain - Cortex	172519.9914449685
SRR1488672	-60.610226	-41.327812	Brain - Cortex	174027.61905146617
SRR1404640	-58.30736	-48.885967	Brain - Cortex	185024.09360105894
SRR1375976	-60.294758	-41.671482	Brain - Cortex	174914.2556900218
SRR1417912	-59.578636	-49.599506	Brain - Cortex	183103.9971305341
SRR1311400	-58.853027	-50.93185	Brain - Cortex	184401.7758954073
SRR1399028	-62.53154	-43.259823	Brain - Cortex	173633.46902533947
SRR1334564	-62.344917	-44.567616	Brain - Cortex	178159.97784405257
SRR1327593	-59.0702	-50.646725	Brain - Cortex	182377.75943670725
SRR1324371	-62.577198	-42.337822	Brain - Cortex	171210.6666590068
SRR656745	-52.038536	-55.78089	Brain - Cortex	199373.935931899
SRR1498861	-59.063007	-45.60421	Brain - Cortex	181729.2491974217
SRR1316815	-59.373547	-47.07328	Brain - Cortex	181467.32944444183
SRR615838	-61.816174	-36.61762	Brain - Cortex	165096.1924039869
SRR1453702	-62.191452	-40.696896	Brain - Cortex	176369.94791314416
SRR1419187	-61.19502	-37.784595	Brain - Cortex	168239.58910431634
SRR598332	-59.4335	-53.081425	Brain - Cortex	184227.7108998064
SRR1315269	-60.556313	-36.51236	Brain - Cortex	166650.40512256266
SRR615213	-52.66888	-12.890241	Brain - Cortex	134361.36701612754
SRR1335400	-62.63485	-43.442955	Brain - Cortex	174291.94587913796
SRR820078	-53.6927	-54.375347	Brain - Cortex	194596.1325578319
SRR1364676	-58.28768	-48.72513	Brain - Cortex	182300.44135536323
SRR1464451	-62.480965	-43.91596	Brain - Cortex	176131.16518194912
SRR663320	-52.73035	-55.278378	Brain - Cortex	196997.6992984079
SRR660626	-57.021835	-54.12009	Brain - Cortex	183797.5358415493
SRR1083632	-58.626232	-50.825676	Brain - Cortex	187635.18067700806
SRR1489502	-60.132145	-44.85949	Brain - Cortex	175434.20349413034
SRR1396595	-59.85662	-46.01633	Brain - Cortex	180608.9090467953
SRR1355150	-55.40962	-38.102448	Brain - Cortex	176593.6728876065
SRR1475168	-59.25158	-42.287827	Brain - Cortex	175911.35854112817
SRR1439807	-53.563164	-54.03566	Brain - Cortex	194587.47835739236
SRR1337864	-59.62435	-44.30382	Brain - Cortex	177175.58018861496
SRR1478768	-43.3314	-33.408974	Brain - Cortex	177600.34086139564
SRR1466993	-61.838684	-44.336407	Brain - Cortex	176727.92879087979
SRR1357523	-61.617233	-44.851364	Brain - Cortex	177941.32074591483
SRR1401424	-62.1435	-44.83987	Brain - Cortex	176555.876922427
SRR1354734	-59.086277	-41.089638	Brain - Cortex	173401.97376127166
SRR1312428	-57.53191	-40.525597	Brain - Cortex	175531.60652912062
SRR1437555	-59.826103	-46.804085	Brain - Cortex	182898.70285703137
SRR1310008	-58.763824	-50.13701	Brain - Cortex	183401.785773029
SRR1338219	-60.29888	-48.328243	Brain - Cortex	181833.15476631306
SRR1489137	-60.314137	-49.069668	Brain - Cortex	182361.75078550846
SRR601669	-61.387844	-37.338703	Brain - Cortex	166946.6429741626
SRR1391922	-59.06723	-49.243397	Brain - Cortex	184870.08195622035
SRR1315866	-58.91628	-46.24692	Brain - Cortex	181348.77657128026
SRR627449	-49.55134	-12.059702	Brain - Cortex	141945.21414250927
SRR627421	-56.31006	-17.010822	Brain - Cortex	148469.00325240364
SRR1392985	-61.38989	-44.36491	Brain - Cortex	175879.42473173485
SRR663753	-53.628036	-55.532566	Brain - Cortex	191813.63703410683
SRR810877	-57.937565	-52.03369	Brain - Cortex	186143.78015996603
SRR603333	-59.44587	-41.596943	Brain - Cortex	175073.01904771267
SRR664854	-51.468525	-54.119934	Brain - Cortex	187456.13805706808
SRR1459441	-58.886654	-50.330906	Brain - Cortex	180926.45062532526
SRR654874	-57.937218	-42.096462	Brain - Cortex	177326.08287695178
SRR627425	-56.336285	-17.036333	Brain - Cortex	151382.2990563189
SRR1332796	-62.066036	-41.986748	Brain - Cortex	171344.8042076205
SRR659555	-51.72626	-55.183136	Brain - Cortex	193135.75940487842
SRR1416434	-62.221493	-43.445198	Brain - Cortex	174029.19992568507
SRR1339651	-57.207943	-41.763943	Brain - Cortex	177728.8377768722
SRR1328960	37.010216	-58.843315	Brain - Cortex	172892.61286910617
SRR614310	-62.364185	-44.962456	Brain - Cortex	175218.60726036908
SRR1480988	-61.42779	-44.414295	Brain - Cortex	175530.0119339964
SRR1486097	-62.43039	-41.881428	Brain - Cortex	171594.24891405046
SRR1341387	-59.225296	-37.660576	Brain - Cortex	168850.2262415788
SRR604026	-58.072964	-38.87112	Brain - Cortex	171830.98735024105
SRR1397008	-56.149014	-39.748184	Brain - Cortex	176669.9331554473
SRR612575	-52.74899	-13.841645	Brain - Cortex	141571.91279032934
SRR1391769	-62.48832	-43.212772	Brain - Cortex	172448.28903408814
SRR1470175	-59.317223	-51.01604	Brain - Cortex	186156.91990184243
SRR1432275	-58.920265	-46.86249	Brain - Cortex	180358.54839857336
SRR1358102	-58.437668	-46.70011	Brain - Cortex	181444.22428562454
SRR1310136	-60.564312	-41.311092	Brain - Cortex	176425.01560759277
SRR1444460	-60.04157	-44.439083	Brain - Cortex	174337.71414564035
SRR1328487	-55.25092	-38.203686	Brain - Cortex	174260.409999563
SRR1444580	-61.067806	-45.373886	Brain - Cortex	177862.77428744463
SRR1379238	-59.00195	-46.971825	Brain - Cortex	182578.80377877137
SRR1383059	-56.875984	-38.404457	Brain - Cortex	175360.94338721674
SRR1396078	-52.953094	-33.88691	Brain - Cortex	170153.51550546245
SRR1320280	-62.412273	-41.763798	Brain - Cortex	169445.10562465037
SRR808614	-53.577976	-53.85893	Brain - Cortex	192083.38044624304
SRR1311575	-59.441395	-39.05506	Brain - Cortex	173873.60182759748
SRR1323746	-60.84463	-45.66995	Brain - Cortex	177997.4181865991
SRR1359630	-60.146957	-46.24192	Brain - Cortex	178761.0141973534
SRR1388480	-61.39917	-46.787704	Brain - Cortex	178313.28243642475
SRR1417047	-63.304943	-43.733093	Brain - Cortex	173474.77511342842
SRR816770	-58.06345	-50.79247	Brain - Cortex	185103.01590101465
SRR812012	-58.54958	-51.63197	Brain - Cortex	185421.71450506407
SRR1343481	-60.36138	-45.853165	Brain - Cortex	178447.00268349616
SRR1417827	-59.351532	-42.03461	Brain - Cortex	175760.75183308948
SRR1082262	-59.89234	-43.32644	Brain - Cortex	174260.32175991783
SRR812436	-58.285583	-51.84985	Brain - Cortex	185603.03764205333
SRR602927	-61.633392	-42.0672	Brain - Cortex	178162.36837106888
SRR1465632	-51.856487	-23.25726	Brain - Cortex	160642.5516853896
SRR1459804	-62.827145	-42.110394	Brain - Cortex	167601.93593092822
SRR1480059	-56.7834	-50.54596	Brain - Cortex	181546.71024169092
SRR1469904	-61.378483	-44.42083	Brain - Cortex	175022.701002715
SRR1465917	-61.698868	-48.8406	Brain - Cortex	180553.38217675948
SRR1490019	-62.519684	-44.533974	Brain - Cortex	176175.81259741719
SRR1396640	-60.793858	-36.33016	Brain - Cortex	165228.74980752275
SRR1474951	-58.946804	-49.98251	Brain - Cortex	182826.44773399987
SRR627455	-49.56159	-12.07203	Brain - Cortex	143467.17779260597
SRR1444622	-55.12787	-24.472149	Brain - Frontal Cortex (BA9)	160941.74947303667
SRR1474777	-56.53172	-51.779434	Brain - Frontal Cortex (BA9)	183372.1071973226
SRR1442571	-60.214767	-36.174618	Brain - Frontal Cortex (BA9)	167139.8834832934
SRR1453341	-60.362488	-43.31673	Brain - Frontal Cortex (BA9)	173942.48024995084
SRR1315970	-63.57535	-45.452713	Brain - Frontal Cortex (BA9)	176233.57570343642
SRR1360563	-57.015366	-52.18576	Brain - Frontal Cortex (BA9)	178759.47674873116
SRR600361	-57.857174	-43.000595	Brain - Frontal Cortex (BA9)	177250.50486733892
SRR1348159	-55.441006	-53.046528	Brain - Frontal Cortex (BA9)	186521.95229345947
SRR1447693	-56.64391	-43.614624	Brain - Frontal Cortex (BA9)	176421.409180894
SRR1318163	-64.36284	-39.98351	Brain - Frontal Cortex (BA9)	167296.5242229654
SRR1328895	-64.40644	-40.77146	Brain - Frontal Cortex (BA9)	170234.9761583943
SRR1340508	-49.726597	-56.123104	Brain - Frontal Cortex (BA9)	212790.59726257785
SRR604262	-55.49363	-47.840763	Brain - Frontal Cortex (BA9)	180478.63980642578
SRR1341365	-60.96868	-42.84274	Brain - Frontal Cortex (BA9)	172394.97354973565
SRR1335446	-52.448906	-30.25455	Brain - Frontal Cortex (BA9)	171267.53469906654
SRR1072367	-51.29089	-33.260147	Brain - Frontal Cortex (BA9)	172348.04540706368
SRR1337412	-54.82615	-31.8665	Brain - Frontal Cortex (BA9)	168654.02465218515
SRR1408208	-56.932472	-52.766117	Brain - Frontal Cortex (BA9)	182621.7226939617
SRR1381673	-54.832817	-20.071648	Brain - Frontal Cortex (BA9)	152655.18929766497
SRR1476571	-57.21399	-37.7218	Brain - Frontal Cortex (BA9)	171745.9933447862
SRR1102055	-62.345608	-48.68999	Brain - Frontal Cortex (BA9)	177284.55479639734
SRR1439873	-56.264595	-52.631428	Brain - Frontal Cortex (BA9)	184579.4607067323
SRR1435775	-64.92859	-41.790844	Brain - Frontal Cortex (BA9)	169356.28224723533
SRR1316940	-46.527473	-49.177357	Brain - Frontal Cortex (BA9)	184934.32697348617
SRR1421177	-63.295147	-40.249348	Brain - Frontal Cortex (BA9)	171811.45088584963
SRR604456	-56.202248	-41.144085	Brain - Frontal Cortex (BA9)	174213.55706531563
SRR1468514	-54.505676	-53.162388	Brain - Frontal Cortex (BA9)	189066.54005172604
SRR1471817	-59.830948	-27.666952	Brain - Frontal Cortex (BA9)	158627.60914403232
SRR602314	-56.695736	-46.77734	Brain - Frontal Cortex (BA9)	178023.11177062814
SRR2166648	-51.41167	-57.50413	Brain - Frontal Cortex (BA9)	202210.88856155315
SRR1457482	-58.4043	-40.59061	Brain - Frontal Cortex (BA9)	173484.43263416228
SRR1399779	-60.877903	-51.99552	Brain - Frontal Cortex (BA9)	180410.56078645046
SRR657127	-57.88514	-43.32335	Brain - Frontal Cortex (BA9)	175954.06503484465
SRR607337	-54.547977	-52.736046	Brain - Frontal Cortex (BA9)	187619.60256578497
SRR657754	-51.644543	-55.276363	Brain - Frontal Cortex (BA9)	193219.903980119
SRR814967	-54.028378	-55.18731	Brain - Frontal Cortex (BA9)	191086.3384840284
SRR1375571	-65.40237	-42.15498	Brain - Frontal Cortex (BA9)	173368.81055143982
SRR1444678	-57.128685	-23.644257	Brain - Frontal Cortex (BA9)	160399.76424330325
SRR1341763	-55.418564	-46.692963	Brain - Frontal Cortex (BA9)	182337.903783323
SRR662233	-53.66137	-55.43052	Brain - Frontal Cortex (BA9)	193757.26338299317
SRR614802	-64.40698	-38.9522	Brain - Frontal Cortex (BA9)	167779.4249761321
SRR1487194	-55.452385	-52.967525	Brain - Frontal Cortex (BA9)	184144.21234653954
SRR1387809	-56.00568	-49.85415	Brain - Frontal Cortex (BA9)	182416.189887349
SRR662534	-58.51285	-52.721012	Brain - Frontal Cortex (BA9)	183288.19432083715
SRR595926	-56.501785	-53.024563	Brain - Frontal Cortex (BA9)	185267.02525937796
SRR1336548	-56.74997	-19.834597	Brain - Frontal Cortex (BA9)	153973.96339703613
SRR1326179	-55.057194	-52.82352	Brain - Frontal Cortex (BA9)	185757.06719075327
SRR1488651	-54.835796	-20.100204	Brain - Frontal Cortex (BA9)	153721.65035897802
SRR2157460	-51.369392	-57.534924	Brain - Frontal Cortex (BA9)	203392.92118583404
SRR1367943	-65.05413	-41.873714	Brain - Frontal Cortex (BA9)	170444.1713531668
SRR1434526	-60.792667	-42.229088	Brain - Frontal Cortex (BA9)	174642.4591103262
SRR661349	-56.635464	-53.999557	Brain - Frontal Cortex (BA9)	183778.1915835383
SRR821602	-52.34157	-30.694994	Brain - Frontal Cortex (BA9)	175031.34924506268
SRR1314163	-57.992172	-45.59437	Brain - Frontal Cortex (BA9)	177893.16242952622
SRR612563	-52.96611	-12.560227	Brain - Frontal Cortex (BA9)	129002.33013673911
SRR2167030	-51.433903	-57.477535	Brain - Frontal Cortex (BA9)	202426.784823774
SRR1433796	-54.214745	-33.54522	Brain - Frontal Cortex (BA9)	169662.2956463647
SRR1320115	-60.436886	-40.366245	Brain - Frontal Cortex (BA9)	171242.84492249542
SRR1453851	-55.805786	-52.330063	Brain - Frontal Cortex (BA9)	185300.80973243434
SRR1337098	-64.56916	-45.327778	Brain - Frontal Cortex (BA9)	176752.77543070656
SRR1317344	-64.31264	-46.34661	Brain - Frontal Cortex (BA9)	178768.39205184934
SRR1361567	-60.876587	-35.73302	Brain - Frontal Cortex (BA9)	165555.43183166411
SRR1471943	-57.845634	-53.497875	Brain - Frontal Cortex (BA9)	178500.68978485704
SRR1360128	-56.962154	-25.754395	Brain - Frontal Cortex (BA9)	166498.94846361617
SRR1408368	-59.959354	-34.8155	Brain - Frontal Cortex (BA9)	166854.77048851142
SRR1457503	-55.788963	-24.127048	Brain - Frontal Cortex (BA9)	160521.36834828788
SRR1474553	-64.70042	-40.78081	Brain - Frontal Cortex (BA9)	167460.07846497395
SRR1435020	-56.531635	-51.75685	Brain - Frontal Cortex (BA9)	180984.97060770556
SRR1077405	-53.10349	-15.861849	Brain - Frontal Cortex (BA9)	144850.30402721703
SRR1356444	-58.540997	-40.744778	Brain - Frontal Cortex (BA9)	173476.3312876891
