	T1	T2	smtsd	lib_size
SRR1457267	-15.447044	82.16295	Skin - Not Sun Exposed (Suprapubic)	170064.86147084413
SRR1396017	-8.405425	78.97655	Skin - Not Sun Exposed (Suprapubic)	180390.0616609866
SRR1410573	-20.1701	79.94131	Skin - Not Sun Exposed (Suprapubic)	162360.2683498172
SRR1366940	-13.077156	68.00836	Skin - Not Sun Exposed (Suprapubic)	174480.3757919277
SRR1347144	-2.6229591	72.0636	Skin - Not Sun Exposed (Suprapubic)	182284.88561021912
SRR1352918	-4.236597	86.501724	Skin - Not Sun Exposed (Suprapubic)	173967.32380722123
SRR1431270	0.16888256	71.26406	Skin - Not Sun Exposed (Suprapubic)	183094.74199492135
SRR1331244	-5.4420915	86.78658	Skin - Not Sun Exposed (Suprapubic)	166679.59955599022
SRR1352299	-18.118864	69.738235	Skin - Not Sun Exposed (Suprapubic)	171091.58239071554
SRR1343675	-3.5804853	76.45328	Skin - Not Sun Exposed (Suprapubic)	184178.0090748865
SRR1340743	-15.0673275	82.49213	Skin - Not Sun Exposed (Suprapubic)	174030.65344404636
SRR1443113	-11.152402	71.49095	Skin - Not Sun Exposed (Suprapubic)	179835.4316053936
SRR1399734	0.059685934	69.651665	Skin - Not Sun Exposed (Suprapubic)	184843.25271980115
SRR1383103	-2.0917134	85.37976	Skin - Not Sun Exposed (Suprapubic)	183811.484062254
SRR1330878	-1.9587255	72.054184	Skin - Not Sun Exposed (Suprapubic)	184335.0690325372
SRR1353499	-23.520247	73.5856	Skin - Not Sun Exposed (Suprapubic)	161780.00969525665
SRR659756	-32.24466	12.888254	Skin - Not Sun Exposed (Suprapubic)	142500.63744396792
SRR1442043	-17.267605	78.84098	Skin - Not Sun Exposed (Suprapubic)	173922.0390123374
SRR1464746	-16.671644	78.86255	Skin - Not Sun Exposed (Suprapubic)	172373.01289512494
SRR812104	1.738269	76.088646	Skin - Not Sun Exposed (Suprapubic)	191666.04651028028
SRR1459169	-10.823103	73.13234	Skin - Not Sun Exposed (Suprapubic)	181822.68643779174
SRR1377735	-13.867064	65.43123	Skin - Not Sun Exposed (Suprapubic)	172913.88374124008
SRR1452718	-14.512453	68.37492	Skin - Not Sun Exposed (Suprapubic)	175889.46809699663
SRR1312645	-18.66592	79.990776	Skin - Not Sun Exposed (Suprapubic)	169819.66347880717
SRR1442949	-3.0601175	86.83739	Skin - Not Sun Exposed (Suprapubic)	175649.5032165812
SRR1333185	-23.412397	73.72946	Skin - Not Sun Exposed (Suprapubic)	164906.06530431908
SRR1476056	-16.1091	78.07922	Skin - Not Sun Exposed (Suprapubic)	175453.3742227918
SRR1400754	-16.574358	71.16996	Skin - Not Sun Exposed (Suprapubic)	170578.00952901336
SRR1396987	-14.519394	77.37539	Skin - Not Sun Exposed (Suprapubic)	173916.78955093003
SRR1414058	-20.258987	71.3582	Skin - Not Sun Exposed (Suprapubic)	168049.81631212236
SRR1440268	-15.397484	80.30874	Skin - Not Sun Exposed (Suprapubic)	170606.048370165
SRR1329783	-8.798852	79.33018	Skin - Not Sun Exposed (Suprapubic)	178879.23730168026
SRR1465418	-13.445782	79.5153	Skin - Not Sun Exposed (Suprapubic)	172398.29915228332
SRR1488986	-18.808733	68.74753	Skin - Not Sun Exposed (Suprapubic)	172020.2543006497
SRR1343093	-15.8895035	71.973	Skin - Not Sun Exposed (Suprapubic)	174540.6117942536
SRR1499418	0.7788195	83.7802	Skin - Not Sun Exposed (Suprapubic)	189468.59499840118
SRR1310053	-1.821943	86.768585	Skin - Not Sun Exposed (Suprapubic)	179933.26518687682
SRR1396318	-2.5570598	72.07852	Skin - Not Sun Exposed (Suprapubic)	182513.91980026994
SRR1489734	-10.678973	72.27326	Skin - Not Sun Exposed (Suprapubic)	182320.11584105282
SRR662462	-9.872474	77.90695	Skin - Not Sun Exposed (Suprapubic)	178602.6103828159
SRR1322960	-7.3909845	76.91682	Skin - Not Sun Exposed (Suprapubic)	182131.9079422683
SRR1373718	-20.33503	78.17854	Skin - Not Sun Exposed (Suprapubic)	167643.1424647916
SRR811795	-0.77468204	74.09571	Skin - Not Sun Exposed (Suprapubic)	190058.83075870964
SRR1351125	-15.941383	68.993835	Skin - Not Sun Exposed (Suprapubic)	178287.2281923612
SRR1476426	-2.4189768	83.615715	Skin - Not Sun Exposed (Suprapubic)	184002.8072115254
SRR659157	-14.963999	78.735245	Skin - Not Sun Exposed (Suprapubic)	177838.57009528668
SRR1314810	-21.482079	81.02829	Skin - Not Sun Exposed (Suprapubic)	166609.76360310428
SRR1383883	-13.0781975	81.77436	Skin - Not Sun Exposed (Suprapubic)	171814.66407348594
SRR1477256	-16.619337	81.953835	Skin - Not Sun Exposed (Suprapubic)	172747.74221236593
SRR1443286	-10.002794	76.773636	Skin - Not Sun Exposed (Suprapubic)	177050.46532188385
SRR1435044	-10.037436	81.03225	Skin - Not Sun Exposed (Suprapubic)	177876.7838846441
SRR1470016	-20.364801	81.83611	Skin - Not Sun Exposed (Suprapubic)	166497.68179201495
SRR1084299	-15.141694	74.142265	Skin - Not Sun Exposed (Suprapubic)	172364.0365425393
SRR1394613	-2.358102	85.66638	Skin - Not Sun Exposed (Suprapubic)	181771.4708800272
SRR1083215	-13.945876	68.81013	Skin - Not Sun Exposed (Suprapubic)	176485.96887466073
SRR1332566	-16.939186	80.32439	Skin - Not Sun Exposed (Suprapubic)	171781.80042058398
SRR1355684	-21.078913	76.968216	Skin - Not Sun Exposed (Suprapubic)	168834.54215410663
SRR1431475	-2.4159355	82.99094	Skin - Not Sun Exposed (Suprapubic)	184007.01578048704
SRR658152	-8.985035	74.73361	Skin - Not Sun Exposed (Suprapubic)	184313.9311275842
SRR1324331	-4.748074	86.1561	Skin - Not Sun Exposed (Suprapubic)	173203.69563414244
SRR1407602	-1.8696197	86.68111	Skin - Not Sun Exposed (Suprapubic)	181026.87530271307
SRR1431906	-13.180248	74.45994	Skin - Not Sun Exposed (Suprapubic)	175750.10369404065
SRR1445280	1.0323597	73.30411	Skin - Not Sun Exposed (Suprapubic)	191289.67393756867
SRR1470643	-11.198293	71.230354	Skin - Not Sun Exposed (Suprapubic)	179917.15608322975
SRR1498207	-16.691065	82.21619	Skin - Not Sun Exposed (Suprapubic)	168345.37951777497
SRR1399375	-4.6413856	86.74511	Skin - Not Sun Exposed (Suprapubic)	173300.9596023782
SRR1379014	-17.610554	78.3735	Skin - Not Sun Exposed (Suprapubic)	169903.75047376502
SRR815350	-5.173688	84.06326	Skin - Not Sun Exposed (Suprapubic)	182202.5442523143
SRR1361630	-4.34009	87.610535	Skin - Not Sun Exposed (Suprapubic)	175080.4733541208
SRR1396100	-2.4313684	85.730705	Skin - Not Sun Exposed (Suprapubic)	181130.30597177864
SRR1350347	-18.212782	81.310684	Skin - Not Sun Exposed (Suprapubic)	167127.95370688624
SRR1100703	-13.827234	70.52087	Skin - Not Sun Exposed (Suprapubic)	176982.57252475029
SRR814491	1.4872812	80.54779	Skin - Not Sun Exposed (Suprapubic)	195732.03147611697
SRR1405413	-12.681473	78.70838	Skin - Not Sun Exposed (Suprapubic)	177148.64480391899
SRR1314728	-11.162744	78.50111	Skin - Not Sun Exposed (Suprapubic)	177258.06262928786
SRR1475653	-14.832993	80.44444	Skin - Not Sun Exposed (Suprapubic)	175884.89030447952
SRR1320735	-8.207508	78.32518	Skin - Not Sun Exposed (Suprapubic)	184329.58410650757
SRR1477653	-10.092177	71.087166	Skin - Not Sun Exposed (Suprapubic)	180077.43880723228
SRR1366081	-18.157139	81.19962	Skin - Not Sun Exposed (Suprapubic)	168391.03776838304
SRR1446695	-1.6907597	84.475494	Skin - Not Sun Exposed (Suprapubic)	184881.43821937448
SRR1343369	-9.543846	82.030624	Skin - Not Sun Exposed (Suprapubic)	178809.34056330286
SRR1420750	-12.561053	71.22006	Skin - Not Sun Exposed (Suprapubic)	178578.46321998473
SRR815805	-22.358135	68.521645	Skin - Not Sun Exposed (Suprapubic)	169224.5378489472
SRR1467277	-3.6061897	87.75994	Skin - Not Sun Exposed (Suprapubic)	176822.65301928046
SRR1311153	-10.073955	72.18659	Skin - Not Sun Exposed (Suprapubic)	179430.8924872012
SRR1476998	-21.66026	79.85327	Skin - Not Sun Exposed (Suprapubic)	161251.8403878981
SRR1490160	-11.019619	67.61769	Skin - Not Sun Exposed (Suprapubic)	178841.3046978819
SRR1095503	-10.736183	76.55346	Skin - Not Sun Exposed (Suprapubic)	179333.85369767374
SRR1420450	-15.033237	82.56674	Skin - Not Sun Exposed (Suprapubic)	173108.99646867093
SRR1473548	-7.148448	67.31167	Skin - Not Sun Exposed (Suprapubic)	175980.80945968462
SRR663525	-25.995087	71.329506	Skin - Not Sun Exposed (Suprapubic)	159777.42868466396
SRR1367150	-2.4145267	84.96078	Skin - Not Sun Exposed (Suprapubic)	182394.92940675176
SRR1083579	-6.101697	76.64672	Skin - Not Sun Exposed (Suprapubic)	183048.06069989002
SRR1361114	-2.5734675	80.208115	Skin - Not Sun Exposed (Suprapubic)	182512.08092243236
SRR1312934	-14.037636	74.067024	Skin - Not Sun Exposed (Suprapubic)	178759.97258258058
SRR1406283	-14.602692	69.763	Skin - Not Sun Exposed (Suprapubic)	174176.41275444083
SRR1399314	-22.05211	75.36261	Skin - Not Sun Exposed (Suprapubic)	163498.373290403
SRR1358082	-20.60749	79.29627	Skin - Not Sun Exposed (Suprapubic)	165196.99535033398
SRR1362949	-13.917776	80.85705	Skin - Not Sun Exposed (Suprapubic)	176428.0287376846
SRR818440	0.16362414	74.07297	Skin - Not Sun Exposed (Suprapubic)	188387.0558946119
SRR1316833	-19.589191	82.07754	Skin - Not Sun Exposed (Suprapubic)	170117.79957112655
SRR1079434	-3.7601418	87.23272	Skin - Not Sun Exposed (Suprapubic)	171867.71117916307
SRR1411046	-9.869202	79.17103	Skin - Not Sun Exposed (Suprapubic)	176180.8716842103
SRR1452143	-15.469427	74.23966	Skin - Not Sun Exposed (Suprapubic)	172811.80030253087
SRR1453528	-4.5100036	76.52552	Skin - Not Sun Exposed (Suprapubic)	183170.53644655118
SRR1471654	-15.829631	78.19716	Skin - Not Sun Exposed (Suprapubic)	173505.15233216702
SRR1398095	-17.13626	79.93909	Skin - Not Sun Exposed (Suprapubic)	172189.3136289877
SRR1409600	-12.05858	72.09955	Skin - Not Sun Exposed (Suprapubic)	176756.10559979588
SRR1442376	-19.802198	77.17223	Skin - Not Sun Exposed (Suprapubic)	169782.39874827888
SRR1466239	-17.854	80.818344	Skin - Not Sun Exposed (Suprapubic)	169055.2495846523
SRR1479531	-15.929433	78.063545	Skin - Not Sun Exposed (Suprapubic)	173193.29152908045
SRR1322093	-4.091639	76.03788	Skin - Not Sun Exposed (Suprapubic)	183675.59383739677
SRR1414400	-3.1325605	75.34107	Skin - Not Sun Exposed (Suprapubic)	185439.51284453517
SRR1349387	-7.4045796	84.147	Skin - Not Sun Exposed (Suprapubic)	176993.96287212882
SRR1477405	-15.254627	70.7737	Skin - Not Sun Exposed (Suprapubic)	176865.52739318414
SRR1393488	-16.26241	73.7124	Skin - Not Sun Exposed (Suprapubic)	170919.51209632726
SRR1070232	-15.9363785	69.53578	Skin - Not Sun Exposed (Suprapubic)	174320.9986956078
SRR1401510	-9.783913	71.03255	Skin - Not Sun Exposed (Suprapubic)	179784.93035759337
SRR815759	1.215548	81.1805	Skin - Not Sun Exposed (Suprapubic)	194564.270440924
SRR1311916	-10.870647	66.45843	Skin - Not Sun Exposed (Suprapubic)	178560.02686297562
SRR1487128	-17.005377	82.25617	Skin - Not Sun Exposed (Suprapubic)	171649.72526760548
SRR1416693	-19.880764	78.361084	Skin - Not Sun Exposed (Suprapubic)	166014.81208807707
SRR1368638	-2.4885762	85.88189	Skin - Not Sun Exposed (Suprapubic)	179175.34118590955
SRR1070888	-12.286834	76.45187	Skin - Not Sun Exposed (Suprapubic)	181083.87135200534
SRR1478171	-0.82294846	71.6401	Skin - Not Sun Exposed (Suprapubic)	186120.4640082384
SRR1376658	-14.314643	73.867004	Skin - Not Sun Exposed (Suprapubic)	177376.98598471435
SRR1366010	-11.151113	72.082184	Skin - Not Sun Exposed (Suprapubic)	180528.66656422254
SRR1465758	-20.50432	78.37475	Skin - Not Sun Exposed (Suprapubic)	167839.98064135943
SRR1311224	-22.465816	71.991974	Skin - Not Sun Exposed (Suprapubic)	166999.05674235016
SRR1399926	2.2447805	77.317665	Skin - Not Sun Exposed (Suprapubic)	192636.1305021391
SRR1466906	-16.755236	69.98047	Skin - Not Sun Exposed (Suprapubic)	171512.43445497938
SRR658837	-32.363132	12.660383	Skin - Not Sun Exposed (Suprapubic)	132718.61667038352
SRR1353243	-13.65808	79.21438	Skin - Not Sun Exposed (Suprapubic)	171400.65499451687
SRR1419342	-10.843933	72.69023	Skin - Not Sun Exposed (Suprapubic)	183221.21693096193
SRR1452203	-17.35125	82.319824	Skin - Not Sun Exposed (Suprapubic)	166134.27441653272
SRR1451757	-3.0923922	85.12915	Skin - Not Sun Exposed (Suprapubic)	181049.873902023
SRR1323289	-0.6737082	86.111084	Skin - Not Sun Exposed (Suprapubic)	176687.33549221995
SRR1094216	-4.657603	67.99189	Skin - Not Sun Exposed (Suprapubic)	179320.96698584408
SRR1320385	-1.0324209	72.55226	Skin - Not Sun Exposed (Suprapubic)	187178.35497269483
SRR1350304	-2.9344385	86.75507	Skin - Not Sun Exposed (Suprapubic)	176217.07852214586
SRR1385171	-13.408988	78.0619	Skin - Not Sun Exposed (Suprapubic)	174927.19925251167
SRR1443913	-23.262089	72.13548	Skin - Not Sun Exposed (Suprapubic)	167128.84190664892
SRR1315912	-15.809238	72.9297	Skin - Not Sun Exposed (Suprapubic)	171500.7963120106
SRR810551	-15.481199	70.9161	Skin - Not Sun Exposed (Suprapubic)	172234.72537781694
SRR1434736	-9.458568	82.30659	Skin - Not Sun Exposed (Suprapubic)	181862.54669069542
SRR1381711	-2.369985	84.88881	Skin - Not Sun Exposed (Suprapubic)	181323.92301898805
SRR1326560	-5.4633102	76.87926	Skin - Not Sun Exposed (Suprapubic)	178876.44840369222
SRR1317022	-2.6688206	71.853065	Skin - Not Sun Exposed (Suprapubic)	181392.59753635759
SRR1360785	-3.6495888	86.6036	Skin - Not Sun Exposed (Suprapubic)	175887.78250796587
SRR1347123	-9.689476	67.07219	Skin - Not Sun Exposed (Suprapubic)	178512.19550130068
SRR1487446	-9.785059	77.3152	Skin - Not Sun Exposed (Suprapubic)	179554.8789959023
SRR1347365	-5.8828015	77.1687	Skin - Not Sun Exposed (Suprapubic)	181842.7022835191
SRR1352089	-9.869213	71.09674	Skin - Not Sun Exposed (Suprapubic)	180450.0435470976
SRR1349790	-15.9343	80.183624	Skin - Not Sun Exposed (Suprapubic)	170570.41680584403
SRR1069048	-22.428474	71.84163	Skin - Not Sun Exposed (Suprapubic)	165784.74513338224
SRR1312124	-10.384411	75.16146	Skin - Not Sun Exposed (Suprapubic)	178668.11179044913
SRR1379303	2.3606474	77.56524	Skin - Not Sun Exposed (Suprapubic)	200991.116806188
SRR1487043	-13.813827	77.17719	Skin - Not Sun Exposed (Suprapubic)	173272.9289499819
SRR1091597	-15.636584	75.673134	Skin - Not Sun Exposed (Suprapubic)	175877.6634442038
SRR1381973	-12.445544	82.65629	Skin - Not Sun Exposed (Suprapubic)	175272.6229627302
SRR1327614	-20.66409	78.978355	Skin - Not Sun Exposed (Suprapubic)	163786.01522424904
SRR1331060	-9.052838	71.70108	Skin - Not Sun Exposed (Suprapubic)	179897.52627723294
SRR1356227	-19.195255	78.18352	Skin - Not Sun Exposed (Suprapubic)	168208.9048157044
SRR1309920	-10.5063	78.073135	Skin - Not Sun Exposed (Suprapubic)	178225.96627282636
SRR1333990	-10.349312	79.23131	Skin - Not Sun Exposed (Suprapubic)	173749.14890855
SRR1368463	-8.351878	67.338165	Skin - Not Sun Exposed (Suprapubic)	178782.74244748085
SRR1487592	-19.055021	69.45199	Skin - Not Sun Exposed (Suprapubic)	170092.4014378629
SRR1429223	-17.002886	78.6125	Skin - Not Sun Exposed (Suprapubic)	172518.63776975777
SRR1076292	-5.677371	66.237625	Skin - Not Sun Exposed (Suprapubic)	179015.20954451524
SRR1396859	-10.045682	78.630005	Skin - Not Sun Exposed (Suprapubic)	178235.82493218663
SRR1397926	-16.192528	73.16222	Skin - Not Sun Exposed (Suprapubic)	174730.5002844984
SRR1317685	-13.078463	74.62654	Skin - Not Sun Exposed (Suprapubic)	177972.19309907462
SRR1436698	-14.629502	69.5131	Skin - Not Sun Exposed (Suprapubic)	173607.54737272978
SRR1435963	-8.814427	78.599915	Skin - Not Sun Exposed (Suprapubic)	180190.0867761587
SRR1384962	-4.5548134	82.44875	Skin - Not Sun Exposed (Suprapubic)	182096.3086304878
SRR1455482	-17.337164	82.21245	Skin - Not Sun Exposed (Suprapubic)	164500.16713231438
SRR1474617	26.354551	27.575647	Skin - Not Sun Exposed (Suprapubic)	170239.09965011338
SRR1329971	-12.333042	72.17491	Skin - Not Sun Exposed (Suprapubic)	174663.52553682562
SRR1074289	-0.97094595	74.66911	Skin - Not Sun Exposed (Suprapubic)	184616.56104538578
SRR1318644	-3.1702168	82.75478	Skin - Not Sun Exposed (Suprapubic)	179997.86823458062
SRR1073605	-18.953491	70.18206	Skin - Not Sun Exposed (Suprapubic)	167791.3599653761
SRR1481260	12.768822	42.9027	Skin - Not Sun Exposed (Suprapubic)	176938.19015143206
SRR1399069	-6.2997065	86.78811	Skin - Not Sun Exposed (Suprapubic)	173168.27797954628
SRR1476034	-20.659586	76.91638	Skin - Not Sun Exposed (Suprapubic)	170812.59542965508
SRR1430181	-11.313738	78.89933	Skin - Not Sun Exposed (Suprapubic)	177009.8348644949
SRR1475697	-19.900347	81.062836	Skin - Not Sun Exposed (Suprapubic)	167102.70868803933
SRR1432673	-15.792566	73.79512	Skin - Not Sun Exposed (Suprapubic)	176196.97646855822
SRR1500006	-23.27054	74.17488	Skin - Not Sun Exposed (Suprapubic)	162969.11046892998
SRR1320158	-3.3753023	74.742836	Skin - Not Sun Exposed (Suprapubic)	187510.58861943928
SRR1474095	-13.24718	79.024376	Skin - Not Sun Exposed (Suprapubic)	174988.88878157476
SRR1351236	-17.257492	71.05149	Skin - Not Sun Exposed (Suprapubic)	169631.9432336453
SRR1374141	-18.5611	79.546165	Skin - Not Sun Exposed (Suprapubic)	169438.61360947305
SRR1380614	-20.462736	82.07632	Skin - Not Sun Exposed (Suprapubic)	164618.11868262617
SRR1327914	-21.007727	77.5036	Skin - Not Sun Exposed (Suprapubic)	165800.23603240168
SRR1096408	-8.141127	69.65222	Skin - Not Sun Exposed (Suprapubic)	177579.37430513685
SRR1313494	-18.661116	79.77772	Skin - Not Sun Exposed (Suprapubic)	169277.11852928065
SRR1410510	-10.889301	67.54193	Skin - Not Sun Exposed (Suprapubic)	178386.7768368135
SRR815164	-15.056269	73.383	Skin - Not Sun Exposed (Suprapubic)	174459.58004777433
SRR1354977	-13.028471	76.05083	Skin - Not Sun Exposed (Suprapubic)	177850.34710532753
SRR1345995	-11.392864	71.862656	Skin - Not Sun Exposed (Suprapubic)	178094.59650924584
SRR1499804	12.287079	29.471613	Skin - Not Sun Exposed (Suprapubic)	178199.1346348676
SRR1317201	-19.299864	80.34458	Skin - Not Sun Exposed (Suprapubic)	167848.30440306966
SRR1386844	-13.91003	81.46682	Skin - Not Sun Exposed (Suprapubic)	174819.87556541082
SRR1418516	-0.7745932	82.798904	Skin - Not Sun Exposed (Suprapubic)	186736.70770235406
SRR1337261	-4.0869265	85.96708	Skin - Not Sun Exposed (Suprapubic)	177480.67659755668
SRR1460296	-14.302955	71.72023	Skin - Not Sun Exposed (Suprapubic)	175014.1468854433
SRR1384986	-15.227299	70.479576	Skin - Not Sun Exposed (Suprapubic)	175572.96117476796
SRR1380910	-20.556229	78.79598	Skin - Not Sun Exposed (Suprapubic)	163204.68307099462
SRR1430753	-11.824345	77.10535	Skin - Not Sun Exposed (Suprapubic)	178100.92370000086
SRR1361860	-7.6631703	82.94326	Skin - Not Sun Exposed (Suprapubic)	177179.9056839838
SRR1374455	-18.848137	70.34465	Skin - Not Sun Exposed (Suprapubic)	169862.1262369902
SRR1349978	-10.364648	72.07001	Skin - Not Sun Exposed (Suprapubic)	182017.82462717296
SRR1413787	-1.0575348	81.6996	Skin - Not Sun Exposed (Suprapubic)	187328.4078404106
SRR1075247	-20.015154	77.23189	Skin - Not Sun Exposed (Suprapubic)	168144.75369613103
SRR1436004	-18.713175	71.094795	Skin - Not Sun Exposed (Suprapubic)	170760.9017011909
SRR1404274	-9.575665	78.74511	Skin - Not Sun Exposed (Suprapubic)	176479.30031855853
SRR1444741	-4.070835	84.51323	Skin - Not Sun Exposed (Suprapubic)	182120.27413963323
SRR1087801	-2.8083143	68.85082	Skin - Not Sun Exposed (Suprapubic)	180028.66925476847
SRR1443734	-15.799059	69.47825	Skin - Not Sun Exposed (Suprapubic)	175164.87481944496
SRR1347322	-10.178735	71.278206	Skin - Not Sun Exposed (Suprapubic)	178183.87438462558
SRR1314036	-10.940642	66.18391	Skin - Not Sun Exposed (Suprapubic)	179536.54014296932
SRR820810	-1.1141311	79.33107	Skin - Not Sun Exposed (Suprapubic)	187687.4126434945
SRR1406954	-17.278255	70.023705	Skin - Not Sun Exposed (Suprapubic)	171063.07704361994
SRR820427	0.91355145	81.68163	Skin - Not Sun Exposed (Suprapubic)	191275.87542516162
SRR1316747	-1.5652556	85.003105	Skin - Not Sun Exposed (Suprapubic)	187464.6803431705
SRR1479216	-1.9700983	72.32014	Skin - Not Sun Exposed (Suprapubic)	185402.54272755934
SRR1452077	-9.75284	81.29416	Skin - Not Sun Exposed (Suprapubic)	181859.4249558502
SRR1320258	-7.6862664	76.34034	Skin - Not Sun Exposed (Suprapubic)	180212.7772262774
SRR1473696	-9.996688	71.31151	Skin - Not Sun Exposed (Suprapubic)	178855.54273685563
SRR818372	-0.17508791	78.218575	Skin - Not Sun Exposed (Suprapubic)	193501.33127858874
SRR1312244	-8.05077	79.10148	Skin - Not Sun Exposed (Suprapubic)	181747.37166039634
SRR1397627	-19.766148	70.61019	Skin - Not Sun Exposed (Suprapubic)	170066.95841542858
SRR1309985	-15.854392	79.28583	Skin - Not Sun Exposed (Suprapubic)	175456.39845125866
SRR1077898	-3.5942702	83.09386	Skin - Not Sun Exposed (Suprapubic)	177400.61340314837
SRR1356142	-8.68863	85.679695	Skin - Not Sun Exposed (Suprapubic)	174428.82253577618
SRR1470230	-6.8260183	84.83962	Skin - Not Sun Exposed (Suprapubic)	177343.66944960455
SRR1335489	-14.873085	80.42772	Skin - Not Sun Exposed (Suprapubic)	173295.12316457296
SRR1401815	-1.405004	72.20827	Skin - Not Sun Exposed (Suprapubic)	190126.91489105794
SRR1366560	-20.02341	79.50432	Skin - Not Sun Exposed (Suprapubic)	164719.17292403546
SRR1380545	-11.291822	71.926865	Skin - Not Sun Exposed (Suprapubic)	181173.41946670495
SRR1332670	-15.340453	70.6475	Skin - Not Sun Exposed (Suprapubic)	174694.0382131581
SRR1321696	-23.400475	73.74532	Skin - Not Sun Exposed (Suprapubic)	161481.0960918825
SRR1479109	-11.978669	72.06363	Skin - Not Sun Exposed (Suprapubic)	178334.82755364332
SRR1457619	-11.326853	75.116394	Skin - Not Sun Exposed (Suprapubic)	176779.36850387996
SRR1489904	-7.557224	69.61421	Skin - Sun Exposed (Lower leg)	178643.7201605211
SRR1310855	-5.063361	81.06384	Skin - Sun Exposed (Lower leg)	179247.42986347267
SRR1410380	-1.7321194	84.364914	Skin - Sun Exposed (Lower leg)	180177.73378727978
SRR1351190	-9.369486	76.448265	Skin - Sun Exposed (Lower leg)	179424.4955113288
SRR656922	-19.198635	76.10052	Skin - Sun Exposed (Lower leg)	170133.81838719832
SRR1071785	-4.8991356	72.70193	Skin - Sun Exposed (Lower leg)	181512.17559727648
SRR1324226	-8.20529	72.57573	Skin - Sun Exposed (Lower leg)	179742.13202644666
SRR660522	1.0501202	76.237885	Skin - Sun Exposed (Lower leg)	192792.8015841075
SRR1330565	-12.748742	71.023865	Skin - Sun Exposed (Lower leg)	175784.34295890515
SRR662894	-4.237493	73.207466	Skin - Sun Exposed (Lower leg)	188528.89820823006
SRR1319221	3.5192435	29.39908	Skin - Sun Exposed (Lower leg)	177148.73256992875
SRR1084790	-2.8820627	82.2853	Skin - Sun Exposed (Lower leg)	182548.73842105642
SRR1436347	-22.946182	72.13742	Skin - Sun Exposed (Lower leg)	165573.50117729072
SRR659355	-22.234026	73.20842	Skin - Sun Exposed (Lower leg)	166039.66861762214
SRR1406048	-19.51062	80.45387	Skin - Sun Exposed (Lower leg)	167893.99944554226
SRR658469	-8.914539	74.76885	Skin - Sun Exposed (Lower leg)	178145.48477999424
SRR657857	-4.6051393	68.1135	Skin - Sun Exposed (Lower leg)	181904.28681827287
SRR1332117	-2.172684	76.53867	Skin - Sun Exposed (Lower leg)	184061.37632906457
SRR1311040	-0.32232884	84.06085	Skin - Sun Exposed (Lower leg)	187794.99063899808
SRR1344166	-19.05614	76.57555	Skin - Sun Exposed (Lower leg)	169535.02450561547
SRR657384	-26.12601	71.392975	Skin - Sun Exposed (Lower leg)	158637.56953667715
SRR659460	-23.141161	70.544624	Skin - Sun Exposed (Lower leg)	162621.95412100994
SRR1458890	2.670731	76.75166	Skin - Sun Exposed (Lower leg)	203080.17109144203
SRR1383571	-10.270164	77.166336	Skin - Sun Exposed (Lower leg)	179059.98663770896
SRR1321630	-16.60831	66.22461	Skin - Sun Exposed (Lower leg)	176483.45138132418
SRR1333528	-3.9751928	75.67556	Skin - Sun Exposed (Lower leg)	186381.02393390122
SRR1410356	-19.01713	71.49481	Skin - Sun Exposed (Lower leg)	172452.0598533462
SRR1089349	-21.406416	71.432335	Skin - Sun Exposed (Lower leg)	168591.20844430366
SRR1357127	-12.702832	78.65005	Skin - Sun Exposed (Lower leg)	173768.0501517718
SRR808272	0.7476535	75.4229	Skin - Sun Exposed (Lower leg)	192175.732677155
SRR1352369	-22.909782	70.32756	Skin - Sun Exposed (Lower leg)	166957.13045766656
SRR1337707	-16.26514	66.275406	Skin - Sun Exposed (Lower leg)	174373.949344692
SRR612959	-4.1600485	73.79924	Skin - Sun Exposed (Lower leg)	184209.38074273552
SRR1431406	-2.9967716	73.06002	Skin - Sun Exposed (Lower leg)	183119.24868071114
SRR658873	-8.937654	76.467354	Skin - Sun Exposed (Lower leg)	177853.8121850819
SRR1351501	-16.29843	66.17441	Skin - Sun Exposed (Lower leg)	175699.45614184067
SRR613174	-11.7932825	68.60926	Skin - Sun Exposed (Lower leg)	180372.8001754267
SRR1410594	-4.7024403	87.69193	Skin - Sun Exposed (Lower leg)	173475.4659593915
SRR604414	-17.2412	72.85126	Skin - Sun Exposed (Lower leg)	179048.92696291482
SRR1071035	-2.812659	68.86273	Skin - Sun Exposed (Lower leg)	181373.34869721887
SRR1400078	-8.798153	76.17834	Skin - Sun Exposed (Lower leg)	178640.3068466985
SRR1375485	-9.192922	73.67216	Skin - Sun Exposed (Lower leg)	177292.5002166805
SRR1382934	-7.980749	68.30303	Skin - Sun Exposed (Lower leg)	178327.12988669693
SRR1088316	-19.75805	75.93984	Skin - Sun Exposed (Lower leg)	170209.1593825866
SRR1317790	-18.65898	77.97163	Skin - Sun Exposed (Lower leg)	167640.77682065382
SRR1073731	-14.958904	74.20998	Skin - Sun Exposed (Lower leg)	176411.75132513786
SRR1391354	-5.202494	86.674706	Skin - Sun Exposed (Lower leg)	171959.97281038234
SRR1413746	-3.6779115	82.577774	Skin - Sun Exposed (Lower leg)	179106.31157055224
SRR1455460	-5.8406415	70.981514	Skin - Sun Exposed (Lower leg)	180744.5647191752
SRR1474312	-16.585243	76.02603	Skin - Sun Exposed (Lower leg)	174739.26179730304
