	PC1	PC2	smtsd	lib_size
SRR1430133	3.738921317562294	15.523606122848662	Heart - Atrial Appendage	174601.974151612
SRR1464535	-4.069898571927732	18.95046827789417	Heart - Atrial Appendage	173837.5011333393
SRR1330944	40.32289442062806	7.869646912678822	Heart - Atrial Appendage	166553.3490044688
SRR1345827	39.03158818176391	22.92055435342812	Heart - Atrial Appendage	166887.8235215371
SRR1339199	68.56997515278753	18.85796061803525	Heart - Atrial Appendage	163703.48485410828
SRR1445741	46.77178336632454	13.265567794899845	Heart - Atrial Appendage	164373.5704872076
SRR1446156	68.42558540510777	3.6889997530505205	Heart - Atrial Appendage	163402.2155158189
SRR1441850	72.23756255409063	8.857102882246721	Heart - Atrial Appendage	162007.26200718211
SRR1490505	27.00874690170755	8.708056603409718	Heart - Atrial Appendage	168409.13187075377
SRR1444390	-21.858791738207987	1.015524397801309	Heart - Atrial Appendage	176842.6858273296
SRR1407470	31.918818152028862	18.761637709320414	Heart - Atrial Appendage	168578.05945409063
SRR1318662	-42.17679740051101	14.003747700050882	Heart - Atrial Appendage	181461.06985623116
SRR1487233	30.706187364490766	-7.891936358640502	Heart - Atrial Appendage	165716.0105353432
SRR1468682	41.96081306809074	21.201406924227893	Heart - Atrial Appendage	164718.26144438947
SRR1380501	97.89968808307029	27.861199466675377	Heart - Atrial Appendage	157786.9704101752
SRR1392208	18.41169224704647	8.95157872121672	Heart - Atrial Appendage	170305.61052324384
SRR664743	107.83281863309284	23.514225139074025	Heart - Atrial Appendage	153412.58634774017
SRR1437208	11.530165431559164	16.49370737804246	Heart - Atrial Appendage	172074.34435312278
SRR1374028	39.17114114433672	-1.9022976115740422	Heart - Atrial Appendage	167164.64410363272
SRR1456693	64.95154409785277	2.307340541997582	Heart - Atrial Appendage	161232.43803522745
SRR1358482	13.323903722368875	-10.77516449283297	Heart - Atrial Appendage	170864.041451163
SRR1446393	0.2595465117938856	-26.508763032219314	Heart - Atrial Appendage	173515.7061394552
SRR1086889	90.84685293566791	25.13610485454063	Heart - Atrial Appendage	156768.40450014945
SRR1479286	81.23231651502361	23.37290325970077	Heart - Atrial Appendage	158260.7359485471
SRR1340641	33.09257944757113	10.989466156807014	Heart - Atrial Appendage	164886.13666592486
SRR1339321	24.63529218747416	16.904093803016103	Heart - Atrial Appendage	167813.14502631986
SRR660756	132.6487166360303	23.011375298777907	Heart - Atrial Appendage	152051.34391189198
SRR1341408	-47.487268647799084	3.6942921885630655	Heart - Atrial Appendage	183265.71495274
SRR821183	-17.070892284634432	-9.49190702304941	Heart - Atrial Appendage	178468.945199629
SRR654940	158.5858863551302	7.352135063265746	Heart - Atrial Appendage	149622.87895992328
SRR1457872	19.5419628298727	18.206472094024	Heart - Atrial Appendage	171033.26811135298
SRR810051	-45.40929002208504	5.999125066599361	Heart - Atrial Appendage	182658.103706203
SRR1419615	28.49633956587957	7.767652060841068	Heart - Atrial Appendage	168981.31072724634
SRR1487425	29.33118508235181	7.047612278718565	Heart - Atrial Appendage	168851.66604159732
SRR1429802	46.05154684899423	14.581786056715668	Heart - Atrial Appendage	165292.4070460327
SRR1323512	-13.227543938248797	9.161174064771972	Heart - Atrial Appendage	175378.03918181022
SRR1345436	42.5416678810335	6.4494478433053	Heart - Atrial Appendage	167693.0035478826
SRR1380785	47.553430477150165	7.142895650175665	Heart - Atrial Appendage	166562.04135789967
SRR1456567	33.09358567900419	8.674684099141967	Heart - Atrial Appendage	168946.7208469781
SRR1325247	6.862741667701029	15.408727157456205	Heart - Atrial Appendage	172108.09280500823
SRR1388105	91.25049605887374	13.247452105427401	Heart - Atrial Appendage	158510.35688901786
SRR1454136	20.86661281312586	12.992458549607786	Heart - Atrial Appendage	171955.51020842156
SRR1098288	52.75387567039213	13.361794913333494	Heart - Atrial Appendage	164843.252060434
SRR1405206	8.82284293909152	-15.989432322441788	Heart - Atrial Appendage	173742.5039267463
SRR1321420	12.505061164128653	6.688627788923154	Heart - Atrial Appendage	169563.60470492544
SRR1368616	-46.473156916942116	2.188080696375721	Heart - Atrial Appendage	179902.38090434298
SRR1443182	47.51465046547962	13.522998346482858	Heart - Atrial Appendage	164792.27345106998
SRR1477837	58.04953201206833	18.426857131513845	Heart - Atrial Appendage	162920.18418604718
SRR1314851	38.600466442069575	18.384011695574763	Heart - Atrial Appendage	167041.73075200542
SRR1343795	32.25602380421524	15.103641333636219	Heart - Atrial Appendage	169414.6928272938
SRR658481	63.21492843261925	18.135462920690514	Heart - Atrial Appendage	159731.70992054397
SRR1316725	-20.986724220284984	-24.003878593951796	Heart - Atrial Appendage	177429.6460295024
SRR1335627	91.60639177794226	0.6038658006058996	Heart - Atrial Appendage	156039.37361801576
SRR1360587	101.5338649832106	15.844705844235914	Heart - Atrial Appendage	155083.78324043995
SRR656300	17.07087409886666	18.6164258566409	Heart - Atrial Appendage	167930.41438086986
SRR1349433	54.14008161653664	19.340422473297327	Heart - Atrial Appendage	164967.3890613054
SRR1417960	26.32940201930573	8.763610266832314	Heart - Atrial Appendage	167446.50579351716
SRR1404251	-60.66364739839568	11.662983432840688	Heart - Atrial Appendage	182191.7425277594
SRR1381269	-20.456466533338922	7.349705764817424	Heart - Atrial Appendage	177831.32385696864
SRR657695	23.825819760181826	-4.522830253228463	Heart - Atrial Appendage	167530.40229617397
SRR1342701	87.51022475589727	2.7488469878512642	Heart - Atrial Appendage	157232.33977172538
SRR1357650	37.46154153866082	6.309547919404355	Heart - Atrial Appendage	166460.44602897353
SRR1472237	35.26976398722282	19.06660904166789	Heart - Atrial Appendage	167753.68956048353
SRR1470816	43.65066294512993	9.151546757578625	Heart - Atrial Appendage	164972.08227295245
SRR1365700	-11.421682080887932	22.59405443803878	Heart - Atrial Appendage	176264.6573563128
SRR1343653	39.46315695938742	19.9006260120911	Heart - Atrial Appendage	167729.51593016225
SRR1447673	94.22570019971096	19.831219353794182	Heart - Atrial Appendage	155688.214678459
SRR1442273	19.333355969314365	16.97252793489905	Heart - Atrial Appendage	169399.57872437593
SRR808327	20.988726316570524	18.90708070725716	Heart - Atrial Appendage	170567.74385101997
SRR1420811	19.33742120090194	24.234274106273244	Heart - Atrial Appendage	170024.6021622843
SRR1392795	61.043552447913385	6.792721557735781	Heart - Atrial Appendage	161883.0958196845
SRR1478812	100.81651550421009	18.023323875053634	Heart - Atrial Appendage	155058.9589369854
SRR1336134	60.44862144294372	19.09404275636254	Heart - Atrial Appendage	163526.717662753
SRR1378243	45.542175358188	3.716736760663226	Heart - Atrial Appendage	162950.5411258171
SRR1478990	29.367283579309312	-0.22033358998738173	Heart - Atrial Appendage	168273.71767633592
SRR1311109	60.33430176399175	18.41417051307955	Heart - Atrial Appendage	161083.70205450465
SRR662641	-48.44410433349344	11.093689306532939	Heart - Atrial Appendage	180626.3270489928
SRR1378131	23.95031415872803	10.497804543517073	Heart - Atrial Appendage	168799.27255603264
SRR1417766	24.62204360006973	10.905860673663508	Heart - Atrial Appendage	170688.13078685623
SRR1420606	89.97864844508781	14.350617205883845	Heart - Atrial Appendage	159846.74772177468
SRR1436490	15.960748274484727	1.8748940256969095	Heart - Atrial Appendage	172743.95881508722
SRR1369030	40.59184367355294	8.515709798576827	Heart - Atrial Appendage	168250.05733640958
SRR1410334	32.20983623412176	-7.909421799463422	Heart - Atrial Appendage	166747.5048918878
SRR1340617	42.67092726302115	29.37484704429899	Heart - Atrial Appendage	165955.17176293238
SRR1489715	85.51417112669422	22.540674012985033	Heart - Atrial Appendage	159066.40826272374
SRR1094192	46.887710855890155	9.024601886825083	Heart - Atrial Appendage	164262.53833511902
SRR1362824	31.26983180313787	15.233894823385079	Heart - Atrial Appendage	168505.07477810915
SRR1437454	49.69780525966259	19.68922584850074	Heart - Atrial Appendage	162948.82893669076
SRR1487807	84.42831538836619	30.65922216637677	Heart - Atrial Appendage	158708.00729979094
SRR1318484	14.757668755527318	6.695248500833769	Heart - Atrial Appendage	171063.46303663182
SRR1366367	52.06678312384388	12.965007756388154	Heart - Atrial Appendage	163706.70936437635
SRR1458026	60.05533342442566	13.198364715624935	Heart - Atrial Appendage	160882.5775321075
SRR1434568	46.06944809495622	11.7671757477273	Heart - Atrial Appendage	163873.14998800334
SRR1341965	57.10973890336747	16.31671356144304	Heart - Atrial Appendage	163330.08191535482
SRR1418390	124.94862910258983	19.174630694601277	Heart - Atrial Appendage	153045.50901580008
SRR1387475	-2.4906627888550936	2.6890022921585723	Heart - Atrial Appendage	174197.16429507398
SRR1392813	66.8989691343861	14.637198244191143	Heart - Atrial Appendage	163507.8049660598
SRR1093243	110.16476178681981	16.974474615851065	Heart - Atrial Appendage	154066.88500535456
SRR1473505	9.032043848831085	-5.5904523187801916	Heart - Atrial Appendage	169986.9027033138
SRR1453026	35.45278363294987	12.405134845117216	Heart - Atrial Appendage	167322.4103106759
SRR1352234	63.49903249205903	21.58622481384451	Heart - Atrial Appendage	162112.5466800006
SRR1490076	45.067740705568255	21.0931879128847	Heart - Atrial Appendage	166243.802586235
SRR1388419	65.42007038184707	22.945402460835172	Heart - Atrial Appendage	160672.71645656053
SRR1452491	56.41228530945366	26.352379200201522	Heart - Atrial Appendage	162968.5664995472
SRR1312482	-22.02003251109436	11.406785420122523	Heart - Atrial Appendage	176760.90537992044
SRR1435584	17.946384877369585	7.399398670259892	Heart - Atrial Appendage	170468.73916397986
SRR1333414	-13.721936175386663	16.2224667521759	Heart - Atrial Appendage	177980.5099685184
SRR1406662	26.3522557253369	6.630653876532208	Heart - Atrial Appendage	168675.2962427592
SRR817563	-30.62304937662385	1.9522762031288896	Heart - Atrial Appendage	181159.30363076544
SRR818530	-27.3186118212322	-9.784229285651524	Heart - Atrial Appendage	178709.1159055369
SRR1398371	8.847541979109502	0.7964564006833124	Heart - Atrial Appendage	171833.9076732521
SRR1409748	36.69055385084899	12.072503324507805	Heart - Atrial Appendage	167388.94126659262
SRR1361156	8.69605669469409	10.887023538680452	Heart - Atrial Appendage	172814.89346100937
SRR1430679	33.26037503290164	27.313908045433735	Heart - Atrial Appendage	166787.15768525496
SRR1309856	53.896253089031944	15.15033789979517	Heart - Atrial Appendage	164813.87484725562
SRR1431602	30.321540366841898	6.061412602721277	Heart - Atrial Appendage	169418.15557610884
SRR813915	-44.877465659166084	7.83891879372457	Heart - Atrial Appendage	181740.9403401126
SRR1102756	60.16132817268506	22.404226499407216	Heart - Atrial Appendage	162923.107954477
SRR1366519	30.46049633749097	21.997911340451893	Heart - Atrial Appendage	168740.2273411253
SRR663014	10.880099304963428	-4.761646167356656	Heart - Atrial Appendage	171162.9947992804
SRR1080438	77.71867883306764	12.516462614664148	Heart - Atrial Appendage	159690.04556194204
SRR1397180	100.410482707303	28.090884240258248	Heart - Atrial Appendage	158311.9387002624
SRR1362488	118.40504665581136	13.867575260360173	Heart - Atrial Appendage	154076.65811810672
SRR810737	10.623219859992615	13.074899236611161	Heart - Atrial Appendage	170704.18173267134
SRR1075997	-33.54764292034863	18.674065504738174	Heart - Atrial Appendage	179456.30386248953
SRR1455503	-28.93851768849695	10.068480654581373	Heart - Atrial Appendage	179458.56511111005
SRR815893	-24.11599952607867	13.167103395671	Heart - Atrial Appendage	176667.41825120998
SRR1090483	15.602405993164908	16.491020069515272	Heart - Atrial Appendage	171219.58688022144
SRR1408072	15.41349569495114	9.629609353604085	Heart - Atrial Appendage	169549.60776771497
SRR1351583	190.60232404481792	30.71030391314326	Heart - Atrial Appendage	142616.59714299245
SRR812222	-45.40861269363734	14.968413938531718	Heart - Atrial Appendage	181173.55488799338
SRR1429516	8.968810264255417	14.613692772528541	Heart - Atrial Appendage	172679.55949048058
SRR1473142	19.123540052042085	13.955400942916562	Heart - Atrial Appendage	167544.61368021468
SRR812649	0.34698933545943705	5.668830030718542	Heart - Atrial Appendage	175787.23368466622
SRR1479933	47.08597480162014	-7.563609000259203	Heart - Atrial Appendage	165073.06089990755
SRR1308674	64.29450691825743	23.359486971050504	Heart - Atrial Appendage	162589.04303425015
SRR1308200	2.3617979410518823	22.402042088007654	Heart - Atrial Appendage	172938.30917609867
SRR1384827	-1.0383862479338	16.807474739842103	Heart - Atrial Appendage	174517.54758417094
SRR1367849	86.93320857959924	26.47713516286579	Heart - Atrial Appendage	157354.07670600998
SRR1478434	60.50680665597852	19.639972044392643	Heart - Atrial Appendage	162237.60562501493
SRR663100	-25.524817358857394	8.415899577489467	Heart - Atrial Appendage	176059.7052392586
SRR1384413	77.8558228975271	22.053807152106504	Heart - Atrial Appendage	158114.2014683988
SRR1334694	87.33638389363738	27.485638829584794	Heart - Atrial Appendage	159300.34220880736
SRR1366855	66.20175058001169	19.56131185291466	Heart - Atrial Appendage	160200.59508904646
SRR813728	-43.052644673230844	-2.948886429753384	Heart - Atrial Appendage	182489.09647963138
SRR1419829	98.10745967079168	-3.321023106714331	Heart - Atrial Appendage	157020.09497556076
SRR1464281	-29.922032659621536	3.8565580642776243	Heart - Atrial Appendage	178455.36989392148
SRR1398311	-38.164989062754174	-12.249312566864418	Heart - Atrial Appendage	179972.77351195613
SRR814587	-47.392384896562795	6.285162045714527	Heart - Atrial Appendage	182207.28103756218
SRR1332835	40.92289678210543	23.826879375695516	Heart - Atrial Appendage	167240.372341079
SRR1441464	35.285725391351974	26.42719383282132	Heart - Atrial Appendage	166682.3328895979
SRR1392749	81.8660244066532	13.085670400723213	Heart - Atrial Appendage	158852.96384801526
SRR1385364	152.75419878585407	24.339445868758524	Heart - Atrial Appendage	148135.7757623614
SRR1379365	80.37904200888629	17.010539582821373	Heart - Atrial Appendage	157977.52229815762
SRR1479263	-6.3193126831715	10.524278983384065	Heart - Atrial Appendage	173886.86201854248
SRR1384852	63.54144500640544	31.620660064239413	Heart - Atrial Appendage	163376.38842531323
SRR1313853	36.442230439169705	17.620126907586993	Heart - Atrial Appendage	166990.45555867383
SRR1488632	75.61073226946033	7.004921931404021	Heart - Atrial Appendage	157798.35452167556
SRR1430357	64.25966588916776	10.200547229423146	Heart - Atrial Appendage	160616.72680286597
SRR1442149	53.44796743857872	9.473842575102402	Heart - Atrial Appendage	163903.10033571807
SRR1398706	81.72500573272563	11.049904411300409	Heart - Atrial Appendage	160164.11458509587
SRR1414982	8.342509058004923	8.219337093567836	Heart - Atrial Appendage	172071.06852351374
SRR1400397	20.727177693665123	7.405746993225107	Heart - Atrial Appendage	170954.71357990053
SRR1485078	27.278073338916	-1.5467182866896765	Heart - Atrial Appendage	168591.48396104417
SRR1338171	-108.49308188616735	-10.149825598731171	Heart - Atrial Appendage	193553.64152240142
SRR1392434	41.8661961120558	14.240655590629567	Heart - Atrial Appendage	164425.99007117984
SRR1356487	5.112335133302706	-4.31462826073857	Heart - Atrial Appendage	175411.57140505913
SRR1432366	13.57406672933372	14.491526950635418	Heart - Atrial Appendage	170310.04782148128
SRR1077528	71.75395021038155	22.938094398720658	Heart - Atrial Appendage	159580.39432144834
SRR1414857	19.019970594444263	10.108933198292721	Heart - Atrial Appendage	171432.1498485451
SRR1442648	28.923281643214583	9.078134841555737	Heart - Atrial Appendage	168152.6929383505
SRR1368794	58.94618705973391	-0.448181999608756	Heart - Atrial Appendage	165178.10468399926
SRR1088340	-21.971145168705156	8.091124660642018	Heart - Atrial Appendage	178198.0741451304
SRR1406069	70.35844177370967	11.99446880357429	Heart - Atrial Appendage	159471.5337761186
SRR807727	-52.86329197885979	0.3744597939370262	Heart - Atrial Appendage	184221.66042739697
SRR1077115	44.08934105196236	17.770261996321537	Heart - Atrial Appendage	164472.6399034291
SRR1442487	44.70739936238398	18.391606103053864	Heart - Atrial Appendage	167984.11004887323
SRR1408227	50.967186742106925	22.586707608410354	Heart - Atrial Appendage	164786.90786727032
SRR1344271	55.183273816973276	21.891229916788475	Heart - Atrial Appendage	164304.9070092802
SRR1093269	48.70083122412788	13.382980345297819	Heart - Atrial Appendage	164468.3434109518
SRR1317707	-3.401039395337906	8.197730889001566	Heart - Atrial Appendage	175136.11156961272
SRR1467612	93.66153033999629	11.839039027050777	Heart - Atrial Appendage	155886.34844077058
SRR1387091	58.312575778730874	18.879706124934003	Heart - Atrial Appendage	162408.30941646008
SRR1455607	49.73088906123119	17.19665094825145	Heart - Atrial Appendage	163963.09689144752
SRR1458484	124.29978468590716	27.59384171723235	Heart - Atrial Appendage	150583.30422629789
SRR1384917	52.632965066073936	1.8887975438117388	Heart - Atrial Appendage	162040.76544398972
SRR1092889	82.55697836411788	-7.946103317405226	Heart - Atrial Appendage	158400.89873005
SRR1331013	54.07867725473606	25.76509987461163	Heart - Atrial Appendage	164509.19466907645
SRR1390072	77.12345669565813	22.08805034621036	Heart - Atrial Appendage	159616.91057309485
SRR1439958	8.707380373206414	14.537042366705974	Heart - Atrial Appendage	172966.7546427417
SRR1069690	27.127977209861907	-7.513402115109127	Heart - Atrial Appendage	168444.48300457463
SRR1334154	71.13489324319883	10.792748165278013	Heart - Atrial Appendage	162304.13483456985
SRR1435182	37.838550585587974	28.196000933021875	Heart - Atrial Appendage	166929.80945529032
SRR1402414	36.299465017916006	6.243267439180435	Heart - Atrial Appendage	167720.33434646227
SRR1459956	2.431128238661351	14.390318551058737	Heart - Atrial Appendage	175574.0168349503
SRR1321608	57.63795560740047	12.883662205929273	Heart - Atrial Appendage	163673.93721800036
SRR1457039	35.98767247920364	20.62133083243571	Heart - Atrial Appendage	165800.6954253146
SRR1088734	23.61061345571677	12.718590717103352	Heart - Atrial Appendage	168269.18252500365
SRR1486174	17.45792190674024	8.865616440918956	Heart - Atrial Appendage	170471.80951448614
SRR1472281	40.27112472125301	15.18645618885199	Heart - Atrial Appendage	166719.36087806086
SRR1381211	56.809538581815445	11.118022471788953	Heart - Atrial Appendage	163291.06168567901
SRR811535	124.66438161264385	33.18427965152922	Heart - Left Ventricle	154882.60429333424
SRR1360442	39.6374835494999	4.260176641788352	Heart - Left Ventricle	163155.3606398118
SRR814611	-21.153131819126862	15.200062746148664	Heart - Left Ventricle	176199.71005005453
SRR1323628	47.996137949596886	8.449203835666866	Heart - Left Ventricle	162808.61348183837
SRR1312540	41.308677110071834	23.259191409137372	Heart - Left Ventricle	164369.43615437712
SRR663404	56.44050972067774	17.631634842162196	Heart - Left Ventricle	158905.78476412356
SRR1337238	36.469044597434824	21.296018425617593	Heart - Left Ventricle	164308.24444757676
SRR659637	11.91758278924046	18.332238612581992	Heart - Left Ventricle	171678.4981965052
SRR662763	174.17140363428405	23.82899718657789	Heart - Left Ventricle	146473.5983076577
SRR601613	5.386961015421922	14.022774949889293	Heart - Left Ventricle	171591.68231809745
SRR600474	62.89481982786606	24.130597245214194	Heart - Left Ventricle	160714.70675168931
SRR599086	12.58021226742155	15.39831667866298	Heart - Left Ventricle	170429.6064691812
SRR1307699	79.21996205584809	22.038079032118127	Heart - Left Ventricle	156703.1291935111
SRR1355660	108.68562780717744	28.568578560586374	Heart - Left Ventricle	152225.81653698796
SRR1469591	94.13341486031894	33.871372050635536	Heart - Left Ventricle	155983.0166446591
SRR1442686	51.53927247355544	13.104291804746348	Heart - Left Ventricle	163939.69521738472
SRR606939	-38.51071417244108	9.810574798007535	Heart - Left Ventricle	177653.4494768314
SRR1071692	-5.559958181806786	10.290563250271491	Heart - Left Ventricle	172947.64677461592
SRR662390	-76.224249317031	10.217832170578353	Heart - Left Ventricle	183068.31093859952
SRR1322395	44.419831879708745	25.0110232951986	Heart - Left Ventricle	161338.17226670787
SRR1406265	74.46748578604978	13.283649544155919	Heart - Left Ventricle	154950.8895512277
SRR1440445	110.50881744230155	10.030404782741147	Heart - Left Ventricle	154771.02366801395
SRR1345736	69.50505749291558	25.245171514253368	Heart - Left Ventricle	158977.30703506517
SRR1086844	30.049438915487336	16.32228377572959	Heart - Left Ventricle	166723.15170970408
SRR1409641	69.10455558155867	15.991883353004338	Heart - Left Ventricle	159779.97083398543
SRR600924	134.46647997624385	37.038497111422636	Heart - Left Ventricle	153052.07727456983
SRR661120	178.84822722154112	30.317574243606927	Heart - Left Ventricle	144457.68032505218
SRR1076779	94.96894526022571	19.346428878619218	Heart - Left Ventricle	153995.83019029285
SRR613759	140.83153380168622	20.206073600767684	Heart - Left Ventricle	146805.1170142552
SRR1310373	167.0316312867558	20.349734787556375	Heart - Left Ventricle	146571.96610530233
SRR1430951	212.143149236389	11.518098145007501	Heart - Left Ventricle	137841.7243314024
SRR1507229	269.81215768763354	24.68591693614029	Heart - Left Ventricle	126208.92181305506
SRR655423	-27.238985157946004	9.653513840512638	Heart - Left Ventricle	173198.25091323347
SRR1460073	34.696316473431615	6.579785164950201	Heart - Left Ventricle	163774.93246108462
SRR1087197	66.58629984712643	9.704018665948967	Heart - Left Ventricle	160955.84609878063
SRR660366	-6.180571343506924	14.898750704574615	Heart - Left Ventricle	170359.2030529011
SRR817825	-7.906930352645311	-7.567165388991421	Heart - Left Ventricle	174764.51303244452
SRR1080415	132.18062754561583	25.65435126639453	Heart - Left Ventricle	147256.11273598066
SRR1086304	134.91505261830602	12.542059264909694	Heart - Left Ventricle	148887.51163483344
SRR1353970	-0.44868489272954326	5.918844702825557	Heart - Left Ventricle	169567.29831410575
SRR1325464	51.111203207582	24.593608146796967	Heart - Left Ventricle	161529.9264876072
SRR1375677	22.626537977023606	11.62500338049944	Heart - Left Ventricle	167622.98782188635
SRR1403458	55.05657295809777	17.306668295998566	Heart - Left Ventricle	162591.4492027957
SRR1434093	25.47525239687432	13.953616022623676	Heart - Left Ventricle	167620.78880733432
SRR598509	212.3540731478048	18.225493653947986	Heart - Left Ventricle	138300.42142111342
SRR1357558	142.81254526430754	23.61553471562087	Heart - Left Ventricle	145481.3751675981
SRR1477033	69.58391228092452	26.987083733632332	Heart - Left Ventricle	157386.48299794263
SRR2185233	-106.91068891672559	10.406308778108537	Heart - Left Ventricle	187578.65424057562
SRR1399990	-33.926844817373535	18.97132548678709	Heart - Left Ventricle	177888.42847409492
SRR657903	27.391011109545854	6.01433592914661	Heart - Left Ventricle	164444.4857288596
SRR1352213	145.5239552240618	31.483764306371327	Heart - Left Ventricle	145569.95827874614
SRR1321283	236.6921980371442	30.721157576922714	Heart - Left Ventricle	131208.2995546937
SRR604122	38.161125230152706	5.301873107784856	Heart - Left Ventricle	163047.8124956545
SRR1383960	60.7453989826396	17.866400080241647	Heart - Left Ventricle	161836.08322191954
SRR1355194	89.96372596967478	-2.056645109415126	Heart - Left Ventricle	156134.49175245172
SRR1086140	28.86444179420337	-23.690975419482083	Heart - Left Ventricle	162850.33254840565
SRR1397052	35.08952030788182	0.51374480672708	Heart - Left Ventricle	165007.69953973105
SRR1387702	61.353336347978924	15.405445900186834	Heart - Left Ventricle	158673.904290057
SRR1313560	52.77308686497016	5.895590009001524	Heart - Left Ventricle	160758.935598322
SRR1467904	109.32126419884067	10.929373534933244	Heart - Left Ventricle	153336.301211708
SRR1311509	27.936858900305378	-17.871169733393682	Heart - Left Ventricle	163393.1567651815
SRR1367456	40.73212563783321	-2.3958661222540405	Heart - Left Ventricle	165359.6663995998
SRR1446226	62.81529434226581	22.523060088224295	Heart - Left Ventricle	159953.8855184911
SRR601986	84.3186556022796	23.539162012797274	Heart - Left Ventricle	158694.47909173003
SRR657492	-135.63038991751336	-6.35117431818354	Heart - Left Ventricle	193492.94774087428
SRR614996	82.34001335782578	32.2494119406127	Heart - Left Ventricle	158016.6353065124
SRR1457768	184.09190482211187	20.894807490063943	Heart - Left Ventricle	139592.11524954476
SRR1340280	104.29550598989789	5.940832199013705	Heart - Left Ventricle	153279.45101394595
SRR662665	25.456148100406892	10.232855987379123	Heart - Left Ventricle	166252.10274733178
SRR1329177	151.4929064280719	38.21720166172953	Heart - Left Ventricle	145497.86412076943
SRR820316	-22.07999695437121	10.55248196506429	Heart - Left Ventricle	171335.40809369643
SRR602437	69.5280483222182	23.314642689708183	Heart - Left Ventricle	160220.92896925844
SRR1381693	55.207113360250844	16.467535173801693	Heart - Left Ventricle	160624.22599412836
SRR1468613	23.485089601504793	14.041289748112153	Heart - Left Ventricle	166666.80602410185
SRR1478149	153.39426345327493	14.15513814994813	Heart - Left Ventricle	148004.00355866167
SRR1364695	110.372143072068	16.535670208269547	Heart - Left Ventricle	153387.14025672054
SRR612335	-11.058848744990625	-3.9005481204118237	Heart - Left Ventricle	173670.2834533471
SRR613462	48.49223648186783	15.736920815172248	Heart - Left Ventricle	163179.6110509555
SRR1348226	81.04448703422167	27.88748877267949	Heart - Left Ventricle	157695.3466369471
SRR1339921	76.17833541225677	28.733608660818927	Heart - Left Ventricle	158849.95513774807
SRR1072650	103.18586092056879	25.28225664170519	Heart - Left Ventricle	152139.81659317337
SRR1084965	166.88831225064845	35.78201481542457	Heart - Left Ventricle	140817.7643265107
SRR612875	52.96906748974171	18.5160467861256	Heart - Left Ventricle	163512.90887751614
SRR1310563	46.61133810387032	-2.656102813770586	Heart - Left Ventricle	165776.72128211614
SRR1352619	247.90715787772976	29.044427309806668	Heart - Left Ventricle	130286.07902669266
SRR615898	404.33945551082707	63.47123638966319	Heart - Left Ventricle	108297.9282655411
SRR1405028	36.61471503536971	4.008183547910813	Heart - Left Ventricle	165400.8120969205
SRR601868	68.07015963213739	25.993783608702117	Heart - Left Ventricle	160241.42212036817
SRR1394520	32.5295266514849	21.56619886230029	Heart - Left Ventricle	164978.94316923592
SRR1330965	186.75310256971812	20.356431254232554	Heart - Left Ventricle	140646.10023449897
SRR598589	-5.134570717978551	3.6325237171079623	Heart - Left Ventricle	172797.31009302213
SRR1369536	56.868852267549016	20.53384815329782	Heart - Left Ventricle	161365.42294235766
SRR1321225	61.14422278987163	20.211376754493397	Heart - Left Ventricle	161605.4911075515
SRR608480	146.13941954194857	36.45358281900398	Heart - Left Ventricle	151649.38343234346
SRR1349893	49.805368730218454	13.410382013480628	Heart - Left Ventricle	161838.6649693292
SRR661192	-40.92493319041206	14.211397922873305	Heart - Left Ventricle	177790.54502203767
SRR659283	90.53192585936382	10.075784213985965	Heart - Left Ventricle	153333.9602632402
SRR1340441	222.09856856889672	24.69058819801875	Heart - Left Ventricle	135958.7791058487
SRR1087992	65.85446976159835	21.941566074776542	Heart - Left Ventricle	159750.51164030985
SRR1397329	200.8368341308817	27.989812441955557	Heart - Left Ventricle	138310.5486002355
SRR1442250	29.121193409905832	-9.39608289933769	Heart - Left Ventricle	167978.51988644165
SRR1382508	74.30393410806131	22.169668849347598	Heart - Left Ventricle	161463.97364506408
SRR1405593	29.420331528695403	19.006506026403382	Heart - Left Ventricle	166703.5756352301
SRR600852	65.78515388131478	26.853589087190556	Heart - Left Ventricle	159432.14341266605
SRR1435501	69.60915320721207	23.462237419003163	Heart - Left Ventricle	158159.745739955
SRR1326040	66.59142371412518	12.730844194816322	Heart - Left Ventricle	161858.42922607122
SRR1434399	29.469835581488734	8.285722431812674	Heart - Left Ventricle	166546.24755378615
SRR1069802	112.44513090810315	13.392634560108865	Heart - Left Ventricle	149770.29044906428
SRR658283	101.84884585279357	36.08024535135324	Heart - Left Ventricle	159504.87816547716
SRR656899	-19.545624313872487	-4.865769910585288	Heart - Left Ventricle	171775.58754844987
SRR1358779	109.92545024547489	13.359304467100463	Heart - Left Ventricle	153662.98983124242
SRR1430639	102.78014655483172	19.0912620261102	Heart - Left Ventricle	152126.66209170548
SRR656433	110.61810667663278	27.783781025480632	Heart - Left Ventricle	149367.90333087707
SRR1332607	129.75225411940812	34.788869644693065	Heart - Left Ventricle	151207.87165966933
SRR599249	26.22129734709376	3.537074279604236	Heart - Left Ventricle	166535.1217039104
SRR662043	202.30441483955445	41.419834809533384	Heart - Left Ventricle	140408.8045114334
SRR602461	67.78261910941465	31.415640552293628	Heart - Left Ventricle	161210.93918081262
SRR1349772	27.50027762317504	9.242304656263839	Heart - Left Ventricle	164439.06175548333
SRR1406243	58.89768913956225	18.022591637295875	Heart - Left Ventricle	160395.79529526437
