"x"
"SRR660824"	70450863
"SRR2166176"	79931957
"SRR606939"	77440788
"SRR2167642"	71585714
"SRR2165473"	75119294
"SRR603858"	63249273
"SRR607445"	58482552
"SRR661651"	18306569
"SRR663753"	65400159
"SRR808704"	59354775
"SRR660306"	42159349
"SRR816015"	67890872
"SRR1389909"	60928160
"SRR812970"	60361006
"SRR1485892"	61961141
"SRR1380716"	65488571
"SRR1455060"	56927144
"SRR1499584"	61178443
"SRR1073217"	60089197
"SRR665551"	51336369
"SRR664854"	54285805
"SRR817070"	58349812
"SRR656107"	29350246
"SRR811697"	58741335
"SRR810713"	58457620
"SRR1337909"	59261831
"SRR1397094"	56189281
"SRR817686"	55538049
"SRR818821"	56169455
"SRR612803"	44061902
"SRR1330792"	54050242
"SRR815116"	55146585
"SRR1468613"	57099436
"SRR815256"	54243629
"SRR1320785"	54594424
"SRR1392593"	54862820
"SRR1410823"	56261233
"SRR613282"	47785367
"SRR1359328"	49138786
"SRR1499543"	52368677
"SRR1486995"	51218767
"SRR1487107"	52508150
"SRR815184"	52027969
"SRR1443419"	50599097
"SRR1403934"	53504851
"SRR1330831"	51791753
"SRR1081961"	51086840
"SRR813043"	43181588
"SRR815140"	48797828
"SRR1349562"	48953404
"SRR656874"	45315053
"SRR818057"	50645417
"SRR816969"	45557230
"SRR1381693"	52719512
"SRR1335338"	45464516
"SRR659037"	41779868
"SRR1355396"	53476361
"SRR808220"	49519732
"SRR1341480"	50092898
"SRR1353376"	44707941
"SRR1475930"	45203146
"SRR1394713"	50452879
"SRR657516"	46648489
"SRR1499040"	51823655
"SRR1091008"	46872760
"SRR1454761"	50936097
"SRR1409282"	50367445
"SRR662031"	41789258
"SRR821124"	47808403
"SRR1404401"	48748814
"SRR1325483"	46614366
"SRR1375394"	46903480
"SRR1335188"	44803165
"SRR808862"	47814504
"SRR1380886"	47188145
"SRR1453591"	44357841
"SRR615407"	22102179
"SRR1443092"	48873927
"SRR657372"	40834652
"SRR1456250"	44611631
"SRR1075825"	44263180
"SRR1331311"	43997954
"SRR1313664"	44974642
"SRR1454671"	48253626
"SRR1433708"	46956368
"SRR1498997"	40923031
"SRR1454460"	42177302
"SRR1415637"	44200364
"SRR661167"	36699265
"SRR1081283"	43081371
"SRR1416386"	45914109
"SRR1447523"	36325893
"SRR615177"	35089026
"SRR1477883"	44682841
"SRR1404623"	39152934
"SRR1348339"	46339317
"SRR1322010"	42031257
"SRR1394495"	45363050
"SRR1442087"	43088615
"SRR1467904"	44986239
"SRR1452399"	44892983
"SRR1420493"	46044811
"SRR1472347"	43391169
"SRR1442648"	44672545
"SRR1433902"	43443496
"SRR1321064"	46428033
"SRR655435"	41766201
"SRR663440"	38602121
"SRR1454695"	39067157
"SRR1085134"	41821445
"SRR1076441"	43064318
"SRR1447215"	42983456
"SRR1074385"	42265399
"SRR1486174"	41190413
"SRR1321921"	41199309
"SRR1092038"	40262034
"SRR1452270"	42179675
"SRR603596"	32191884
"SRR1481036"	41422278
"SRR1480675"	36990320
"SRR1347144"	39759826
"SRR662990"	34400756
"SRR1349433"	40438002
"SRR1443113"	41356018
"SRR1334982"	42425250
"SRR1070713"	41824880
"SRR1405266"	41324703
"SRR1432275"	42139542
"SRR1466198"	41367181
"SRR1419342"	39448489
"SRR1374739"	42077839
"SRR1332424"	40739655
"SRR1321283"	43548307
"SRR658633"	40065442
"SRR1447893"	41914320
"SRR1095188"	41086838
"SRR1489803"	38192104
"SRR1445387"	41432282
"SRR600361"	39803752
"SRR1318920"	33712567
"SRR1432563"	42656766
"SRR1410742"	39927253
"SRR1384073"	37661457
"SRR1088832"	41036648
"SRR1485060"	39685310
"SRR1434009"	39009857
"SRR1078439"	40660209
"SRR1479955"	40680765
"SRR661409"	13934816
"SRR1376676"	36208095
"SRR1440119"	37313466
"SRR1345847"	38864877
"SRR1410242"	40032255
"SRR1094457"	39236082
"SRR1500382"	39646953
"SRR1319793"	36430109
"SRR1409721"	37787456
"SRR1390119"	38793693
"SRR1345953"	36946810
"SRR1322619"	38737063
"SRR1335400"	39051959
"SRR1317344"	39420094
"SRR1397242"	37416060
"SRR1322312"	38632614
"SRR1336593"	39288011
"SRR1431059"	37359261
"SRR1436822"	39862883
"SRR1408368"	40391142
"SRR1335254"	38062546
"SRR1387702"	40588365
"SRR1312802"	35982725
"SRR1093410"	39648721
"SRR1355475"	37387568
"SRR1357826"	35737026
"SRR1387899"	39835446
"SRR1097883"	37987516
"SRR1432783"	38770483
"SRR1361174"	37827028
"SRR1408091"	38302489
"SRR1435584"	38224550
"SRR1396967"	35868408
"SRR1419656"	36813749
"SRR1437186"	37274324
"SRR1419148"	39580509
"SRR1072700"	38684530
"SRR1454158"	34842479
"SRR1452785"	38914837
"SRR1488237"	40143392
"SRR1084417"	38419267
"SRR1391678"	36144309
"SRR1406265"	39353859
"SRR1375371"	37809339
"SRR612587"	10997614
"SRR1076559"	35534330
"SRR1366367"	37798018
"SRR1355328"	35605397
"SRR1390331"	31817373
"SRR1435206"	36191657
"SRR1309619"	37120950
"SRR1089853"	37546620
"SRR1322683"	38039992
"SRR1077996"	37436751
"SRR1489502"	36933760
"SRR1440541"	38593420
"SRR1329835"	37907441
"SRR1380523"	35218724
"SRR1070665"	37023770
"SRR1084347"	32623969
"SRR1416819"	34893648
"SRR1328551"	36672982
"SRR1320203"	36858078
"SRR1094241"	36657441
"SRR1431887"	36107392
"SRR1082957"	36554443
"SRR1319520"	35003784
"SRR1076847"	36583635
"SRR1097221"	37047936
"SRR662186"	35011799
"SRR1436127"	33401849
"SRR1329811"	33970882
"SRR1448075"	35730181
"SRR1475408"	34023676
"SRR1502143"	33758702
"SRR1349608"	36047038
"SRR815164"	33282841
"SRR1095985"	36175784
"SRR1396765"	35402925
"SRR1083384"	33128801
"SRR1458026"	37017130
"SRR1431183"	35228311
"SRR1328073"	33238344
"SRR1444678"	35951260
"SRR1343302"	34015658
"SRR665429"	32385566
"SRR1387032"	35468855
"SRR1474930"	33383599
"SRR1398272"	34607985
"SRR1120711"	35168759
"SRR1361093"	35016770
"SRR1458769"	35092788
"SRR1320424"	34791085
"SRR1485482"	33761313
"SRR1355432"	33349557
"SRR1472704"	31542054
"SRR1325711"	35401099
"SRR1413625"	34830598
"SRR1094192"	36056504
"SRR1102031"	34759414
"SRR1436583"	34748473
"SRR1352129"	29707868
"SRR1335605"	33165707
"SRR1420413"	35040867
"SRR1488514"	34790302
"SRR1454950"	34134161
"SRR1352597"	29796580
"SRR1429748"	33556227
"SRR1089643"	30045072
"SRR1470774"	31104995
"SRR1090046"	32253060
"SRR1082933"	33329321
"SRR1090359"	31217206
"SRR1403072"	34398198
"SRR1324412"	32335926
"SRR1465824"	34002057
"SRR1089106"	29861937
"SRR1100991"	34339570
"SRR1357733"	31697980
"SRR1370085"	30294092
"SRR1312822"	32284053
"SRR1350997"	31721544
"SRR1336548"	32236721
"SRR1475022"	32568822
"SRR1358713"	31108750
"SRR1401403"	30872498
"SRR1441768"	31790536
"SRR1465587"	31822336
"SRR1356976"	32074222
"SRR1466597"	30988849
"SRR1087297"	32808607
"SRR1102489"	31680663
"SRR1388025"	31597868
"SRR1069714"	31678837
"SRR1325665"	27594254
"SRR1099789"	31296076
"SRR1392456"	30309784
"SRR1409554"	30367860
"SRR1074359"	32671781
"SRR613162"	20905036
"SRR1487321"	30835536
"SRR1347278"	28532929
"SRR1396640"	30780977
"SRR1419258"	31542060
"SRR1498640"	30995749
"SRR1072626"	31929757
"SRR1459804"	31176671
"SRR1335047"	30445609
"SRR1338346"	31084740
"SRR1459190"	29651500
"SRR1392030"	28099514
"SRR1383301"	29786697
"SRR1091942"	31463932
"SRR1367807"	29626951
"SRR1487867"	29254101
"SRR1432014"	29095341
"SRR1325871"	27873636
"SRR1311688"	30100615
"SRR1407671"	29704345
"SRR1376334"	30341816
"SRR1397180"	28868717
"SRR1332754"	30103972
"SRR1466641"	27966943
"SRR1080534"	26617420
"SRR1096987"	26714536
"SRR1429287"	26623848
"SRR1474795"	28719319
"SRR1080951"	27093847
"SRR1453787"	26061250
"SRR1361195"	27322941
"SRR1081357"	23150896
"SRR600784"	20544149
"SRR1332904"	23288201
"SRR657611"	10912375
"SRR601068"	36628587
"SRR657492"	107814616
"SRR2167209"	87794797
"SRR665586"	83141725
"SRR821690"	78822323
"SRR658597"	77551804
"SRR1338536"	76737673
"SRR811261"	74477189
"SRR817880"	73676380
"SRR660638"	61424289
"SRR1489177"	67733731
"SRR654969"	64328856
"SRR1460363"	61337187
"SRR662233"	63069640
"SRR817715"	64891619
"SRR1075603"	66219783
"SRR658338"	22556139
"SRR1403366"	67939578
"SRR665538"	60075239
"SRR608174"	61414719
"SRR1321786"	58911156
"SRR812697"	60564699
"SRR812673"	59061611
"SRR809470"	57205440
"SRR1435113"	55086399
"SRR816541"	58535424
"SRR660907"	57428995
"SRR665262"	61432711
"SRR821364"	56840461
"SRR817142"	58123289
"SRR1407428"	58798098
"SRR1362395"	61123163
"SRR814165"	57697118
"SRR1359280"	55881795
"SRR808614"	56354047
"SRR814491"	53400066
"SRR818086"	55550145
"SRR1321829"	58376566
"SRR612515"	35449802
"SRR1381865"	53655067
"SRR818469"	55823833
"SRR662665"	51498834
"SRR1321112"	50942225
"SRR1490613"	53244963
"SRR601359"	48488266
"SRR818530"	50799786
"SRR1419714"	53805499
"SRR810899"	47864208
"SRR1499215"	52246037
"SRR1479912"	41957820
"SRR1093527"	47995239
"SRR1499740"	54835330
"SRR1080509"	52005486
"SRR817563"	52067487
"SRR613550"	31782554
"SRR658754"	50149685
"SRR1333659"	47342123
"SRR1485997"	48320865
"SRR1097752"	47227565
"SRR1323896"	52293586
"SRR817587"	48942371
"SRR1480221"	48322506
"SRR1358733"	48581976
"SRR601500"	44668111
"SRR663645"	47739690
"SRR1444283"	46930211
"SRR1374671"	50899062
"SRR1340574"	50480955
"SRR1333718"	46578345
"SRR663392"	40721814
"SRR1477405"	46110112
"SRR1105057"	51590769
"SRR1101643"	43874265
"SRR1365401"	49500073
"SRR1349479"	51476679
"SRR598196"	45991199
"SRR1360563"	48586961
"SRR1105489"	42264832
"SRR1338468"	44625244
"SRR1366813"	46251589
"SRR1351907"	44706164
"SRR1359238"	44957563
"SRR613462"	42890602
"SRR612983"	36190368
"SRR1321029"	45674368
"SRR1344143"	44746811
"SRR1405206"	42563651
"SRR1454136"	44497143
"SRR1478207"	44869272
"SRR1400245"	45565974
"SRR1416025"	40677429
"SRR1336727"	47552001
"SRR1380785"	46101276
"SRR603212"	35521727
"SRR1334717"	44637981
"SRR657915"	39982711
"SRR1403875"	40885940
"SRR612875"	34982002
"SRR1383059"	44133760
"SRR1454629"	46509086
"SRR1457080"	42973039
"SRR1487638"	42785791
"SRR1439742"	46980240
"SRR1394428"	38687720
"SRR1453971"	40179924
"SRR1460409"	41473809
"SRR1444179"	40469443
"SRR1310920"	45805194
"SRR1330129"	44617491
"SRR1488881"	41920819
"SRR1309920"	40952588
"SRR1433410"	41058435
"SRR1469080"	44619982
"SRR1334587"	40446317
"SRR1374716"	38981386
"SRR1311666"	43885263
"SRR1322840"	41630472
"SRR1310113"	43562043
"SRR1444479"	41872905
"SRR1448140"	45500867
"SRR615201"	34367847
"SRR1316747"	39585739
"SRR1362263"	43256291
"SRR1381505"	41400992
"SRR614599"	24993565
"SRR1479133"	41042670
"SRR1486889"	41152846
"SRR1500282"	39587102
"SRR1478878"	42466779
"SRR1387379"	42352494
"SRR1465565"	34074768
"SRR1383103"	38283098
"SRR1399247"	40270957
"SRR1417827"	42637368
"SRR1417981"	35663935
"SRR1490246"	40704229
"SRR601157"	27978619
"SRR1361814"	42631696
"SRR1338836"	41266985
"SRR1330371"	39434476
"SRR1432408"	37117400
"SRR1348021"	36321379
"SRR1378841"	41804639
"SRR615299"	28098097
"SRR1100496"	41070543
"SRR1308778"	39591101
"SRR1334419"	39566530
"SRR1335446"	34637450
"SRR1416362"	39341324
"SRR1419692"	41517738
"SRR1404362"	39257412
"SRR1476165"	36992089
"SRR1480813"	39011208
"SRR612215"	16928112
"SRR1490019"	40774293
"SRR1317446"	39994638
"SRR808327"	37663281
"SRR1431248"	39270503
"SRR1105272"	41725151
"SRR1366010"	37999217
"SRR1474159"	35755334
"SRR1421010"	34419718
"SRR1320650"	36607842
"SRR1387308"	35356812
"SRR612707"	34106480
"SRR1091695"	38916281
"SRR1357323"	37447287
"SRR1431104"	38810510
"SRR1473318"	39177832
"SRR1340782"	37714525
"SRR1405054"	37860279
"SRR1441097"	40349964
"SRR1339549"	38073340
"SRR1352481"	34281568
"SRR1414684"	39412454
"SRR1094531"	35173866
"SRR1082685"	35442568
"SRR1490635"	38508632
"SRR655684"	35053409
"SRR1486370"	36771601
"SRR1467522"	38367492
"SRR658501"	33499577
"SRR1318503"	36531186
"SRR1385389"	35264188
"SRR655194"	25009829
"SRR1486608"	38151239
"SRR1459631"	35317478
"SRR614719"	21435633
"SRR1312266"	35036687
"SRR1095503"	35515464
"SRR1343546"	34601288
"SRR1473529"	35694448
"SRR1341626"	36270946
"SRR660614"	34770591
"SRR615347"	29509715
"SRR808065"	32141610
"SRR1120781"	36980147
"SRR1071785"	36078620
"SRR1498354"	38849962
"SRR1096782"	39047665
"SRR1405485"	37835825
"SRR659355"	26742317
"SRR612383"	16725903
"SRR1405413"	34504893
"SRR1335140"	35229906
"SRR1472812"	36535408
"SRR1334490"	33732374
"SRR1403958"	35971712
"SRR1308357"	34753483
"SRR1472576"	36813382
"SRR1445304"	37186617
"SRR1487128"	33368942
"SRR1433493"	35293528
"SRR1094051"	38704807
"SRR1452935"	36767877
"SRR1448098"	33327298
"SRR659472"	24735738
"SRR1324496"	37848624
"SRR1459033"	31100028
"SRR1329400"	33971692
"SRR1431366"	32541532
"SRR1340885"	32225898
"SRR1099378"	36326375
"SRR1309468"	31455906
"SRR1069614"	35672857
"SRR1419476"	36780172
"SRR1334440"	35818140
"SRR1445655"	34270109
"SRR1405921"	35861570
"SRR1396840"	33240230
"SRR1347412"	34672353
"SRR1329464"	32767128
"SRR1362928"	34797159
"SRR1384754"	34740724
"SRR1309597"	31444282
"SRR1382440"	34207596
"SRR1089207"	33083644
"SRR1468637"	31266673
"SRR1096033"	35696945
"SRR1393449"	35902619
"SRR1352299"	31728632
"SRR1324206"	33139420
"SRR1355194"	34533535
"SRR1365489"	32877032
"SRR1360128"	33125194
"SRR1409263"	35003741
"SRR1357344"	32766231
"SRR1321401"	29409630
"SRR1367761"	34727570
"SRR1481333"	35103023
"SRR1452292"	33211979
"SRR1396208"	30431957
"SRR1477197"	31710912
"SRR1082128"	32949620
"SRR1435797"	33569415
"SRR1431288"	34788452
"SRR1361674"	34187266
"SRR1382732"	32035302
"SRR1468876"	32949660
"SRR1498931"	32676461
"SRR1088413"	32000196
"SRR1436262"	32305559
"SRR1093314"	32618086
"SRR1383148"	31285324
"SRR1102656"	33771050
"SRR1100540"	33244589
"SRR1071717"	33272716
"SRR1365356"	31684501
"SRR1077619"	31196529
"SRR1437390"	31573723
"SRR1408227"	30949314
"SRR1073531"	26901756
"SRR1350107"	29489948
"SRR1434271"	28838058
"SRR1334889"	33988359
"SRR1377578"	31336515
"SRR1075273"	31777703
"SRR1081688"	29949038
"SRR1396987"	28558297
"SRR1471029"	28224292
"SRR1362287"	29567381
"SRR1375271"	29675307
"SRR1084505"	29839465
"SRR1433514"	32384350
"SRR1099694"	32499955
"SRR1105417"	31109164
"SRR1333485"	30082468
"SRR1083262"	32012279
"SRR1360674"	30793035
"SRR1455482"	30038545
"SRR1430570"	31282374
"SRR1408574"	28132551
"SRR1349790"	27545673
"SRR1120384"	30929313
"SRR1097501"	30806250
"SRR1078042"	28762538
"SRR1376476"	29348391
"SRR1474754"	27145452
"SRR1408055"	28303535
"SRR614839"	8460215
"SRR1082080"	29798843
"SRR1073045"	28922463
"SRR1089713"	29918919
"SRR1088680"	30269997
"SRR1392121"	27505531
"SRR1080391"	27670650
"SRR1415004"	29995975
"SRR1337707"	26771906
"SRR1086304"	29196580
"SRR1083959"	26611350
"SRR1311622"	27542479
"SRR1070308"	29549503
"SRR1085759"	27612836
"SRR1080415"	29420201
"SRR1088316"	27567341
"SRR1086140"	28721983
