run	sample	read_count_as_reported_by_sra	reads_downloaded	proportion_of_reads_reported_by_sra_downloaded	mapped_read_count	auc	avg_read_length	sampid	smrin	smts	smtsd	smntrart	smmaprt	smexncrt	smgnsdtc	smmncpb	smestlbs	smmppd	smnterrt	smrrnanm	smrdttl	smvqcfl	smtrscpt	smexpeff	smrrnart
SRR1433171	SRS644005	78526914	78526914	1	75752613	5722419738	152	GTEX-11EMC-1726-SM-5H11P	7.6	Ovary	Ovary	0.9727419	0.94083345	0.79129404	24510	49.471653	80245602	65513011	0.027035927	580529	69632950	8893964	141451	0.7444759	0.008336986
SRR1357297	SRS629801	77667062	77667062	1	76275437	5745221520	152	GTEX-X15G-0826-SM-4PQZD	8.7	Esophagus	Esophagus - Mucosa	0.9788665	0.9405904	0.8771843	24428	55.652424	63504545	68115183	0.020934202	656609	72417478	5249584	142530	0.8250711	0.009066996
SRR1400754	SRS637897	77484668	77484668	1	74981134	5660064283	152	GTEX-131XF-2626-SM-5EQ6K	7.3	Skin	Skin - Not Sun Exposed (Suprapubic)	0.9745303	0.9453981	0.8421891	24592	47.73694	65862250	65130312	0.025306758	897524	68891946	8592722	141852	0.7962039	0.013027997
SRR1490486	SRS649765	77476948	77476948	1	75851233	5727682660	152	GTEX-13OVG-0326-SM-5KM57	7.6	Lung	Lung	0.9745386	0.92838424	0.82329106	25388	49.486588	78365289	67578987	0.02523015	438135	72792038	4684910	145959	0.76433045	0.0060189962
SRR1464517	SRS648122	77243768	77243768	1	75903855	5732683971	152	GTEX-13NZA-1126-SM-5MR4K	6.1	Blood Vessel	Artery - Coronary	0.9802382	0.9384567	0.84026045	24734	49.355305	56790993	69855645	0.019496005	559764	74436726	2807042	143288	0.78854805	0.007519997
SRR1095358	SRS525981	77159506	77159506	1	75453762	5705695225	152	GTEX-XXEK-0426-SM-4BRVW	8.3	Esophagus	Esophagus - Muscularis	0.97283554	0.94760484	0.8646882	24292	51.45078	62545611	66387919	0.026947223	1437183	70058654	7100852	142227	0.8193827	0.020513996
SRR1370619	SRS631778	77057608	77057608	1	74301341	5609482201	152	GTEX-1313W-0011-R6a-SM-5K7XO	8.7	Brain	Brain - Nucleus accumbens (basal ganglia)	0.95832163	0.93962145	0.88055277	25046	42.77777	45710696	61674316	0.041251045	3862892	65637406	11420202	144269	0.82738626	0.058851987
SRR1436004	SRS644143	76935758	76935758	1	75197706	5678917532	152	GTEX-YFCO-1226-SM-5LUAT	6.5	Skin	Skin - Not Sun Exposed (Suprapubic)	0.97071767	0.9242269	0.87928474	23928	45.679558	41727906	65210893	0.029165987	1502445	70557232	6378526	139510	0.8126586	0.02129399
SRR1100608	SRS526571	76274696	76274696	1	74714086	5649350480	152	GTEX-XV7Q-2426-SM-4BRV8	8.7	Salivary Gland	Minor Salivary Gland	0.9784176	0.94438595	0.84726155	25161	50.81238	69262706	65861009	0.02133039	812883	69739506	6535190	145622	0.80014193	0.011655991
SRR1386927	SRS636062	76056838	76056838	1	74608619	5635935805	152	GTEX-13QBU-2126-SM-5KLZN	8.9	Salivary Gland	Minor Salivary Gland	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1088557	SRS525093	75900152	75900152	1	74160389	5604958945	152	GTEX-RM2N-0726-SM-48FD5	9.2	Esophagus	Esophagus - Mucosa	0.97927105	0.9512348	0.89538825	24351	51.466007	50208886	65779920	0.020540707	709915	69152138	6748014	142769	0.8517245	0.010265988
SRR1365894	SRS631285	75607898	75607898	1	73648194	5537806322	152	GTEX-WWTW-1326-SM-4MVNT	6.2	Adipose Tissue	Adipose - Visceral (Omentum)	0.9783585	0.92353135	0.8616081	24559	42.22956	36158465	63866125	0.021458825	1133092	69154254	6453644	141781	0.79572207	0.016384993
SRR1325888	SRS626208	75582398	75582398	1	73564470	5551937411	152	GTEX-13NZ9-0926-SM-5KM12	6.6	Lung	Lung	0.97278965	0.90773356	0.7989652	26010	48.510067	83870238	65346434	0.026938425	393705	71988558	3593840	146981	0.72524756	0.005468994
SRR1394894	SRS637303	75460072	75460072	1	73831097	5572430180	152	GTEX-139UW-0126-SM-5KM1B	7.2	Thyroid	Thyroid	0.97278804	0.9124825	0.7938788	25407	51.048477	94631946	65909968	0.026466042	463726	72231486	3228586	145290	0.72440046	0.0064199977
SRR1410912	SRS638565	75398312	75398312	1	70686933	5327348230	152	GTEX-11ZU8-0011-R3a-SM-5BC6U	6	Brain	Brain - Anterior cingulate cortex (BA24)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1331771	SRS627113	75393494	75393494	1	73111616	5512110147	152	GTEX-111FC-2926-SM-5GZY7	8.1	Salivary Gland	Minor Salivary Gland	0.978516	0.9308248	0.85576415	25077	45.53861	51996329	62612944	0.021139447	321330	67266088	8127406	145150	0.7965665	0.0047769984
SRR1093075	SRS525342	75205802	75205802	1	72841438	5502893107	152	GTEX-XOTO-2826-SM-4B65I	6.8	Prostate	Prostate	0.96782345	0.92994463	0.8048639	26033	40.88694	42873744	63669739	0.032029454	1702342	68466158	6739644	146663	0.7484789	0.024863992
SRR1074622	SRS524444	75193490	75193490	1	74265472	5598541107	152	GTEX-UPK5-1526-SM-4JBJA	8.4	Blood Vessel	Artery - Aorta	0.97205544	0.94166476	0.8356869	24571	52.079716	92810621	66401495	0.027633127	584921	70515008	4678482	142277	0.7869369	0.008294986
SRR1472885	SRS648515	75091322	75091322	1	73346397	5537465510	152	GTEX-11WQC-0626-SM-5EQMF	6.5	Lung	Lung	0.97420764	0.9390677	0.75521284	24940	45.880646	137778814	63644127	0.025558038	443646	67773738	7317584	143408	0.70919603	0.006545987
SRR1407250	SRS638248	74690934	74690934	1	72266226	5457097444	152	GTEX-11GSO-2326-SM-5A5LX	7.9	Adipose Tissue	Adipose - Subcutaneous	0.9772003	0.93521804	0.83358383	24985	49.647495	81092236	62494053	0.022587286	504647	66822974	7867960	143599	0.7795826	0.0075519984
SRR1319019	SRS625458	74467834	74467834	1	72347989	5466794683	152	GTEX-13CIG-0011-R5b-SM-5L3F2	7.6	Brain	Brain - Caudate (basal ganglia)	0.96122277	0.93547064	0.90618634	23282	29.10064	18662756	63019691	0.038624816	9052081	67366834	7101000	137874	0.84771067	0.13437
SRR1362555	SRS630087	74357410	74357410	1	71404699	5388782317	152	GTEX-ZPU1-1026-SM-4YCEQ	7.2	Spleen	Spleen	0.97244143	0.92452925	0.8285985	25086	50.574215	77646921	59874230	0.027253343	543287	64761854	9595556	142791	0.7660636	0.008388997
SRR1330565	SRS627059	74329300	74329300	1	71934804	5432702097	152	GTEX-11LCK-1026-SM-5A5KB	7.8	Skin	Skin - Sun Exposed (Lower leg)	0.9747007	0.94176096	0.84120077	25188	49.42144	83960021	62533935	0.025116842	499203	66401072	7928228	145114	0.79221004	0.0075179962
SRR1310094	SRS623935	73934642	73934642	1	72758994	5497312729	152	GTEX-111FC-0426-SM-5N9CV	7.8	Blood Vessel	Artery - Tibial	0.9822472	0.9455947	0.9028206	23279	55.760532	64733209	66929559	0.01733243	371738	70780382	3154260	139312	0.8537024	0.005251992
SRR1395834	SRS637617	73546472	73546472	1	72698173	5475003165	152	GTEX-Y8DK-0011-R3A-SM-4RTW5	6.9	Brain	Brain - Anterior cingulate cortex (BA24)	0.9544334	0.9332647	0.8836141	24969	41.348827	39531843	65723423	0.045261033	5990192	70423140	3123332	144093	0.8246458	0.08506
SRR1318407	SRS625415	73399608	73399608	1	71238739	5376861041	152	GTEX-13FHO-2926-SM-5L3ES	7.3	Brain	Brain - Cerebellum	0.95003915	0.92664903	0.7731415	25024	46.593567	100192738	61174188	0.04969037	1753598	66016566	7383042	142562	0.71643084	0.026562998
SRR1403028	SRS638007	73371302	73371302	1	71519569	5403565286	152	GTEX-Z9EW-0626-SM-5HL95	8.2	Esophagus	Esophagus - Muscularis	0.9831103	0.951515	0.9060232	23728	56.674942	66878284	63672734	0.016570028	502079	66917214	6454088	141192	0.8620947	0.007502987
SRR1468226	SRS648295	73283344	73283344	1	71108127	5364832604	152	GTEX-ZYWO-2126-SM-5GZXF	8.4	Uterus	Uterus	0.98250926	0.9412587	0.90427184	23883	55.32483	81589748	61623072	0.017156139	173754	65468792	7814552	141651	0.85115373	0.0026539974
SRR1379036	SRS634549	73018748	73018748	1	71582382	5408302113	152	GTEX-ZLFU-1526-SM-4WWBT	8	Small Intestine	Small Intestine - Terminal Ileum	0.94153214	0.93334323	0.7681542	26417	45.391747	80053357	62912149	0.058152236	2563620	67405162	5613586	147597	0.71695155	0.038032994
SRR1093625	SRS525366	72847394	72847394	1	71107825	5373818593	152	GTEX-QXCU-1326-SM-48FE2	7.1	Adrenal Gland	Adrenal Gland	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1069466	SRS524223	72842102	72842102	1	71243138	5369039895	152	GTEX-T6MO-1526-SM-4DM57	8.1	Uterus	Uterus	0.97605413	0.93922555	0.874527	24326	51.886368	80620784	63836877	0.023621535	398969	67967564	4874538	142140	0.8213781	0.0058699907
SRR1077115	SRS524562	72758412	72758412	1	71651098	5420170079	152	GTEX-X5EB-0626-SM-46MVQ	8.6	Heart	Heart - Atrial Appendage	0.9768953	0.95308554	0.89996904	23403	42.959885	35092063	64970955	0.02282917	1500673	68169070	4589342	140360	0.85774744	0.022013986
SRR1355997	SRS629742	72438722	72438722	1	70890445	5350590770	152	GTEX-13O3Q-2126-SM-5KM4C	6	Stomach	Stomach	0.97787875	0.9286809	0.8644679	24728	46.084846	60993468	63298610	0.021891318	781041	68159694	4279028	143820	0.80281484	0.0114589855
SRR1088241	SRS525080	72366652	72366652	1	70443909	5315659580	152	GTEX-WH7G-1926-SM-4LVMM	6	Testis	Testis	0.94232076	0.9352904	0.8010037	32948	46.753323	77721789	62984039	0.057468925	859953	67341694	5024958	163361	0.749171	0.012769993
SRR1349875	SRS629407	72054232	72054232	1	71114864	5371444601	152	GTEX-13113-1926-SM-5LZWG	7.5	Skin	Skin - Sun Exposed (Lower leg)	0.9755447	0.9446997	0.8332768	25216	51.398735	88136431	65006039	0.024265945	474247	68811324	3242908	145122	0.78719634	0.00689199
SRR1074526	SRS524440	71883276	71883276	1	70338154	5312899759	152	GTEX-NPJ8-0626-SM-48TBO	8.2	Spleen	Spleen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1075947	SRS524512	71709108	71709108	1	70393251	5318222682	152	GTEX-RTLS-1226-SM-46MUP	6	Esophagus	Esophagus - Muscularis	0.97719204	0.9417923	0.85370606	24762	40.161762	37380036	63204904	0.022630997	1214110	67111296	4597812	143458	0.8040138	0.018090993
SRR1341702	SRS627934	71633802	71633802	1	69626581	5259810090	152	GTEX-13JVG-3126-SM-5L3FH	6	Brain	Brain - Cortex	0.9640323	0.9295692	0.8739516	25126	38.190254	37689355	60459870	0.03570375	4753177	65040742	6593060	145842	0.8123985	0.07307999
SRR1085565	SRS524930	71069034	71069034	1	70138065	5300893897	152	GTEX-RU1J-0826-SM-46MUU	7.5	Ovary	Ovary	0.97250575	0.9472817	0.78949624	24964	50.34941	128162702	63901086	0.027291413	403597	67457320	3611714	143112	0.7478754	0.005982998
SRR1311644	SRS624013	70753068	70753068	1	69523750	5247441960	152	GTEX-113IC-0006-SM-5NQ9C	8.6	Blood	Whole Blood	0.9567781	0.93827355	0.8367374	22207	52.211193	44391846	61815153	0.04302246	1542754	65881800	4871268	129500	0.78508854	0.023416998
SRR1436394	SRS644163	70209034	70209034	1	69009642	5208212991	152	GTEX-Z93S-0011-R3b-SM-4RGNH	7.7	Brain	Brain - Anterior cingulate cortex (BA24)	0.9636186	0.9413219	0.9091342	24237	39.510834	37299147	61057439	0.03594137	4654345	64863508	5345526	142375	0.85578793	0.07175598
SRR1397390	SRS637691	69759780	69759780	1	68144297	5144318731	152	GTEX-148VJ-1026-SM-5LU98	6.1	Esophagus	Esophagus - Mucosa	0.97804683	0.9207478	0.8872597	22802	33.4439	22345718	59214744	0.021855587	779777	64311576	5448204	134017	0.81694245	0.012124986
SRR1355017	SRS629659	69482146	69482146	1	67634937	5101815757	152	GTEX-12WSB-2226-SM-5GCOS	5.9	Ovary	Ovary	0.9615706	0.9325696	0.778611	25198	46.69521	79585927	59687752	0.038281906	1219971	64003538	5478608	142993	0.72610897	0.019060994
SRR1409421	SRS638379	69460184	69460184	1	67738001	5117950775	152	GTEX-13S86-1226-SM-5S2OA	5.9	Breast	Breast - Mammary Tissue	0.9865836	0.9474089	0.9253014	22988	38.77509	21054550	61086923	0.013172394	544773	64477886	4982298	137492	0.87663877	0.008448989
SRR1333971	SRS627270	69090528	69090528	1	66376499	5011685406	152	GTEX-11TT1-0426-SM-5EGI9	9.1	Esophagus	Esophagus - Muscularis	0.9859465	0.93051803	0.9247977	22506	48.131878	49347455	56039644	0.013795359	775747	60224134	8866394	136890	0.860541	0.012880999
SRR1098240	SRS526131	68964872	68964872	1	67515259	5105834357	152	GTEX-XUZC-2026-SM-4BRW9	7.4	Blood Vessel	Artery - Tibial	0.9802017	0.947206	0.913807	22069	51.692608	61981451	59730466	0.019495111	472379	63059630	5905242	133312	0.8655635	0.007490989
SRR1324431	SRS625749	68680998	68680998	1	67617326	5105187539	152	GTEX-13G51-0011-R6b-SM-5LZX4	7.1	Brain	Brain - Nucleus accumbens (basal ganglia)	0.95805746	0.9301227	0.89047986	24862	38.16357	33988394	60655401	0.041650783	5748656	65212260	3468738	143923	0.8282555	0.088153
SRR1437472	SRS644214	68515342	68515342	1	66907912	5054106976	152	GTEX-13PVQ-1826-SM-5L3GU	6.4	Esophagus	Esophagus - Muscularis	0.97716814	0.9411524	0.8389625	23410	41.04798	50104972	59848733	0.022708802	1116338	63590902	4924440	137683	0.78959155	0.017554995
SRR1413262	SRS639159	68503510	68503510	1	67218319	5080753374	152	GTEX-11TT1-0926-SM-5GU5M	8.7	Colon	Colon - Sigmoid	0.98613775	0.9550456	0.9158472	23538	54.306885	63501791	61182617	0.0136360135	633450	64062508	4441002	141133	0.8746758	0.009887999
SRR1329744	SRS626956	68464624	68464624	1	66902403	5051137841	152	GTEX-145MF-0626-SM-5LUAI	6.3	Skin	Skin - Sun Exposed (Lower leg)	0.976839	0.91923916	0.82453394	24694	40.48972	51664787	58033768	0.023004882	504490	63132394	5332230	142507	0.7579439	0.007990985
SRR1326020	SRS626215	68385364	68385364	1	65402862	4938037359	152	GTEX-11VI4-0426-SM-5EGHZ	7.8	Pancreas	Pancreas	0.98043585	0.88117826	0.88826394	23006	30.848772	19917021	52322197	0.019465812	426271	59377540	9007824	137658	0.78271884	0.007178994
SRR1081044	SRS524734	68213038	68213038	1	66869506	5057544218	152	GTEX-POYW-1326-SM-48TCG	5.9	Esophagus	Esophagus - Mucosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1331130	SRS627084	67759878	67759878	1	65841335	4975089781	152	GTEX-ZXES-0004-SM-57WCW	10	Blood	Cells - EBV-transformed lymphocytes	0.9682406	0.9381106	0.8825577	22301	59.02238	64395351	56803133	0.031404626	1126240	60550572	7209306	129795	0.8279367	0.018599989
SRR1446786	SRS644711	67349612	67349612	1	66502347	5023473207	152	GTEX-14DAQ-1426-SM-5RQJD	8.5	Esophagus	Esophagus - Mucosa	0.9779393	0.950971	0.8422589	24578	44.768414	59762683	61083767	0.021893771	485923	64233048	3116564	143097	0.80096376	0.007565
SRR615838	SRS374737	67166590	67166590	1	54775947	3898984260	152	GTEX-QVJO-1426-SM-2S1QY	6.9	Brain	Brain - Cortex	0.9646381	0.6758225	0.88810176	24024	27.83272	25183281	41914371	0.03499487	2288592	62019792	5146798	141422	0.60019916	0.036900993
SRR1072388	SRS524354	67087888	67087888	1	65613524	4958328518	152	GTEX-X62O-2226-SM-46MW3	7.7	Esophagus	Esophagus - Mucosa	0.9724835	0.9427712	0.8610325	23776	35.587822	28551350	59266231	0.02742982	1090687	62863854	4224034	138439	0.8117566	0.017349986
SRR1351641	SRS629489	66903802	66903802	1	65808793	4970445398	152	GTEX-ZVT3-2626-SM-5GU5L	7	Ovary	Ovary	0.96545035	0.944825	0.80271417	24812	45.20312	60625250	59510400	0.03435337	377220	62985632	3918170	141299	0.7584244	0.005988985
SRR1315145	SRS624997	66726312	66726312	1	65869031	4970767464	152	GTEX-14BIN-0011-R2a-SM-5S2RJ	6.4	Brain	Brain - Substantia nigra	0.97035193	0.94693583	0.91567314	23230	27.52688	16849135	60050677	0.029546611	6744458	63415780	3310532	135938	0.8670837	0.10635299
SRR1098785	SRS526154	66688614	66688614	1	64864507	4903275743	152	GTEX-XBED-0826-SM-47JYC	8.9	Lung	Lung	0.97333	0.94467384	0.8518327	24490	46.909134	75504513	56816850	0.02641125	738092	60144410	6544204	143797	0.804704	0.0122719975
SRR1421177	SRS639553	66605126	66605126	1	65125495	4920655258	152	GTEX-132Q8-0011-R10b-SM-5DUWZ	9.1	Brain	Brain - Frontal Cortex (BA9)	0.95184934	0.94506556	0.873511	24942	43.021152	56906211	57933117	0.047746614	3595711	61300632	5304494	144851	0.82552516	0.058656998
SRR1312844	SRS624124	66019742	66019742	1	64764906	4898445480	152	GTEX-11NSD-0008-SM-5Q5BC	9.8	Skin	Cells - Transformed fibroblasts	0.97496766	0.9567483	0.90198165	22038	60.14384	77896611	58735085	0.024675762	890036	61390322	4629420	132138	0.8629694	0.014497986
SRR1085614	SRS524932	65975190	65975190	1	64958541	4913698364	152	GTEX-X585-0008-SM-46MU4	9.4	Skin	Cells - Transformed fibroblasts	0.97905654	0.9539028	0.8969874	22180	54.54748	79831564	58835894	0.020586973	629065	61679132	4296058	133453	0.85563874	0.010198993
SRR1473058	SRS648523	65877004	65877004	1	65006907	4906581011	152	GTEX-14E1K-0426-SM-5S2PF	6.3	Adipose Tissue	Adipose - Visceral (Omentum)	0.9828197	0.95229536	0.90463394	23728	47.735996	52715613	59447075	0.016984839	1115410	62425038	3451966	140500	0.86147875	0.01786799
SRR1366919	SRS631338	65409908	65409908	1	63492971	4791361425	152	GTEX-12ZZW-1726-SM-5DUVD	5.9	Esophagus	Esophagus - Mucosa	0.97797066	0.93904227	0.8871047	23894	39.70168	31610167	56524508	0.021925835	1035513	60193784	5216124	139297	0.8330288	0.017202988
SRR1389384	SRS636274	65409832	65409832	1	64461317	4859876203	152	GTEX-X4EO-1126-SM-4QARQ	7.1	Liver	Liver	0.98243284	0.9411823	0.89005476	21917	33.670757	23665462	58483617	0.01748471	871988	62138454	3271378	130310	0.83770376	0.014032985
SRR1456971	SRS645931	65383244	65383244	1	64196148	4848737828	152	GTEX-14BIN-2726-SM-5RQIE	6.8	Esophagus	Esophagus - Mucosa	0.98074037	0.94525	0.8683714	23822	43.120144	43377432	58914819	0.019139327	570356	62327236	3056008	139484	0.82082814	0.009150991
SRR1336227	SRS627533	64749628	64749628	1	63932476	4812672054	152	GTEX-QLQ7-1126-SM-4R1KN	8.1	Colon	Colon - Transverse	0.9816055	0.9431295	0.8957537	23845	49.213715	65867170	57747386	0.018150883	499143	61229540	3520088	142597	0.8448117	0.008151997
SRR1069991	SRS524248	64713518	64713518	1	63955162	4840139275	152	GTEX-PWN1-1426-SM-48TDF	7.6	Colon	Colon - Transverse	0.9774754	0.95494	0.85901004	24491	42.901997	44117634	58755168	0.022220394	851049	61527600	3185918	143023	0.8203031	0.013831988
SRR1381953	SRS634881	64563046	64563046	1	63713672	4809140874	152	GTEX-14ICL-1126-SM-5S2RE	6.3	Pancreas	Pancreas	0.9784606	0.9223297	0.8902877	23009	33.17109	20998046	56189387	0.021444779	596052	60921152	3641894	137945	0.8211388	0.009783991
SRR1328577	SRS626819	64352810	64352810	1	63172213	4773563662	152	GTEX-ZF29-1926-SM-5S2P1	7.8	Breast	Breast - Mammary Tissue	0.9726675	0.94701976	0.81914634	25378	43.507587	90111677	56903753	0.026927926	239747	60087186	4265624	146208	0.7757478	0.0039899857
SRR1078114	SRS524608	63628932	63628932	1	62743115	4728783792	152	GTEX-XUW1-0226-SM-4BOOS	8.8	Uterus	Uterus	0.9704395	0.94193685	0.83335066	23960	46.268593	72870051	56584190	0.029336868	673048	60072172	3556760	140169	0.78496367	0.011203989
SRR1084766	SRS524897	62545824	62545824	1	61222803	4628627973	152	GTEX-XXEK-0626-SM-4BRWE	8.1	Lung	Lung	0.9786672	0.9382903	0.8961079	23703	45.38189	59685254	53954267	0.021123333	617119	57502742	5043082	138372	0.8408094	0.010731992
SRR1082544	SRS524804	62472202	62472202	1	61425947	4638598869	152	GTEX-QEL4-1326-SM-447AD	6.9	Pancreas	Pancreas	0.97436464	0.88555294	0.8640455	22700	27.083755	17424030	52671566	0.025563221	630058	59478738	2993464	134153	0.765158	0.010592996
SRR1326868	SRS626273	61560918	61560918	1	60564275	4577351271	152	GTEX-14AS3-0726-SM-5S2NY	8.4	Esophagus	Esophagus - Muscularis	0.9781123	0.95027864	0.88485765	22948	42.923267	56627446	54825117	0.021585654	772172	57693726	3867192	138046	0.8408613	0.0133839855
SRR1474295	SRS648589	61525530	61525530	1	60721280	4568259561	152	GTEX-QLQW-0526-SM-4R1KS	8.9	Esophagus	Esophagus - Mucosa	0.98011327	0.9400639	0.8675241	24253	43.34687	56411742	54712216	0.019611398	510476	58200526	3325004	142530	0.8155281	0.0087709855
SRR1442571	SRS644512	61068012	61068012	1	60017066	4530030507	152	GTEX-13FLV-0011-R10b-SM-5LZZ2	6.5	Brain	Brain - Frontal Cortex (BA9)	0.96502644	0.92765075	0.8842875	24437	35.85738	39610186	53679831	0.034679096	3203427	57866422	3201590	142562	0.82030994	0.055358995
SRR1101693	SRS526660	60807354	60807354	1	59598969	4505900828	152	GTEX-SE5C-0926-SM-4BRUF	8.5	Fallopian Tube	Fallopian Tube	0.9800165	0.94844604	0.8800263	24323	44.457474	78164344	52976313	0.019749261	397805	55855906	4951448	143789	0.8346575	0.0071219867
SRR1326225	SRS626226	59605222	59605222	1	58214731	4364133730	152	GTEX-QV44-0126-SM-4R1KH	7.4	Spleen	Spleen	0.9683292	0.88908404	0.8500833	24207	37.75622	39396039	50142596	0.029714078	686702	56398042	3207180	138876	0.7557955	0.01217599
SRR1091524	SRS525276	59433486	59433486	1	58455098	4416748768	152	GTEX-X5EB-1126-SM-46MVV	8.5	Colon	Colon - Sigmoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1331639	SRS627107	57751654	57751654	1	56831116	4296404842	152	GTEX-11TT1-2326-SM-5GU6N	8.7	Muscle	Muscle - Skeletal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR614924	SRS374963	56287634	56287634	1	25129733	1216630312	152	GTEX-QVJO-0011-R7A-SM-2S1QO	7.6	Brain	Brain - Putamen (basal ganglia)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1102804	SRS526705	56287250	56287250	1	55463946	4179388485	152	GTEX-XUJ4-1426-SM-4BONT	8.5	Lung	Lung	0.97348416	0.9403669	0.85309815	24364	39.78257	61328770	49888985	0.026237996	689684	53052678	3234572	143356	0.80222523	0.012999984
SRR1075384	SRS524476	55960780	55960780	1	54583655	4112170969	152	GTEX-T2IS-1126-SM-4DM6Z	6.9	Nerve	Nerve - Tibial	0.97220004	0.93442875	0.87376434	24192	38.40817	54993106	48838306	0.027519772	579989	52265412	3695368	142335	0.8164705	0.011096994
SRR656552	SRS389169	53715968	53715968	1	27114758	1685262142	152	GTEX-UTHO-0011-R5A-SM-3GIJD	7.5	Brain	Brain - Caudate (basal ganglia)	0.9668827	0.36195448	0.8840058	21524	8.304299	7011822	16950653	0.032820683	1026439	46830896	6885072	129394	0.31996983	0.021917988
SRR655590	SRS389096	39754446	39754446	1	20897479	1307654473	152	GTEX-RVPU-0011-R2A-SM-2XCAG	6.8	Brain	Brain - Substantia nigra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1328125	SRS626646	264409530	264409530	1	259161461	19566129081	152	GTEX-13OW8-0526-SM-5KM24	6.9	Testis	Testis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR664795	SRS390020	220974162	220974162	1	175747346	12617375163	152	GTEX-U3ZN-2626-SM-3DB7T	7.3	Adipose Tissue	Adipose - Subcutaneous	0.97692376	0.6914992	0.8514753	26284	42.496162	24554160	136112292	0.02285718	1534537	196836510	24137652	146635	0.58879447	0.007795998
SRR658657	SRS389594	177962354	177962354	1	166203617	12497055219	152	GTEX-Q2AG-0126-SM-33HBV	7.4	Skin	Skin - Sun Exposed (Lower leg)	0.97203654	0.8943706	0.83240855	28166	73.374565	54324643	144276973	0.027823191	1228911	161316768	16645586	152544	0.74448174	0.0076179993
SRR1399990	SRS637854	170888880	170888880	1	166864572	12605804861	152	GTEX-1313W-1426-SM-5KLZU	6.3	Heart	Heart - Left Ventricle	0.9836281	0.9203821	0.9178091	25033	66.060135	33539332	149879195	0.01627438	11676605	162844546	8044334	142928	0.8447351	0.071704
SRR663465	SRS389949	166102984	166102984	1	121070695	8546980636	152	GTEX-T2IS-1026-SM-32QP1	8.5	Blood Vessel	Artery - Tibial	0.981294	0.63407445	0.8868689	23778	17.74505	9588161	89878070	0.01842317	441399	141746880	24356104	138998	0.56234086	0.0031139944
SRR659133	SRS389623	156502142	156502142	1	138018757	10215055851	152	GTEX-TMMY-0826-SM-33HB9	7.5	Thyroid	Thyroid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1391879	SRS636573	155152920	155152920	1	152657386	11522904244	152	GTEX-13OW7-0011-R5b-SM-5O9DM	8	Brain	Brain - Caudate (basal ganglia)	0.95061815	0.9230852	0.8649729	27389	73.57138	52707687	137699053	0.049139865	14009399	149172644	5980276	150549	0.7984437	0.093913995
SRR1080044	SRS524690	149295296	149295296	1	146952975	11066314205	152	GTEX-Q2AH-0826-SM-48TZN	9.3	Esophagus	Esophagus - Mucosa	0.98090535	0.94052666	0.8888254	25745	107.21958	87210360	130560195	0.01890692	1368170	138816048	10479248	145989	0.83596396	0.009855993
SRR1433600	SRS644026	146496480	146496480	1	144532506	10915223946	152	GTEX-12WSA-0011-R8a-SM-5P9EX	6.9	Brain	Brain - Hypothalamus	0.9644173	0.93671685	0.90544	26508	88.93486	51807772	132890692	0.035428118	12085358	141868578	4627902	147275	0.8481409	0.085186996
SRR808130	SRS408134	145050454	145050454	1	137386979	10330477487	152	GTEX-NPJ7-2926-SM-3MJGQ	8.5	Pituitary	Pituitary	0.9581555	0.9014303	0.8329378	28004	71.77608	44533081	113758867	0.04166659	2685497	126198174	18852280	152301	0.75083536	0.021279998
SRR1384186	SRS635313	144541660	144541660	1	138386165	10418716769	152	GTEX-ZQUD-0426-SM-57WFR	8.9	Esophagus	Esophagus - Mucosa	0.97820705	0.920714	0.876401	26916	81.306305	75255530	114859622	0.021474874	1105789	124750602	19791058	149835	0.8069147	0.008863998
SRR1339130	SRS627798	142431494	142431494	1	140465905	10599452174	152	GTEX-1399R-1626-SM-5P9GG	7.2	Testis	Testis	0.95324963	0.9353319	0.8142911	36034	103.17427	163697739	128809763	0.046472292	1616505	137715570	4715924	170073	0.7616324	0.011737998
SRR1321966	SRS625613	141065524	141065524	1	139536895	10545040079	152	GTEX-14ABY-0011-R9a-SM-5PNZK	8.2	Brain	Brain - Spinal cord (cervical c-1)	0.9683817	0.9443793	0.8738444	27261	105.07935	83990260	129780380	0.031250276	3252826	137424000	3641524	151055	0.82524055	0.02367
