run	sample	read_count_as_reported_by_sra	reads_downloaded	proportion_of_reads_reported_by_sra_downloaded	mapped_read_count	auc	avg_read_length	sampid	smrin	smts	smtsd	smntrart	smmaprt	smexncrt	smgnsdtc	smmncpb	smestlbs	smmppd	smnterrt	smrrnanm	smrdttl	smvqcfl	smtrscpt	smexpeff	smrrnart
SRR1334608	SRS627356	82960582	82960582	1	79463102	6000583038	152	GTEX-ZVT2-0005-SM-57WBW	6.4	Blood	Whole Blood	0.97142595	0.93791765	0.91296077	20302	53.45798	22537936	68135814	0.028405106	1282053	72645842	10314740	121484	0.85628206	0.01764799
SRR1315081	SRS624994	82883188	82883188	1	80490199	6084743632	152	GTEX-11EM3-2326-SM-5H12B	7.1	Adipose Tissue	Adipose - Subcutaneous	0.98214525	0.9498743	0.88277465	23912	53.32593	58182744	70118641	0.01764016	530167	73818862	9064326	139906	0.83852494	0.007181999
SRR1077898	SRS524598	82831308	82831308	1	80589694	6091181146	152	GTEX-XAJ8-1426-SM-47JYM	7.1	Skin	Skin - Not Sun Exposed (Suprapubic)	0.97242844	0.94775367	0.8485957	25082	50.256233	49720369	70934329	0.027441269	891924	74844692	7986616	143759	0.80425966	0.011916998
SRR1340828	SRS627883	82772962	82772962	1	80710654	6091520918	152	GTEX-1339X-1226-SM-5PNVO	7.8	Esophagus	Esophagus - Mucosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1387072	SRS636069	82720992	82720992	1	81248279	6134590383	152	GTEX-13O3O-0011-R11b-SM-5KM4G	8.6	Brain	Brain - Cerebellar Hemisphere	0.95189553	0.9319037	0.80139095	25059	56.32222	109958483	72470633	0.047711395	1866311	77766222	4954770	141769	0.7468192	0.023998993
SRR1338257	SRS627757	82384502	82384502	1	80333556	6060661419	152	GTEX-12WSD-1426-SM-5GCN9	6.9	Liver	Liver	0.98073804	0.9379935	0.87200767	23636	46.67718	35157458	71463054	0.019147502	1422109	76187148	6197354	137713	0.81793755	0.018665995
SRR1467590	SRS648266	82374536	82374536	1	81218526	6131894533	152	GTEX-11GSP-0011-R9b-SM-5NQ77	7.7	Brain	Brain - Spinal cord (cervical c-1)	0.96985877	0.94740146	0.8978987	25359	45.545906	32385116	73037523	0.029948456	6186979	77092470	5282066	145611	0.8506705	0.080253996
SRR1479155	SRS648818	82000162	82000162	1	80886802	6109152703	152	GTEX-YFC4-1126-SM-5RQJN	8.2	Lung	Lung	0.9808607	0.945895	0.7655445	25444	47.458668	89110660	73944742	0.018925212	325987	78174364	3825798	145291	0.72412467	0.0041699987
SRR1432629	SRS643980	81796312	81796312	1	79686044	6016454263	152	GTEX-117YX-0726-SM-5GIET	8.8	Adipose Tissue	Adipose - Visceral (Omentum)	0.9854543	0.9467509	0.91338605	24062	59.85882	76775393	69199793	0.014257572	353764	73091874	8704438	142733	0.864749	0.0048399908
SRR662162	SRS389938	81651652	81651652	1	73945122	5507073390	152	GTEX-T6MN-0826-SM-32PM4	6.4	Lung	Lung	0.97461635	0.83551085	0.84075326	25235	46.433636	59748159	62484131	0.024979575	541821	74785544	6866108	145257	0.70245844	0.0072449963
SRR1336660	SRS627590	81490426	81490426	1	79714230	6016709483	152	GTEX-13X6K-0011-R3b-SM-5PNUD	8.2	Brain	Brain - Anterior cingulate cortex (BA24)	0.95187104	0.9474484	0.8541725	26055	53.34424	75689221	70609969	0.047719184	3791086	74526454	6963972	147864	0.8092844	0.050868995
SRR1499395	SRS650119	81351588	81351588	1	79094951	5971323760	152	GTEX-ZZPU-0426-SM-5GZYH	7.8	Liver	Liver	0.98349106	0.93400025	0.9018731	22318	53.78926	32678656	69162938	0.01629114	646458	74050230	7301358	133389	0.8423497	0.008729993
SRR1400931	SRS637906	81345456	81345456	1	80038934	6003800187	152	GTEX-WY7C-1426-SM-4OND1	8.9	Salivary Gland	Minor Salivary Gland	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1331534	SRS627102	81327136	81327136	1	78907094	5961274921	152	GTEX-11NV4-0011-R7a-SM-57WDH	7.5	Brain	Brain - Putamen (basal ganglia)	0.9600734	0.94225556	0.8946075	24951	42.275555	35513697	68158868	0.03967226	6071365	72335852	8991284	144226	0.84294885	0.083932996
SRR1090604	SRS525213	81252784	81252784	1	79133795	5975460038	152	GTEX-RUSQ-2126-SM-47JXK	6.5	Testis	Testis	0.9430841	0.9391699	0.7926323	33374	50.206276	73429750	68976804	0.056697745	1165048	73444430	7808354	163979	0.7444164	0.015862986
SRR1326797	SRS626270	81241412	81241412	1	79312351	5990998371	152	GTEX-1477Z-2826-SM-5SI9J	5.7	Pituitary	Pituitary	0.95017654	0.9430107	0.8180144	26578	48.69417	56196557	70019225	0.04971383	3138206	74250722	6990690	147841	0.77139634	0.04226499
SRR1334098	SRS627278	81219340	81219340	1	79397016	5997879689	152	GTEX-117YX-2226-SM-5EGJJ	7.4	Adipose Tissue	Adipose - Subcutaneous	0.984221	0.94681185	0.87365246	24308	59.39535	74374752	71027439	0.015507063	585586	75017482	6201858	141803	0.8271845	0.0078059942
SRR1419361	SRS639469	81208696	81208696	1	79602578	6007072579	152	GTEX-13111-1526-SM-5EGJX	6.1	Testis	Testis	0.94128835	0.9427642	0.791844	33942	54.082237	103802501	70673919	0.05847706	943204	74964576	6244120	165380	0.7465222	0.012581996
SRR1090650	SRS525215	81102250	81102250	1	80162902	6057814345	152	GTEX-QDVN-1926-SM-48TZ8	7	Testis	Testis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1098761	SRS526153	81078504	81078504	1	80268187	6069484954	152	GTEX-QDVJ-0008-SM-48U2E	8.8	Skin	Cells - Transformed fibroblasts	0.9749628	0.9560373	0.88579804	23101	74.469246	88655693	73857015	0.024718964	676275	77253282	3825222	134051	0.84685594	0.008753997
SRR1090861	SRS525225	80759098	80759098	1	78682239	5941152146	152	GTEX-TMMY-1026-SM-4DXTI	8.1	Blood Vessel	Artery - Aorta	0.9775691	0.94110453	0.87585574	23688	56.216576	80868291	69379293	0.022101723	464516	73721134	7037964	139529	0.82427186	0.006300988
SRR1357999	SRS629832	80627314	80627314	1	79453289	6002509771	152	GTEX-12WSN-1826-SM-5LZUT	8.3	Esophagus	Esophagus - Gastroesophageal Junction	0.98270005	0.9493149	0.8922794	24496	61.589138	73445077	72853776	0.017048698	633517	76743528	3883786	144010	0.8470541	0.008254989
SRR1455082	SRS645843	80223786	80223786	1	78217233	5899279691	152	GTEX-ZYW4-0426-SM-5GZYS	7	Blood Vessel	Artery - Tibial	0.9772445	0.93770385	0.84457403	24154	51.531345	73700109	67911899	0.022500359	429182	72423606	7800180	140698	0.7919603	0.0059259958
SRR1068687	SRS524195	80221430	80221430	1	78532754	5938138192	152	GTEX-XXEK-0526-SM-4BRWD	7.1	Esophagus	Esophagus - Gastroesophageal Junction	0.97783977	0.94320315	0.87612104	24034	56.43939	79318573	69076450	0.021889906	848292	73236026	6985404	141816	0.8263601	0.011582988
SRR1082616	SRS524807	80205276	80205276	1	78921796	5971294587	152	GTEX-S32W-0126-SM-4AD61	9.1	Adrenal Gland	Adrenal Gland	0.9795003	0.9553116	0.87297046	25434	62.054867	68904135	71772777	0.02025679	963094	75130226	5075050	145905	0.8339588	0.012818996
SRR1326205	SRS626225	80068160	80068160	1	77743058	5871667906	152	GTEX-13OW8-0326-SM-5L3FB	6.8	Adipose Tissue	Adipose - Visceral (Omentum)	0.9799175	0.93225795	0.88551664	24446	49.613224	52652559	67570191	0.01980508	1333054	72480148	7588012	142891	0.82552993	0.01839199
SRR1350002	SRS629413	79949300	79949300	1	77972689	5881215409	152	GTEX-13PVQ-1526-SM-5IFEQ	6.2	Liver	Liver	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1479109	SRS648816	79819526	79819526	1	78379445	5923615458	152	GTEX-147F3-1726-SM-5SIAW	7.6	Skin	Skin - Not Sun Exposed (Suprapubic)	0.9777652	0.95137495	0.84342325	25583	53.08998	75974174	70031436	0.022051638	587193	73610768	6208758	146151	0.80241174	0.007976999
SRR1365377	SRS631251	79770028	79770028	1	77902733	5859203070	152	GTEX-WQUQ-2626-SM-4MVNP	5.8	Colon	Colon - Sigmoid	0.97668016	0.9226105	0.87925833	25368	49.36942	48333293	67528649	0.022162149	446257	73193018	6577010	145931	0.811213	0.006096989
SRR1336048	SRS627524	79650712	79650712	1	76900159	5802730421	152	GTEX-11UD2-0426-SM-5EQ5W	7.2	Nerve	Nerve - Tibial	0.9757477	0.94096065	0.8203626	25203	52.31141	93451323	66671323	0.024022277	370002	70854526	8796186	144757	0.77192897	0.005221995
SRR1370780	SRS631786	79592366	79592366	1	77772185	5875641036	152	GTEX-145MH-0326-SM-5LU8H	7.3	Muscle	Muscle - Skeletal	0.9867155	0.93116814	0.9357233	21464	49.706757	30399665	68035997	0.013107385	878390	73065216	6527150	130843	0.8713157	0.012022
SRR1368896	SRS631471	79443320	79443320	1	78217629	5904955722	152	GTEX-145MH-1426-SM-5QGPO	7.4	Nerve	Nerve - Tibial	0.973365	0.9488947	0.83868396	25554	57.366386	106090893	70799520	0.026377495	369929	74612620	4830700	146318	0.79582274	0.004957995
SRR1490204	SRS649752	79331716	79331716	1	77334820	5843193910	152	GTEX-145ME-2226-SM-5S2VY	7.4	Blood Vessel	Artery - Tibial	0.985151	0.95111436	0.92478544	22823	62.61372	72879028	68505188	0.014477036	368702	72026232	7305484	137885	0.8795767	0.005118996
SRR1361050	SRS629989	79230722	79230722	1	76691858	5794740652	152	GTEX-117YX-1226-SM-5H11S	6.6	Thyroid	Thyroid	0.9723457	0.9462216	0.8411973	24931	52.139744	68858986	66655817	0.027438777	707752	70444188	8786534	143502	0.79595906	0.010046989
SRR1098855	SRS526157	79164826	79164826	1	77320784	5846914968	152	GTEX-R53T-1226-SM-48FCT	6.9	Stomach	Stomach	0.9859625	0.9547802	0.90544677	23757	40.79542	21562753	68934403	0.013882633	672824	72199228	6965598	141054	0.86450267	0.009318991
SRR1309985	SRS623930	79163408	79163408	1	76335972	5761653709	152	GTEX-11NUK-2726-SM-5A5MC	7.8	Skin	Skin - Not Sun Exposed (Suprapubic)	0.9783917	0.93487483	0.8152094	25788	45.633167	63804768	66015617	0.021455394	651912	70614394	8549014	146039	0.7621187	0.0092319995
SRR1080143	SRS524696	79015922	79015922	1	77148990	5831736130	152	GTEX-SUCS-0726-SM-4DM7J	9.4	Esophagus	Esophagus - Mucosa	0.9645343	0.94325876	0.8645268	24375	53.99873	54833016	69713348	0.035303615	2196439	73906914	5109008	142173	0.81547254	0.029718993
SRR1489757	SRS649731	78827738	78827738	1	77483846	5860459658	152	GTEX-ZF2S-3026-SM-4WWCH	9.5	Liver	Liver	0.9755376	0.9487628	0.90728396	22605	51.5391	35554556	69204368	0.023763038	1288150	72941696	5886042	135732	0.8607973	0.017659996
SRR1092749	SRS525328	78808072	78808072	1	77012591	5820951710	152	GTEX-R55G-1226-SM-48FDC	8.2	Colon	Colon - Transverse	0.9775786	0.9485726	0.8761599	24774	51.600883	52293189	68051834	0.02204502	1173400	71741306	7066766	143602	0.83110124	0.01635599
SRR1068905	SRS524201	78693138	78693138	1	77051197	5816841135	152	GTEX-R55E-0726-SM-48FCZ	5.9	Testis	Testis	0.93056744	0.93956196	0.7796333	33549	50.148567	85082468	67630494	0.069215044	1551619	71980882	6712256	163317	0.7325137	0.021555988
SRR1414637	SRS639232	78676330	78676330	1	77514317	5843355037	152	GTEX-X4EP-1026-SM-4QAS5	6.7	Liver	Liver	0.9806694	0.93833333	0.88564754	22214	42.215576	27609313	69997044	0.019175483	1906853	74597198	4079132	130846	0.83103263	0.025561992
SRR1091328	SRS525266	78609594	78609594	1	77371772	5835592741	152	GTEX-XQ3S-1126-SM-4BOPK	6.5	Esophagus	Esophagus - Mucosa	0.9697128	0.9407897	0.8740247	23411	50.89586	38713281	69612445	0.030190103	1933897	73993630	4615964	136741	0.82227343	0.026135992
SRR1377820	SRS634344	78176276	78176276	1	77169295	5827400018	152	GTEX-Y111-0926-SM-4SOIU	7.3	Adipose Tissue	Adipose - Visceral (Omentum)	0.9734595	0.9414322	0.876144	25132	48.711777	52152561	69844917	0.02622195	1317022	74190070	3986206	145097	0.8248302	0.017751997
SRR1357434	SRS629807	78111056	78111056	1	76310632	5763840602	152	GTEX-12ZZX-0011-R6a-SM-5HL8L	8.4	Brain	Brain - Nucleus accumbens (basal ganglia)	0.95818657	0.94505644	0.8881999	25214	47.874954	50593926	67582114	0.041553628	4597383	71511194	6599862	143887	0.83939904	0.064288996
SRR1499019	SRS650103	77998378	77998378	1	75692286	5705528296	152	GTEX-13G51-0926-SM-5IFFU	7.3	Esophagus	Esophagus - Mucosa	0.97835666	0.9319054	0.84517354	25284	47.43415	65541406	65084244	0.021481205	494746	69839966	8158412	145174	0.7876218	0.0070839953
SRR1093930	SRS525380	77911190	77911190	1	76812862	5810266713	152	GTEX-S4UY-0926-SM-4AD6O	8.3	Bladder	Bladder	0.97322595	0.9504514	0.81742334	26689	53.840183	89694972	69381840	0.02643807	505954	72998830	4912360	149062	0.77692115	0.006930988
SRR1099310	SRS526176	77208680	77208680	1	75457631	5696795582	152	GTEX-U3ZN-1026-SM-4DXTC	7.9	Ovary	Ovary	0.9738745	0.93844026	0.82458854	25114	54.466175	90499864	66125160	0.025896572	411855	70462832	6745848	144063	0.7738271	0.0058449963
SRR1101591	SRS526645	77000228	77000228	1	75131619	5675231860	152	GTEX-U3ZN-0526-SM-4DXTH	7.8	Blood Vessel	Artery - Aorta	0.97974926	0.94412005	0.9035576	24542	52.891884	66968750	66701698	0.019880574	435766	70649594	6350634	143699	0.85306686	0.00616799
SRR1444436	SRS644600	76808606	76808606	1	75669013	5689060711	152	GTEX-X15G-0926-SM-4PQZE	8.8	Esophagus	Esophagus - Muscularis	0.9789144	0.9390352	0.88191414	24037	57.66465	75381278	68862538	0.020848462	714339	73333286	3475320	141032	0.82814837	0.009740992
SRR1379403	SRS634567	76688386	76688386	1	72472575	5459217504	152	GTEX-Z9EW-2026-SM-5CVMQ	6	Nerve	Nerve - Tibial	0.97613674	0.8725125	0.84306306	24916	45.552574	87549107	56544846	0.023624487	420661	64806920	11881466	143736	0.73558307	0.006490989
SRR1389366	SRS636272	76678458	76678458	1	74201626	5602108750	152	GTEX-13VXT-2426-SM-5LU46	7.5	Colon	Colon - Transverse	0.97856474	0.9358845	0.8730315	25311	50.59705	72121084	63899946	0.02095307	426871	68277596	8400862	146796	0.8170566	0.0062519917
SRR1359509	SRS629906	76652730	76652730	1	75591671	5712971064	152	GTEX-14BMU-1326-SM-5RQIH	8.3	Colon	Colon - Sigmoid	0.98262924	0.9553386	0.9019004	23972	56.08783	66312552	69702041	0.017112684	680503	72960556	3692174	141763	0.8616203	0.009326998
SRR1489307	SRS649710	76606210	76606210	1	75278449	5684361619	152	GTEX-14753-0526-SM-5QGPR	8.3	Muscle	Muscle - Skeletal	0.9861508	0.9577247	0.9318535	20662	57.873028	38515505	68392596	0.013649402	1286693	71411538	5194672	126978	0.8924591	0.018018
SRR1311018	SRS623980	75943138	75943138	1	73934853	5588408097	152	GTEX-11DXW-0326-SM-5H11W	7.3	Adipose Tissue	Adipose - Subcutaneous	0.97913563	0.9479641	0.8530084	24831	49.573517	75462077	64209826	0.020575434	366985	67734446	8208692	143853	0.80862135	0.0054179966
SRR1072773	SRS524370	75828500	75828500	1	74111269	5605435970	152	GTEX-R55D-0008-SM-48FEV	10	Skin	Cells - Transformed fibroblasts	0.98269933	0.9572812	0.9267881	21960	64.730995	55000995	66068459	0.016987545	814743	69016774	6811726	132914	0.8871968	0.011805
SRR1099427	SRS526181	75811976	75811976	1	74514982	5627308037	152	GTEX-VJYA-0526-SM-4KL1R	8.8	Adrenal Gland	Adrenal Gland	0.9696919	0.9362242	0.88590676	24038	51.98017	44368016	65275569	0.03004743	2560546	69722152	6089824	141952	0.8294074	0.036725
SRR1341057	SRS627901	75674184	75674184	1	73558358	5545419443	152	GTEX-1269C-0011-R4b-SM-5P9ES	5.7	Brain	Brain - Amygdala	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1480431	SRS648880	75638302	75638302	1	74679251	5631154257	152	GTEX-XBEC-0526-SM-4QARU	7.5	Blood Vessel	Artery - Tibial	0.97588384	0.94098943	0.86533123	23794	51.679096	73287770	67676474	0.02382707	504378	71920546	3717756	139936	0.8142675	0.0070129894
SRR1388746	SRS636204	75592728	75592728	1	74582725	5596354681	152	GTEX-WY7C-0004-SM-4ONDS	10	Blood	Cells - EBV-transformed lymphocytes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1374567	SRS633864	75376780	75376780	1	73261268	5525712815	152	GTEX-13FHO-1026-SM-5KM1Q	6	Lung	Lung	0.9774199	0.90596396	0.8272636	25265	46.750053	61512973	65059621	0.02234884	423478	71812588	3564192	145567	0.749471	0.0058969883
SRR1072998	SRS524379	75180318	75180318	1	74052515	5584885612	152	K-562-SM-4IHK7	9.5	Bone Marrow	Cells - Leukemia cell line (CML)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1353176	SRS629560	75102476	75102476	1	72975649	5505374234	152	GTEX-12ZZX-2926-SM-5GCOQ	6.8	Brain	Brain - Cortex	0.9638397	0.9393457	0.8836466	25277	48.684128	57402837	64609023	0.035742857	3160343	68780880	6321596	145740	0.83004963	0.045947988
SRR1091743	SRS525286	74992982	74992982	1	73633671	5558218039	152	GTEX-VJYA-0626-SM-4KL1S	7.9	Esophagus	Esophagus - Muscularis	0.96819925	0.93526477	0.86885047	24224	51.90336	60379905	64593575	0.031575292	1540483	69064482	5928500	141523	0.81260526	0.022304997
SRR1353461	SRS629573	74463230	74463230	1	73037380	5521334535	152	GTEX-13PL7-2226-SM-5L3IC	8.1	Pancreas	Pancreas	0.9764351	0.9347908	0.8705493	24882	42.72133	35661626	64452651	0.023371002	432032	68948744	5514486	144986	0.8137815	0.006265988
SRR1087439	SRS525010	74205988	74205988	1	73498656	5563795640	152	GTEX-P4QR-0008-SM-48TE2	10	Skin	Cells - Transformed fibroblasts	0.9819825	0.962748	0.9168615	22106	65.38169	54768792	68132319	0.017733347	927563	70768592	3437396	133459	0.8827066	0.013106987
SRR1444043	SRS644581	74052672	74052672	1	72715831	5476883540	152	GTEX-147JS-2526-SM-5S2Q8	6.2	Colon	Colon - Transverse	0.9736448	0.9328148	0.8520472	25958	46.49337	59489847	65133010	0.025232399	691189	69824164	4228508	147504	0.7948022	0.009898995
SRR1488715	SRS649682	73940766	73940766	1	72365896	5466732288	152	GTEX-13OW5-0011-R3a-SM-5L3I5	6.7	Brain	Brain - Anterior cingulate cortex (BA24)	0.9298663	0.9380837	0.85381955	25309	37.389557	31672581	64155210	0.069948755	11957313	68389642	5551124	143997	0.8009542	0.174841
SRR1083776	SRS524855	73935622	73935622	1	72380309	5455813297	152	GTEX-T5JW-0326-SM-4DM6J	8.1	Fallopian Tube	Fallopian Tube	0.97451556	0.93800884	0.86010414	25532	53.034023	81914203	64916799	0.02517028	465348	69207024	4728598	146420	0.8067853	0.0067239995
SRR1389278	SRS636268	73807786	73807786	1	68985641	5199929243	152	GTEX-1314G-1926-SM-5BC6F	7.3	Blood Vessel	Artery - Tibial	0.9820953	0.9217211	0.90237516	22274	44.60865	58649887	54354367	0.017534893	392507	58970516	14837270	134596	0.83173823	0.0066559874
SRR1500071	SRS650150	73797752	73797752	1	71997015	5436331138	152	GTEX-13O1R-2426-SM-5KLZZ	6.4	Colon	Colon - Sigmoid	0.98124325	0.9184911	0.8845151	23640	53.250946	56043876	64632286	0.018600022	424388	70367896	3429856	139397	0.8124193	0.006030989
SRR1091966	SRS525295	73757524	73757524	1	72244455	5446225082	152	GTEX-SNMC-0008-SM-4DM5A	9.3	Skin	Cells - Transformed fibroblasts	0.9651272	0.94196093	0.8798168	22556	66.81078	93886563	64841351	0.03454106	1489072	68836562	4920962	132245	0.82875305	0.021631993
SRR1379065	SRS634551	73751812	73751812	1	72436631	5429527190	152	GTEX-WYBS-1026-SM-4ONCY	5.7	Adipose Tissue	Adipose - Visceral (Omentum)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1095792	SRS525999	73544266	73544266	1	72416467	5476893981	152	GTEX-OXRO-1226-SM-48TDL	7.1	Thyroid	Thyroid	0.97031736	0.9496331	0.833995	25007	51.37251	62446308	66263113	0.029501196	1838779	69777590	3766676	143875	0.79198927	0.026351998
SRR1436882	SRS644186	73032860	73032860	1	70170538	5298688576	152	GTEX-11DXY-1526-SM-5H129	6.7	Esophagus	Esophagus - Muscularis	0.97962314	0.9397889	0.86572385	24336	47.10159	62428608	60561851	0.020166425	577657	64441974	8590886	142208	0.8135976	0.008963986
SRR1312464	SRS624079	72782682	72782682	1	70721267	5336311419	152	GTEX-11GS4-2826-SM-5HL56	7.3	Nerve	Nerve - Tibial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1089183	SRS525131	72488232	72488232	1	71522803	5410732422	152	GTEX-X4XX-0008-SM-46MVK	10	Skin	Cells - Transformed fibroblasts	0.97795	0.95607054	0.8801461	22864	58.546574	83405004	64837323	0.021695096	545040	67816462	4671770	135208	0.84148175	0.008036986
SRR1416188	SRS639309	72386446	72386446	1	71227136	5378817469	152	GTEX-11NV4-1926-SM-5N9D4	8.2	Salivary Gland	Minor Salivary Gland	0.9787868	0.9380045	0.8487828	24999	46.25066	38975646	64919284	0.020762768	363490	69209990	3176456	144210	0.79616207	0.0052519874
SRR1414379	SRS639216	72381206	72381206	1	70329960	5311172310	152	GTEX-12ZZY-0526-SM-5EQ5H	7	Blood Vessel	Artery - Tibial	0.9808752	0.9500611	0.8877943	23658	51.53328	88440501	61496343	0.01874404	308627	64728832	7652374	140472	0.84345883	0.004767999
SRR1082981	SRS524822	72352154	72352154	1	70884279	5354956499	152	GTEX-X585-1226-SM-46MW7	7.3	Esophagus	Esophagus - Mucosa	0.974008	0.94086015	0.8296683	25698	44.4469	49178499	63506172	0.02579976	843792	67497994	4854160	146306	0.7806018	0.012500994
SRR1099499	SRS526184	72348838	72348838	1	70741085	5327819092	152	GTEX-XLM4-0011-R10A-SM-4AT5P	8	Brain	Brain - Frontal Cortex (BA9)	0.96661264	0.9389425	0.8888946	25273	49.046967	63483415	62453755	0.032918915	2533888	66514996	5833842	146554	0.83462095	0.03809499
SRR1434048	SRS644047	72305202	72305202	1	70658204	5338668015	152	GTEX-ZA64-0326-SM-5HL8T	7.9	Lung	Lung	0.9810027	0.94544905	0.86588174	24880	53.90687	97250282	62938639	0.018661747	395160	66570104	5735098	145307	0.8186471	0.005935998
SRR1431015	SRS643903	72274264	72274264	1	69675024	5261481582	152	GTEX-11XUK-0926-SM-5EQL3	7.8	Esophagus	Esophagus - Gastroesophageal Junction	0.9827465	0.9532044	0.90446633	23616	49.924957	61572200	60458084	0.016973428	869191	63426148	8848116	140904	0.86214125	0.013703985
SRR1337052	SRS627698	72210840	72210840	1	70665850	5335071704	152	GTEX-11UD2-2826-SM-5GU6X	6.1	Testis	Testis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1453911	SRS645788	72056496	72056496	1	69918779	5279835869	152	GTEX-1192X-0426-SM-5GIEE	7.5	Muscle	Muscle - Skeletal	0.98499525	0.9478736	0.9279768	21301	51.784584	45201437	60972134	0.01478126	496976	64325178	7731318	130166	0.8796047	0.007725995
SRR1078948	SRS524643	71994876	71994876	1	71073637	5372618749	152	GTEX-QDVJ-1326-SM-48U1X	7.3	Colon	Colon - Transverse	0.982131	0.9478985	0.8940965	24830	51.085583	53090902	65147371	0.017436866	1002332	68728216	3266660	144730	0.8475127	0.014583996
SRR1096478	SRS526032	71964310	71964310	1	70005919	5290128196	152	GTEX-X638-0426-SM-47JY2	7.1	Nerve	Nerve - Tibial	0.9651405	0.9419904	0.81057465	25953	45.212494	76631334	61112723	0.03471282	709550	64876164	7088146	146648	0.7635535	0.01093699
SRR1404531	SRS638095	71846954	71846954	1	70132185	5295706931	152	GTEX-12WS9-0126-SM-5EGL7	8.4	Skin	Skin - Sun Exposed (Lower leg)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1339276	SRS627805	71834042	71834042	1	71037690	5360202741	152	GTEX-14E1K-1226-SM-5S2PD	7.5	Esophagus	Esophagus - Mucosa	0.984046	0.9543048	0.88369995	23547	49.14565	46198435	65042619	0.015802192	519084	68157074	3676968	139748	0.8433191	0.007615996
SRR1343522	SRS628391	71748738	71748738	1	70877954	5332368434	152	GTEX-X15G-0008-SM-4PR2D	9.8	Skin	Cells - Transformed fibroblasts	0.98012596	0.9464684	0.8966734	22376	62.75954	71999557	65107169	0.01953387	856499	68789584	2959154	133866	0.84867305	0.012450999
SRR1095627	SRS525992	71559142	71559142	1	70836423	5362520146	152	GTEX-PLZ6-0008-SM-48TD5	9.6	Skin	Cells - Transformed fibroblasts	0.9792278	0.9610533	0.89671093	22376	67.823235	83624833	65309234	0.02043826	451295	67955886	3603256	132805	0.861787	0.006640999
SRR663161	SRS389981	71544406	71544406	1	38338634	2478628306	152	GTEX-POYW-0006-SM-2XCF4	8.1	Blood	Whole Blood	0.9778009	0.38417938	0.87913245	20929	13.276491	7470365	24025954	0.021800257	471914	62538376	9006030	127121	0.33774456	0.007545991
SRR1379343	SRS634564	71204470	71204470	1	70036015	5290241812	152	GTEX-ZV6S-2026-SM-5NQ8P	7.1	Blood Vessel	Artery - Tibial	0.981413	0.95311433	0.89217657	22918	54.578743	86979795	63202517	0.018203167	255498	66311580	4892890	137525	0.85034627	0.003852992
SRR1095840	SRS526001	71163946	71163946	1	70341616	5314066595	152	GTEX-QV31-0326-SM-447BM	8.5	Blood Vessel	Artery - Aorta	0.9814117	0.9504411	0.90007204	23236	57.61269	106685287	64789285	0.018258868	310571	68167594	2996352	138586	0.85546553	0.004555992
SRR1094336	SRS525397	71084524	71084524	1	69478588	5234121012	152	GTEX-XLM4-0426-SM-4AT54	7.2	Blood Vessel	Artery - Tibial	0.97951275	0.94255394	0.88865626	23351	52.13891	70575016	61478836	0.020179546	348501	65225802	5858722	138578	0.8376065	0.005342993
SRR1072223	SRS524347	71067336	71067336	1	70261287	5319380178	152	GTEX-PSDG-0008-SM-48TE5	10	Skin	Cells - Transformed fibroblasts	0.9866534	0.96424186	0.9330032	21401	72.23165	76126843	65032791	0.013063686	455182	67444476	3622860	130310	0.8996408	0.0067489883
SRR1333185	SRS627181	71038750	71038750	1	70019788	5276799251	152	GTEX-XBEW-1126-SM-4QARW	7.2	Skin	Skin - Not Sun Exposed (Suprapubic)	0.9727989	0.9363476	0.848588	23908	38.040634	30054265	63195405	0.027092034	998265	67491396	3547354	138806	0.7945733	0.014790997
SRR1313831	SRS624517	70947116	70947116	1	68237402	5145059842	152	GTEX-111YS-0526-SM-5GZXJ	7.9	Blood Vessel	Artery - Aorta	0.9776343	0.93146974	0.90723586	22977	50.00011	67615652	58658727	0.022006666	772632	62974380	7972736	137999	0.84506273	0.012268989
SRR657833	SRS389101	70690600	70690600	1	63086001	4744094586	152	GTEX-S4Z8-2026-SM-3K2A9	8.3	Blood Vessel	Artery - Tibial	0.97681266	0.79343647	0.8928088	22031	34.627968	64670010	42371091	0.022858227	452955	53401996	17288604	133696	0.7083871	0.008481986
SRR1476903	SRS648714	70544396	70544396	1	68797427	5199578477	152	GTEX-P4PQ-2626-SM-5SI7K	6.4	Thyroid	Thyroid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
